,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,13020.0,-12060.0,-4906.0,,-979454.0,-3456.0
Tax Rate For Calcs,0.21,0.18,0.223,,0.086,0.216
Normalized EBITDA,2335000.0,1803000.0,-3222000.0,,-1708000.0,-4840000.0
Total Unusual Items,62000.0,-67000.0,-22000.0,,-11389000.0,-16000.0
Total Unusual Items Excluding Goodwill,62000.0,-67000.0,-22000.0,,-11389000.0,-16000.0
Net Income From Continuing Operation Net Minority Interest,-7016000.0,-198000.0,-4094000.0,,-14678000.0,-6149000.0
Reconciled Depreciation,1810000.0,1906000.0,1889000.0,,1898000.0,1939000.0
Reconciled Cost Of Revenue,36442000.0,44329000.0,41582000.0,,43763000.0,51132000.0
EBITDA,2397000.0,1736000.0,-3244000.0,,-13097000.0,-4856000.0
EBIT,587000.0,-170000.0,-5133000.0,,-14995000.0,-6795000.0
Net Interest Income,-124000.0,-72000.0,-127000.0,,-1063000.0,-1047000.0
Interest Expense,124000.0,72000.0,127000.0,,1063000.0,1047000.0
Normalized Income,-7064980.0,-143060.0,-4076906.0,,-4268454.0,-6136456.0
Net Income From Continuing And Discontinued Operation,-6152000.0,-926000.0,-5493000.0,,-17932000.0,-14636000.0
Total Expenses,42467000.0,50385000.0,49341000.0,,50450000.0,57288000.0
Total Operating Income As Reported,496000.0,-263000.0,-5253000.0,,-15092000.0,-6949000.0
Diluted Average Shares,10114000.0,10126000.0,10094000.0,10374000.0,10135000.0,
Basic Average Shares,10114000.0,10126000.0,10094000.0,10107000.0,10135000.0,
Diluted EPS,-0.61,-0.09,-0.54,1.07,-1.77,
Basic EPS,-0.61,-0.09,-0.54,1.1,-1.77,
Diluted NI Availto Com Stockholders,-6152000.0,-926000.0,-5493000.0,,-17932000.0,-14636000.0
Net Income Common Stockholders,-6152000.0,-926000.0,-5493000.0,,-17932000.0,-14636000.0
Net Income,-6152000.0,-926000.0,-5493000.0,,-17932000.0,-14636000.0
Net Income Including Noncontrolling Interests,-6152000.0,-926000.0,-5493000.0,,-17932000.0,-14636000.0
Net Income Discontinuous Operations,864000.0,-728000.0,-1399000.0,,-3254000.0,-8487000.0
Net Income Continuous Operations,-7016000.0,-198000.0,-4094000.0,,-14678000.0,-6149000.0
Tax Provision,7479000.0,-44000.0,-1166000.0,,-1380000.0,-1693000.0
Pretax Income,463000.0,-242000.0,-5260000.0,,-16058000.0,-7842000.0
Other Income Expense,153000.0,26000.0,98000.0,,-11292000.0,138000.0
Other Non Operating Income Expenses,91000.0,93000.0,120000.0,,97000.0,154000.0
Special Income Charges,62000.0,-67000.0,-22000.0,,-11389000.0,-16000.0
Other Special Charges,-67000.0,,,,,
Impairment Of Capital Assets,0.0,,,,11389000.0,
Restructuring And Mergern Acquisition,5000.0,67000.0,22000.0,,0.0,16000.0
Net Non Operating Interest Income Expense,-124000.0,-72000.0,-127000.0,,-1063000.0,-1047000.0
Interest Expense Non Operating,124000.0,72000.0,127000.0,,1063000.0,1047000.0
Operating Income,434000.0,-196000.0,-5231000.0,,-3703000.0,-6933000.0
Operating Expense,6025000.0,6056000.0,7759000.0,,6687000.0,6156000.0
Selling General And Administration,6025000.0,6056000.0,7759000.0,,6687000.0,6156000.0
Gross Profit,6459000.0,5860000.0,2528000.0,,2984000.0,-777000.0
Cost Of Revenue,36442000.0,44329000.0,41582000.0,,43763000.0,51132000.0
Total Revenue,42901000.0,50189000.0,44110000.0,,46747000.0,50355000.0
Operating Revenue,42901000.0,50189000.0,44110000.0,,46747000.0,50355000.0
