,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.000775,0.0,0.21,0.21,0.000272,
Normalized EBITDA,-19513000.0,-16457000.0,-29184000.0,-58058000.0,-67212000.0,
Total Unusual Items,,,,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,,,,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-21909000.0,-19049000.0,-31752000.0,-60450000.0,-69797000.0,
Reconciled Depreciation,1230000.0,1330000.0,1391000.0,1205000.0,1209000.0,
Reconciled Cost Of Revenue,7602000.0,4627000.0,1985000.0,3160000.0,2615000.0,
EBITDA,-19513000.0,-16457000.0,-29184000.0,-58058000.0,-67212000.0,
EBIT,-20743000.0,-17787000.0,-30575000.0,-59263000.0,-68421000.0,
Net Interest Income,-724000.0,-812000.0,-549000.0,-465000.0,-177000.0,
Interest Expense,1183000.0,1262000.0,1153000.0,1176000.0,1395000.0,
Interest Income,459000.0,450000.0,604000.0,711000.0,1218000.0,
Normalized Income,-21909000.0,-19049000.0,-31752000.0,-60450000.0,-69797000.0,
Net Income From Continuing And Discontinued Operation,-21909000.0,-19049000.0,-31752000.0,-60450000.0,-69797000.0,
Total Expenses,61947000.0,46871000.0,58604000.0,64214000.0,71750000.0,
Total Operating Income As Reported,-21757000.0,-18231000.0,-31247000.0,-59962000.0,-69612000.0,
Diluted Average Shares,7466000.0,6143000.0,5623480.0,,4256000.0,4204000.0
Basic Average Shares,7466000.0,6143000.0,5623480.0,,4256000.0,4204000.0
Diluted EPS,-2.93,-3.1,-5.75,,-16.4,-16.91
Basic EPS,-2.93,-3.1,-5.75,,-16.4,-16.91
Diluted NI Availto Com Stockholders,-21909000.0,-19049000.0,-31752000.0,-60450000.0,-69797000.0,
Net Income Common Stockholders,-21909000.0,-19049000.0,-31752000.0,-60450000.0,-69797000.0,
Net Income,-21909000.0,-19049000.0,-31752000.0,-60450000.0,-69797000.0,
Net Income Including Noncontrolling Interests,-21909000.0,-19049000.0,-31752000.0,-60450000.0,-69797000.0,
Net Income Continuous Operations,-21909000.0,-19049000.0,-31752000.0,-60450000.0,-69797000.0,
Tax Provision,-17000.0,0.0,24000.0,11000.0,-19000.0,
Pretax Income,-21926000.0,-19049000.0,-31728000.0,-60439000.0,-69816000.0,
Other Income Expense,555000.0,-6000.0,68000.0,-12000.0,-27000.0,
Other Non Operating Income Expenses,555000.0,-6000.0,68000.0,-12000.0,-27000.0,
Special Income Charges,,,,0.0,0.0,0.0
Gain On Sale Of Ppe,,,,0.0,0.0,
Gain On Sale Of Business,,,,,,0.0
Net Non Operating Interest Income Expense,-724000.0,-812000.0,-549000.0,-465000.0,-177000.0,
Interest Expense Non Operating,1183000.0,1262000.0,1153000.0,1176000.0,1395000.0,
Interest Income Non Operating,459000.0,450000.0,604000.0,711000.0,1218000.0,
Operating Income,-21757000.0,-18231000.0,-31247000.0,-59962000.0,-69612000.0,
Operating Expense,54345000.0,42244000.0,56619000.0,61054000.0,69135000.0,
Research And Development,43924000.0,33332000.0,45506000.0,49600000.0,56888000.0,
Selling General And Administration,10421000.0,8912000.0,11113000.0,11454000.0,12247000.0,
General And Administrative Expense,10421000.0,8912000.0,11113000.0,11454000.0,12247000.0,
Other Gand A,10421000.0,8912000.0,11113000.0,11454000.0,12247000.0,
Gross Profit,32588000.0,24013000.0,25372000.0,1092000.0,-477000.0,
Cost Of Revenue,7602000.0,4627000.0,1985000.0,3160000.0,2615000.0,
Total Revenue,40190000.0,28640000.0,27357000.0,4252000.0,2138000.0,
Operating Revenue,40190000.0,28640000.0,27357000.0,4252000.0,2138000.0,
