,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-3507000.0,-11109000.0,1092000.0,-954724.409449,105000.0,,
Tax Rate For Calcs,0.21,0.21,0.21,0.049213,0.21,,
Normalized EBITDA,42600000.0,75200000.0,24600000.0,14300000.0,31900000.0,,
Total Unusual Items,-16700000.0,-52900000.0,5200000.0,-19400000.0,500000.0,,
Total Unusual Items Excluding Goodwill,-16700000.0,-52900000.0,5200000.0,-19400000.0,500000.0,,
Net Income From Continuing Operation Net Minority Interest,-17000000.0,-32000000.0,-23600000.0,-48300000.0,-43600000.0,,
Reconciled Depreciation,23200000.0,26500000.0,26800000.0,26600000.0,26100000.0,,
Reconciled Cost Of Revenue,173400000.0,417800000.0,272900000.0,189300000.0,170300000.0,,
EBITDA,25900000.0,22300000.0,29800000.0,-5100000.0,32400000.0,,
EBIT,2700000.0,-4200000.0,3000000.0,-31700000.0,6300000.0,,
Net Interest Income,-16000000.0,-17800000.0,-16500000.0,-18900000.0,-17000000.0,,
Interest Expense,16300000.0,18000000.0,16900000.0,19100000.0,17200000.0,,
Interest Income,300000.0,200000.0,400000.0,200000.0,200000.0,,
Normalized Income,-3807000.0,9791000.0,-27708000.0,-29854724.409449,-43995000.0,,
Net Income From Continuing And Discontinued Operation,-17000000.0,-32000000.0,-23600000.0,-48300000.0,-43600000.0,,
Total Expenses,198000000.0,444700000.0,306700000.0,221000000.0,197000000.0,,
Total Operating Income As Reported,15900000.0,-3100000.0,500000.0,-29800000.0,5900000.0,,
Diluted Average Shares,41859000.0,41521000.0,41441000.0,41369000.0,41342000.0,,
Basic Average Shares,41859000.0,41521000.0,41441000.0,41369000.0,41342000.0,,
Diluted EPS,-0.41,-0.77,-0.57,-1.17,-1.05,,
Basic EPS,-0.41,-0.77,-0.57,-1.17,-1.05,,
Diluted NI Availto Com Stockholders,-17000000.0,-32000000.0,-23600000.0,-48300000.0,-43600000.0,,
Net Income Common Stockholders,-17000000.0,-32000000.0,-23600000.0,-48300000.0,-43600000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,-17000000.0,-32000000.0,-23600000.0,-48300000.0,-43600000.0,,
Net Income Including Noncontrolling Interests,-17000000.0,-32000000.0,-23600000.0,-48300000.0,-43600000.0,,
Net Income Continuous Operations,-17000000.0,-32000000.0,-23600000.0,-48300000.0,-43600000.0,,
Tax Provision,3400000.0,9800000.0,9700000.0,-2500000.0,32700000.0,,
Pretax Income,-13600000.0,-22200000.0,-13900000.0,-50800000.0,-10900000.0,,
Other Income Expense,-14200000.0,-54300000.0,2100000.0,-19700000.0,200000.0,,
Other Non Operating Income Expenses,2500000.0,-1400000.0,-3100000.0,-300000.0,-300000.0,,
Special Income Charges,-8300000.0,-53000000.0,0.0,-17600000.0,0.0,,
Other Special Charges,7600000.0,,,,,,
Write Off,,,,0.0,,,
Impairment Of Capital Assets,700000.0,53000000.0,0.0,17600000.0,0.0,,
Earnings From Equity Interest,,,,0.0,0.0,0.0,0.0
Gain On Sale Of Security,-8400000.0,100000.0,5200000.0,-1800000.0,500000.0,,
Net Non Operating Interest Income Expense,-16000000.0,-17800000.0,-16500000.0,-18900000.0,-17000000.0,,
Interest Expense Non Operating,16300000.0,18000000.0,16900000.0,19100000.0,17200000.0,,
Interest Income Non Operating,300000.0,200000.0,400000.0,200000.0,200000.0,,
Operating Income,16600000.0,49900000.0,500000.0,-12200000.0,5900000.0,,
Operating Expense,24600000.0,26900000.0,33800000.0,31700000.0,26700000.0,,
Other Operating Expenses,600000.0,-2700000.0,500000.0,400000.0,-800000.0,,
Selling General And Administration,24000000.0,29600000.0,33300000.0,31300000.0,27500000.0,,
Gross Profit,41200000.0,76800000.0,34300000.0,19500000.0,32600000.0,,
Cost Of Revenue,173400000.0,417800000.0,272900000.0,189300000.0,170300000.0,,
Total Revenue,214600000.0,494600000.0,307200000.0,208800000.0,202900000.0,,
Operating Revenue,214600000.0,494600000.0,307200000.0,208800000.0,202900000.0,,
