,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.08871,0.21,0.21,0.21,0.21
Normalized EBITDA,4209000.0,-334000.0,2291000.0,-1995000.0,2748000.0
Net Income From Continuing Operation Net Minority Interest,565000.0,-3781000.0,-961000.0,-5201000.0,-558000.0
Reconciled Depreciation,3559000.0,3396000.0,3200000.0,3175000.0,3231000.0
Reconciled Cost Of Revenue,61827000.0,55102000.0,53997000.0,53673000.0,52163000.0
EBITDA,4209000.0,-334000.0,2291000.0,-1995000.0,2748000.0
EBIT,650000.0,-3730000.0,-909000.0,-5170000.0,-483000.0
Net Interest Income,782000.0,846000.0,552000.0,623000.0,671000.0
Interest Expense,30000.0,13000.0,13000.0,12000.0,15000.0
Interest Income,812000.0,859000.0,565000.0,635000.0,686000.0
Normalized Income,565000.0,-3781000.0,-961000.0,-5201000.0,-558000.0
Net Income From Continuing And Discontinued Operation,565000.0,-3781000.0,-961000.0,-5201000.0,-558000.0
Total Expenses,74127000.0,69483000.0,65930000.0,70264000.0,64251000.0
Rent Expense Supplemental,5538000.0,5099000.0,4754000.0,4613000.0,4318000.0
Total Operating Income As Reported,-162000.0,-4589000.0,-1474000.0,-5805000.0,-1169000.0
Diluted Average Shares,12311000.0,12073000.0,11416000.0,11247000.0,11188000.0
Basic Average Shares,12086000.0,12073000.0,11416000.0,11247000.0,11188000.0
Diluted EPS,0.05,-0.31,-0.08,-0.46,-0.05
Basic EPS,0.05,-0.31,-0.08,-0.46,-0.05
Diluted NI Availto Com Stockholders,565000.0,-3781000.0,-961000.0,-5201000.0,-558000.0
Net Income Common Stockholders,565000.0,-3781000.0,-961000.0,-5201000.0,-558000.0
Net Income,565000.0,-3781000.0,-961000.0,-5201000.0,-558000.0
Net Income Including Noncontrolling Interests,565000.0,-3781000.0,-961000.0,-5201000.0,-558000.0
Net Income Continuous Operations,565000.0,-3781000.0,-961000.0,-5201000.0,-558000.0
Tax Provision,55000.0,38000.0,39000.0,19000.0,60000.0
Pretax Income,620000.0,-3743000.0,-922000.0,-5182000.0,-498000.0
Net Non Operating Interest Income Expense,782000.0,846000.0,552000.0,623000.0,671000.0
Interest Expense Non Operating,30000.0,13000.0,13000.0,12000.0,15000.0
Interest Income Non Operating,812000.0,859000.0,565000.0,635000.0,686000.0
Operating Income,-162000.0,-4589000.0,-1474000.0,-4252000.0,-1169000.0
Operating Expense,8850000.0,11095000.0,8842000.0,13523000.0,8964000.0
Depreciation Amortization Depletion Income Statement,109000.0,110000.0,109000.0,107000.0,107000.0
Depreciation And Amortization In Income Statement,109000.0,110000.0,109000.0,107000.0,107000.0
Selling General And Administration,8741000.0,10985000.0,8733000.0,13416000.0,8857000.0
General And Administrative Expense,8741000.0,10985000.0,8733000.0,13416000.0,8857000.0
Other Gand A,8741000.0,10985000.0,8733000.0,13416000.0,8857000.0
Gross Profit,8688000.0,6506000.0,7368000.0,9271000.0,7795000.0
Cost Of Revenue,65277000.0,58388000.0,57088000.0,56741000.0,55287000.0
Total Revenue,73965000.0,64894000.0,64456000.0,66012000.0,63082000.0
Operating Revenue,73965000.0,64894000.0,64456000.0,66012000.0,63082000.0
