,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.196,0.128,0.15916,0.213,0.215
Normalized EBITDA,479352000.0,432111000.0,461588000.0,457640000.0,437650000.0
Net Income From Continuing Operation Net Minority Interest,303650000.0,288600000.0,305515000.0,280901000.0,266758000.0
Reconciled Depreciation,55328000.0,54549000.0,52738000.0,54016000.0,51023000.0
Reconciled Cost Of Revenue,131484000.0,130859000.0,125889000.0,118447000.0,122085000.0
EBITDA,479352000.0,432111000.0,461588000.0,457640000.0,437650000.0
EBIT,424024000.0,377562000.0,408850000.0,403624000.0,386627000.0
Net Interest Income,-43255000.0,-42616000.0,-41603000.0,-41471000.0,-40523000.0
Interest Expense,46184000.0,46492000.0,45505000.0,46688000.0,46633000.0
Interest Income,2929000.0,3876000.0,3902000.0,5217000.0,6110000.0
Normalized Income,303650000.0,288600000.0,305515000.0,280901000.0,266758000.0
Net Income From Continuing And Discontinued Operation,303650000.0,288600000.0,305515000.0,280901000.0,266758000.0
Total Expenses,347445000.0,368803000.0,338315000.0,323371000.0,325341000.0
Total Operating Income As Reported,425234000.0,377023000.0,405194000.0,401334000.0,382608000.0
Diluted Average Shares,77496000.0,77807000.0,78365000.0,78729000.0,79245000.0
Basic Average Shares,77400000.0,77630000.0,78070000.0,78499000.0,79085000.0
Diluted EPS,3.92,3.71,3.9,3.57,3.37
Basic EPS,3.92,3.72,3.91,3.58,3.37
Diluted NI Availto Com Stockholders,303650000.0,288600000.0,305515000.0,280901000.0,266758000.0
Net Income Common Stockholders,303650000.0,288600000.0,305515000.0,280901000.0,266758000.0
Net Income,303650000.0,288600000.0,305515000.0,280901000.0,266758000.0
Net Income Including Noncontrolling Interests,303650000.0,288600000.0,305515000.0,280901000.0,266758000.0
Net Income Continuous Operations,303650000.0,288600000.0,305515000.0,280901000.0,266758000.0
Tax Provision,74190000.0,42470000.0,57830000.0,76035000.0,73236000.0
Pretax Income,377840000.0,331070000.0,363345000.0,356936000.0,339994000.0
Other Income Expense,-4139000.0,-3337000.0,-246000.0,-2927000.0,-2091000.0
Other Non Operating Income Expenses,-4139000.0,-3337000.0,-246000.0,-2927000.0,-2091000.0
Net Non Operating Interest Income Expense,-43255000.0,-42616000.0,-41603000.0,-41471000.0,-40523000.0
Interest Expense Non Operating,46184000.0,46492000.0,45505000.0,46688000.0,46633000.0
Interest Income Non Operating,2929000.0,3876000.0,3902000.0,5217000.0,6110000.0
Operating Income,425234000.0,377023000.0,405194000.0,401334000.0,382608000.0
Operating Expense,209778000.0,232013000.0,206748000.0,197179000.0,197232000.0
Depreciation Amortization Depletion Income Statement,49145000.0,48618000.0,47060000.0,46271000.0,44999000.0
Depreciation And Amortization In Income Statement,49145000.0,48618000.0,47060000.0,46271000.0,44999000.0
Amortization,43760000.0,43872000.0,42721000.0,41939000.0,40773000.0
Amortization Of Intangibles Income Statement,43760000.0,43872000.0,42721000.0,41939000.0,40773000.0
Depreciation Income Statement,5385000.0,4746000.0,4339000.0,4332000.0,4226000.0
Research And Development,44074000.0,47591000.0,38471000.0,38584000.0,41073000.0
Selling General And Administration,116559000.0,135804000.0,121217000.0,112324000.0,111160000.0
Selling And Marketing Expense,78210000.0,78707000.0,76835000.0,70763000.0,71454000.0
General And Administrative Expense,38349000.0,57097000.0,44382000.0,41561000.0,39706000.0
Other Gand A,38349000.0,57097000.0,44382000.0,41561000.0,39706000.0
Gross Profit,635012000.0,609036000.0,611942000.0,598513000.0,579840000.0
Cost Of Revenue,137667000.0,136790000.0,131567000.0,126192000.0,128109000.0
Total Revenue,772679000.0,745826000.0,743509000.0,724705000.0,707949000.0
Operating Revenue,772679000.0,745826000.0,743509000.0,724705000.0,707949000.0
