,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,554820.0,1165253.164557,-560280.0,-391440.0,24808.422582,
Tax Rate For Calcs,0.21,0.107595,0.21,0.21,0.000198,
Normalized EBITDA,-25759000.0,-7837000.0,-34318000.0,-32136000.0,-31994000.0,
Total Unusual Items,2642000.0,10830000.0,-2668000.0,-1864000.0,125215000.0,
Total Unusual Items Excluding Goodwill,2642000.0,10830000.0,-2668000.0,-1864000.0,125215000.0,
Net Income From Continuing Operation Net Minority Interest,-25741000.0,282000.0,-39821000.0,-36696000.0,90833000.0,
Reconciled Depreciation,355000.0,476000.0,273000.0,267000.0,194000.0,
Reconciled Cost Of Revenue,326000.0,4716000.0,302000.0,227000.0,268000.0,
EBITDA,-23117000.0,2993000.0,-36986000.0,-34000000.0,93221000.0,
EBIT,-23472000.0,2517000.0,-37259000.0,-34267000.0,93027000.0,
Net Interest Income,-1567000.0,-1176000.0,-1037000.0,-543000.0,-611000.0,
Interest Expense,2232000.0,2201000.0,2304000.0,2414000.0,2176000.0,
Interest Income,665000.0,1025000.0,1267000.0,1871000.0,1565000.0,
Normalized Income,-27828180.0,-9382746.835443,-37713280.0,-35223440.0,-34357191.577418,
Net Income From Continuing And Discontinued Operation,-25741000.0,282000.0,-39821000.0,-36696000.0,90833000.0,
Total Expenses,28205000.0,38250000.0,37149000.0,35060000.0,34460000.0,
Total Operating Income As Reported,-26232000.0,-9443000.0,-35715000.0,-34500000.0,71103000.0,
Diluted Average Shares,7412990.0,6869084.0,6764433.0,6695509.0,6693376.0,
Basic Average Shares,7412990.0,6840034.0,6764433.0,6695509.0,6681349.0,
Diluted EPS,-3.47,0.03999,-6.0,-5.4,13.57,
Basic EPS,-3.47,0.03999,-6.0,-5.4,13.59,
Diluted NI Availto Com Stockholders,-25741000.0,282000.0,-39821000.0,-36696000.0,90833000.0,
Net Income Common Stockholders,-25741000.0,282000.0,-39821000.0,-36696000.0,90833000.0,
Otherunder Preferred Stock Dividend,,,,,,0.0
Net Income,-25741000.0,282000.0,-39821000.0,-36696000.0,90833000.0,
Net Income Including Noncontrolling Interests,-25741000.0,282000.0,-39821000.0,-36696000.0,90833000.0,
Net Income Continuous Operations,-25741000.0,282000.0,-39821000.0,-36696000.0,90833000.0,
Tax Provision,37000.0,34000.0,258000.0,15000.0,18000.0,
Pretax Income,-25704000.0,316000.0,-39563000.0,-36681000.0,90851000.0,
Other Income Expense,2095000.0,10935000.0,-2811000.0,-1638000.0,125359000.0,
Other Non Operating Income Expenses,-547000.0,105000.0,-143000.0,226000.0,144000.0,
Special Income Charges,0.0,,0.0,0.0,105000000.0,0.0
Gain On Sale Of Ppe,0.0,,0.0,0.0,105000000.0,0.0
Gain On Sale Of Security,2642000.0,10830000.0,-2668000.0,-1864000.0,20215000.0,
Net Non Operating Interest Income Expense,-1567000.0,-1176000.0,-1037000.0,-543000.0,-611000.0,
Interest Expense Non Operating,2232000.0,2201000.0,2304000.0,2414000.0,2176000.0,
Interest Income Non Operating,665000.0,1025000.0,1267000.0,1871000.0,1565000.0,
Operating Income,-26232000.0,-9443000.0,-35715000.0,-34500000.0,-33897000.0,
Operating Expense,27879000.0,33534000.0,36847000.0,34833000.0,34192000.0,
Research And Development,18352000.0,18513000.0,21702000.0,19173000.0,20914000.0,
Selling General And Administration,9527000.0,15021000.0,15145000.0,15660000.0,13278000.0,
Gross Profit,1647000.0,24091000.0,1132000.0,333000.0,295000.0,
Cost Of Revenue,326000.0,4716000.0,302000.0,227000.0,268000.0,
Total Revenue,1973000.0,28807000.0,1434000.0,560000.0,563000.0,
Operating Revenue,1973000.0,28807000.0,1434000.0,560000.0,563000.0,
