,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.003748
Normalized EBITDA,9104000.0,7328000.0,-5095000.0,7949000.0,-35069000.0
Net Income From Continuing Operation Net Minority Interest,-312000.0,-1177000.0,-13647000.0,-2100000.0,-43592000.0
Reconciled Depreciation,2524000.0,2446000.0,2527000.0,2562000.0,2580000.0
Reconciled Cost Of Revenue,43921000.0,38918000.0,35685000.0,37084000.0,39413000.0
EBITDA,9104000.0,7328000.0,-5095000.0,7949000.0,-35069000.0
EBIT,6580000.0,4882000.0,-7622000.0,5387000.0,-37649000.0
Net Interest Income,-5319000.0,-5318000.0,-5661000.0,-6168000.0,-6107000.0
Interest Expense,5319000.0,5318000.0,5661000.0,6168000.0,6107000.0
Normalized Income,-312000.0,-1177000.0,-13647000.0,-2100000.0,-43592000.0
Net Income From Continuing And Discontinued Operation,-312000.0,-1177000.0,-13647000.0,-2100000.0,-43592000.0
Total Expenses,181624000.0,167260000.0,161652000.0,161209000.0,185644000.0
Total Operating Income As Reported,-10984000.0,-834000.0,5033000.0,-7157000.0,-39194000.0
Diluted Average Shares,74202000.0,74094000.0,73953000.0,72396000.0,72300000.0
Basic Average Shares,74202000.0,74094000.0,73953000.0,72396000.0,72300000.0
Diluted EPS,0.0,-0.02,-0.18,-0.03,-0.6
Basic EPS,0.0,-0.02,-0.18,-0.03,-0.6
Diluted NI Availto Com Stockholders,-312000.0,-1177000.0,-13647000.0,-2100000.0,-43592000.0
Net Income Common Stockholders,-312000.0,-1177000.0,-13647000.0,-2100000.0,-43592000.0
Net Income,-312000.0,-1177000.0,-13647000.0,-2100000.0,-43592000.0
Net Income Including Noncontrolling Interests,-312000.0,-1177000.0,-13647000.0,-2100000.0,-43592000.0
Net Income Continuous Operations,-312000.0,-1177000.0,-13647000.0,-2100000.0,-43592000.0
Tax Provision,1573000.0,741000.0,364000.0,1319000.0,-164000.0
Pretax Income,1261000.0,-436000.0,-13283000.0,-781000.0,-43756000.0
Other Income Expense,17564000.0,5716000.0,-12655000.0,12544000.0,1545000.0
Other Non Operating Income Expenses,17564000.0,5716000.0,-12655000.0,12544000.0,1545000.0
Net Non Operating Interest Income Expense,-5319000.0,-5318000.0,-5661000.0,-6168000.0,-6107000.0
Interest Expense Non Operating,5319000.0,5318000.0,5661000.0,6168000.0,6107000.0
Operating Income,-10984000.0,-834000.0,5033000.0,-7157000.0,-39194000.0
Operating Expense,137703000.0,128342000.0,125967000.0,124125000.0,146231000.0
Research And Development,40347000.0,39517000.0,37188000.0,38572000.0,39446000.0
Selling General And Administration,97356000.0,88825000.0,88779000.0,85553000.0,106785000.0
Selling And Marketing Expense,60458000.0,54553000.0,55272000.0,50865000.0,66592000.0
General And Administrative Expense,36898000.0,34272000.0,33507000.0,34688000.0,40193000.0
Other Gand A,36898000.0,34272000.0,33507000.0,34688000.0,40193000.0
Gross Profit,126719000.0,127508000.0,131000000.0,116968000.0,107037000.0
Cost Of Revenue,43921000.0,38918000.0,35685000.0,37084000.0,39413000.0
Total Revenue,170640000.0,166426000.0,166685000.0,154052000.0,146450000.0
Operating Revenue,170640000.0,166426000.0,166685000.0,154052000.0,146450000.0
