,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.029898,0.029149,0.051088,0.032019,0.02987,,
Normalized EBITDA,82800000.0,83493000.0,80889000.0,73635000.0,82640000.0,,
Total Unusual Items,,,0.0,0.0,,0.0,447000.0
Total Unusual Items Excluding Goodwill,,,0.0,0.0,,0.0,447000.0
Net Income From Continuing Operation Net Minority Interest,27947000.0,29364000.0,26039000.0,19331000.0,29665000.0,,
Reconciled Depreciation,2704000.0,2774000.0,3064000.0,3061000.0,3068000.0,,
Reconciled Cost Of Revenue,304000.0,580000.0,479000.0,470000.0,463000.0,,
EBITDA,82800000.0,83493000.0,80889000.0,73635000.0,82640000.0,,
EBIT,80096000.0,80719000.0,77825000.0,70574000.0,79572000.0,,
Net Interest Income,-51265000.0,-50426000.0,-50343000.0,-49961000.0,-49107000.0,,
Interest Expense,51265000.0,50426000.0,50343000.0,49961000.0,49107000.0,,
Normalized Income,27947000.0,29364000.0,26039000.0,19331000.0,29665000.0,,
Net Income From Continuing And Discontinued Operation,27947000.0,29364000.0,26039000.0,19331000.0,29665000.0,,
Total Expenses,18312000.0,19782000.0,18482000.0,23759000.0,16433000.0,,
Total Operating Income As Reported,23919000.0,25301000.0,22625000.0,15874000.0,23996000.0,,
Diluted Average Shares,71801000.0,71635000.0,,71540000.0,71462000.0,71240000.0,
Basic Average Shares,71740000.0,71521000.0,,71436000.0,71435000.0,71170000.0,
Diluted EPS,0.39,0.41,,0.27,0.42,0.43,
Basic EPS,0.39,0.41,,0.27,0.42,0.43,
Diluted NI Availto Com Stockholders,27947000.0,29364000.0,26039000.0,19331000.0,29665000.0,,
Net Income Common Stockholders,27947000.0,29364000.0,26039000.0,19331000.0,29665000.0,,
Net Income,27947000.0,29364000.0,26039000.0,19331000.0,29665000.0,,
Minority Interests,-22000.0,-46000.0,-39000.0,-622000.0,110000.0,,
Net Income Including Noncontrolling Interests,27969000.0,29410000.0,26078000.0,19953000.0,29555000.0,,
Net Income Continuous Operations,27969000.0,29410000.0,26078000.0,19953000.0,29555000.0,,
Tax Provision,862000.0,883000.0,1404000.0,660000.0,910000.0,,
Pretax Income,28831000.0,30293000.0,27482000.0,20613000.0,30465000.0,,
Other Income Expense,4566000.0,2824000.0,4435000.0,3628000.0,6110000.0,,
Other Non Operating Income Expenses,-346000.0,-2168000.0,-422000.0,-1111000.0,-359000.0,,
Special Income Charges,,,0.0,0.0,,0.0,0.0
Impairment Of Capital Assets,,,0.0,0.0,,,0.0
Restructuring And Mergern Acquisition,,,0.0,,,0.0,0.0
Earnings From Equity Interest,4912000.0,4992000.0,4857000.0,4739000.0,6469000.0,,
Net Non Operating Interest Income Expense,-51265000.0,-50426000.0,-50343000.0,-49961000.0,-49107000.0,,
Interest Expense Non Operating,51265000.0,50426000.0,50343000.0,49961000.0,49107000.0,,
Operating Income,75530000.0,77895000.0,73390000.0,66946000.0,73462000.0,,
Operating Expense,17431000.0,18624000.0,17425000.0,22712000.0,15392000.0,,
Provision For Doubtful Accounts,2350000.0,2296000.0,1042000.0,7112000.0,626000.0,,
Depreciation Amortization Depletion Income Statement,2127000.0,2196000.0,2486000.0,2484000.0,2490000.0,,
Depreciation And Amortization In Income Statement,2127000.0,2196000.0,2486000.0,2484000.0,2490000.0,,
Selling General And Administration,12954000.0,14132000.0,13897000.0,13116000.0,12276000.0,,
General And Administrative Expense,12954000.0,14132000.0,13897000.0,13116000.0,12276000.0,,
Other Gand A,9873000.0,10645000.0,10265000.0,9649000.0,10383000.0,,
Salaries And Wages,3081000.0,3487000.0,3632000.0,3467000.0,1893000.0,,
Gross Profit,92961000.0,96519000.0,90815000.0,89658000.0,88854000.0,,
Cost Of Revenue,881000.0,1158000.0,1057000.0,1047000.0,1041000.0,,
Total Revenue,93842000.0,97677000.0,91872000.0,90705000.0,89895000.0,,
Operating Revenue,90060000.0,93379000.0,87778000.0,86154000.0,84283000.0,,
