,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-315000.0,-7043400.0,0.0,7560000.0,-10810023.310023,,
Tax Rate For Calcs,0.21,0.129,0.21,0.21,0.040793,,
Normalized EBITDA,66100000.0,67600000.0,78300000.0,107600000.0,78600000.0,,
Total Unusual Items,-1500000.0,-54600000.0,1700000.0,36000000.0,-265000000.0,,
Total Unusual Items Excluding Goodwill,-1500000.0,-54600000.0,1700000.0,36000000.0,-265000000.0,,
Net Income From Continuing Operation Net Minority Interest,1900000.0,-40900000.0,6400000.0,12100000.0,-248900000.0,,
Reconciled Depreciation,32700000.0,34100000.0,37900000.0,39200000.0,38800000.0,,
Reconciled Cost Of Revenue,386500000.0,468500000.0,459200000.0,535700000.0,506900000.0,,
EBITDA,64600000.0,13000000.0,78300000.0,143600000.0,-186400000.0,,
EBIT,31900000.0,-21100000.0,40400000.0,104400000.0,-225200000.0,,
Net Interest Income,-21300000.0,-23200000.0,-25100000.0,-28700000.0,-32200000.0,,
Interest Expense,21300000.0,23200000.0,25100000.0,28700000.0,32200000.0,,
Normalized Income,3085000.0,6656600.0,6400000.0,-16340000.0,5289976.689977,,
Net Income From Continuing And Discontinued Operation,1900000.0,-40900000.0,6400000.0,14600000.0,-248900000.0,,
Total Expenses,565500000.0,682400000.0,668200000.0,769200000.0,719900000.0,,
Diluted Average Shares,70800000.0,70700000.0,70600000.0,70600000.0,70500000.0,,
Basic Average Shares,70800000.0,70700000.0,70600000.0,70500000.0,70500000.0,,
Diluted EPS,0.03,-0.58,0.09,0.21,-3.53,,
Basic EPS,0.03,-0.58,0.09,0.21,-3.53,,
Diluted NI Availto Com Stockholders,1900000.0,-40900000.0,6400000.0,14600000.0,-248900000.0,,
Net Income Common Stockholders,1900000.0,-40900000.0,6400000.0,14600000.0,-248900000.0,,
Net Income,1900000.0,-40900000.0,6400000.0,14600000.0,-248900000.0,,
Minority Interests,-2200000.0,-2300000.0,-2500000.0,-2500000.0,-2000000.0,,
Net Income Including Noncontrolling Interests,4100000.0,-38600000.0,8900000.0,17100000.0,-246900000.0,,
Net Income Discontinuous Operations,0.0,0.0,0.0,2500000.0,0.0,,
Net Income Continuous Operations,4100000.0,-38600000.0,8900000.0,14600000.0,-246900000.0,,
Tax Provision,6500000.0,-5700000.0,6400000.0,61100000.0,-10500000.0,,
Pretax Income,10600000.0,-44300000.0,15300000.0,75700000.0,-257400000.0,,
Other Income Expense,-1500000.0,-54600000.0,1700000.0,36000000.0,-291900000.0,,
Other Non Operating Income Expenses,,,1700000.0,0.0,-26900000.0,,-8300000.0
Special Income Charges,-1500000.0,-54600000.0,1700000.0,36000000.0,-265000000.0,,
Gain On Sale Of Business,-1500000.0,-54600000.0,,,0.0,0.0,
Other Special Charges,,,-1700000.0,0.0,26900000.0,,8300000.0
Write Off,0.0,,,0.0,265000000.0,,
Impairment Of Capital Assets,,,,,265000000.0,,
Net Non Operating Interest Income Expense,-21300000.0,-23200000.0,-25100000.0,-28700000.0,-32200000.0,,
Interest Expense Non Operating,21300000.0,23200000.0,25100000.0,28700000.0,32200000.0,,
Operating Income,33400000.0,33500000.0,38700000.0,68400000.0,66700000.0,,
Operating Expense,169200000.0,202900000.0,196300000.0,220000000.0,199700000.0,,
Other Operating Expenses,,,171100000.0,194300000.0,174200000.0,181400000.0,157900000.0
Depreciation Amortization Depletion Income Statement,22900000.0,23100000.0,25200000.0,25700000.0,25500000.0,,
Depreciation And Amortization In Income Statement,22900000.0,23100000.0,25200000.0,25700000.0,25500000.0,,
Amortization,22900000.0,23100000.0,25200000.0,25700000.0,25500000.0,,
Amortization Of Intangibles Income Statement,22900000.0,23100000.0,25200000.0,25700000.0,25500000.0,,
Selling General And Administration,146300000.0,179800000.0,171100000.0,194300000.0,174200000.0,,
General And Administrative Expense,,,,,26900000.0,,8300000.0
Salaries And Wages,,,,,26900000.0,0.0,8300000.0
Gross Profit,202600000.0,236400000.0,235000000.0,288400000.0,266400000.0,,
Cost Of Revenue,396300000.0,479500000.0,471900000.0,549200000.0,520200000.0,,
Total Revenue,598900000.0,715900000.0,706900000.0,837600000.0,786600000.0,,
Operating Revenue,598900000.0,715900000.0,706900000.0,837600000.0,786600000.0,,
