,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,19320000.0,0.0,3004153.43269,-120000.0,601980.19802,,
Tax Rate For Calcs,0.21,0.21,0.056682,0.008,0.050165,,
Normalized EBITDA,517000000.0,1250000000.0,-2882000000.0,-5037000000.0,-413000000.0,,
Total Unusual Items,92000000.0,0.0,53000000.0,-15000000.0,12000000.0,,
Total Unusual Items Excluding Goodwill,92000000.0,0.0,53000000.0,-15000000.0,12000000.0,,
Net Income From Continuing Operation Net Minority Interest,-611000000.0,-37000000.0,-3865000000.0,-6170000000.0,-1439000000.0,,
Reconciled Depreciation,460000000.0,466000000.0,509000000.0,444000000.0,441000000.0,,
Reconciled Cost Of Revenue,20314000000.0,17079000000.0,16831000000.0,21347000000.0,15637000000.0,,
EBITDA,609000000.0,1250000000.0,-2829000000.0,-5052000000.0,-401000000.0,,
EBIT,149000000.0,784000000.0,-3338000000.0,-5496000000.0,-842000000.0,,
Net Interest Income,-710000000.0,-708000000.0,-755000000.0,-728000000.0,-673000000.0,,
Interest Expense,710000000.0,708000000.0,755000000.0,728000000.0,673000000.0,,
Normalized Income,-683680000.0,-37000000.0,-3914995846.56731,-6155120000.0,-1450398019.80198,,
Net Income From Continuing And Discontinued Operation,-611000000.0,-37000000.0,-3865000000.0,-6170000000.0,-1439000000.0,,
Total Expenses,23017000000.0,19035000000.0,19065000000.0,23586000000.0,17968000000.0,,
Total Operating Income As Reported,-176000000.0,461000000.0,-3770000000.0,-5761000000.0,-1090000000.0,,
Diluted Average Shares,664130435.0,768750000.0,718100000.0,618856570.0,617596567.0,,
Basic Average Shares,664130435.0,768750000.0,707875458.0,618856570.0,617596567.0,,
Diluted EPS,-0.92,-0.16,-5.46,-9.97,-2.33,,
Basic EPS,-0.92,-0.16,-5.46,-9.97,-2.33,,
Diluted NI Availto Com Stockholders,-697000000.0,-123000000.0,-3923000000.0,-6170000000.0,-1439000000.0,,
Net Income Common Stockholders,-697000000.0,-123000000.0,-3923000000.0,-6170000000.0,-1439000000.0,,
Preferred Stock Dividends,86000000.0,86000000.0,,,,,
Net Income,-611000000.0,-37000000.0,-3865000000.0,-6170000000.0,-1439000000.0,,
Minority Interests,1000000.0,-6000000.0,-4000000.0,4000000.0,,12000000.0,
Net Income Including Noncontrolling Interests,-612000000.0,-31000000.0,-3861000000.0,-6174000000.0,-1439000000.0,,
Net Income Continuous Operations,-612000000.0,-31000000.0,-3861000000.0,-6174000000.0,-1439000000.0,,
Tax Provision,51000000.0,107000000.0,-232000000.0,-50000000.0,-76000000.0,,
Pretax Income,-561000000.0,76000000.0,-4093000000.0,-6224000000.0,-1515000000.0,,
Other Income Expense,417000000.0,323000000.0,485000000.0,250000000.0,260000000.0,,
Other Non Operating Income Expenses,325000000.0,323000000.0,432000000.0,265000000.0,248000000.0,,
Special Income Charges,67000000.0,-3000000.0,41000000.0,,5000000.0,,1000000.0
Gain On Sale Of Ppe,67000000.0,-3000000.0,41000000.0,,5000000.0,,1000000.0
Gain On Sale Of Security,25000000.0,3000000.0,12000000.0,-15000000.0,7000000.0,,
Net Non Operating Interest Income Expense,-710000000.0,-708000000.0,-755000000.0,-728000000.0,-673000000.0,,
Interest Expense Non Operating,710000000.0,708000000.0,755000000.0,728000000.0,673000000.0,,
Operating Income,-268000000.0,461000000.0,-3823000000.0,-5746000000.0,-1102000000.0,,
Operating Expense,2703000000.0,1956000000.0,2234000000.0,2239000000.0,2331000000.0,,
Research And Development,910000000.0,844000000.0,836000000.0,1154000000.0,954000000.0,,
Selling General And Administration,1793000000.0,1112000000.0,1398000000.0,1085000000.0,1377000000.0,,
General And Administrative Expense,1793000000.0,1112000000.0,1398000000.0,1085000000.0,1377000000.0,,
Other Gand A,1793000000.0,1112000000.0,1398000000.0,1085000000.0,1377000000.0,,
Gross Profit,2435000000.0,2417000000.0,-1589000000.0,-3507000000.0,1229000000.0,,
Cost Of Revenue,20314000000.0,17079000000.0,16831000000.0,21347000000.0,15637000000.0,,
Total Revenue,22749000000.0,19496000000.0,15242000000.0,17840000000.0,16866000000.0,,
Operating Revenue,22749000000.0,19496000000.0,15242000000.0,17840000000.0,16866000000.0,,
