,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-35640000.0,-33246000.0,-33485000.0,-26764000.0,-24762000.0,,
Total Unusual Items,,,0.0,7215000.0,0.0,-11483000.0,0.0
Total Unusual Items Excluding Goodwill,,,0.0,7215000.0,0.0,-11483000.0,0.0
Net Income From Continuing Operation Net Minority Interest,-41579000.0,-38367000.0,-38369000.0,-23155000.0,-28668000.0,,
Reconciled Depreciation,281000.0,451000.0,518000.0,610000.0,580000.0,,
Reconciled Cost Of Revenue,1497000.0,1517000.0,1354000.0,1565000.0,1493000.0,,
EBITDA,-35640000.0,-33246000.0,-33485000.0,-19549000.0,-24762000.0,,
EBIT,-35921000.0,-33697000.0,-34003000.0,-20159000.0,-25342000.0,,
Net Interest Income,-4074000.0,-2942000.0,-2262000.0,-1181000.0,-1471000.0,,
Interest Expense,5658000.0,4670000.0,4366000.0,2996000.0,3326000.0,,
Interest Income,1584000.0,1728000.0,2104000.0,1815000.0,1855000.0,,
Normalized Income,-41579000.0,-38367000.0,-38369000.0,-30370000.0,-28668000.0,,
Net Income From Continuing And Discontinued Operation,-41579000.0,-38367000.0,-38369000.0,-23155000.0,-28668000.0,,
Total Expenses,46342000.0,38545000.0,39024000.0,33637000.0,30856000.0,,
Total Operating Income As Reported,-37505000.0,-35425000.0,-36107000.0,-29189000.0,-27197000.0,,
Diluted Average Shares,85588108.0,85172696.0,,78316820.0,76435831.0,75393907.0,
Basic Average Shares,85588108.0,85172696.0,,78316820.0,76435831.0,75393907.0,
Diluted EPS,-0.49,-0.45,,-0.3,-0.38,-0.4,
Basic EPS,-0.49,-0.45,,-0.3,-0.38,-0.4,
Diluted NI Availto Com Stockholders,-41579000.0,-38367000.0,-38369000.0,-23155000.0,-28668000.0,,
Net Income Common Stockholders,-41579000.0,-38367000.0,-38369000.0,-23155000.0,-28668000.0,,
Net Income,-41579000.0,-38367000.0,-38369000.0,-23155000.0,-28668000.0,,
Net Income Including Noncontrolling Interests,-41579000.0,-38367000.0,-38369000.0,-23155000.0,-28668000.0,,
Net Income Continuous Operations,-41579000.0,-38367000.0,-38369000.0,-23155000.0,-28668000.0,,
Pretax Income,-41579000.0,-38367000.0,-38369000.0,-23155000.0,-28668000.0,,
Other Income Expense,,,0.0,7215000.0,,-11483000.0,0.0
Special Income Charges,,,0.0,7215000.0,0.0,-11483000.0,0.0
Other Special Charges,,,0.0,-7215000.0,,11483000.0,0.0
Net Non Operating Interest Income Expense,-4074000.0,-2942000.0,-2262000.0,-1181000.0,-1471000.0,,
Interest Expense Non Operating,5658000.0,4670000.0,4366000.0,2996000.0,3326000.0,,
Interest Income Non Operating,1584000.0,1728000.0,2104000.0,1815000.0,1855000.0,,
Operating Income,-37505000.0,-35425000.0,-36107000.0,-29189000.0,-27197000.0,,
Operating Expense,44845000.0,37028000.0,37670000.0,32072000.0,29363000.0,,
Research And Development,6021000.0,6966000.0,16475000.0,11890000.0,9420000.0,,
Selling General And Administration,38824000.0,30062000.0,21195000.0,20182000.0,19943000.0,,
General And Administrative Expense,38824000.0,30062000.0,21195000.0,20182000.0,19943000.0,,
Other Gand A,38824000.0,30062000.0,21195000.0,20182000.0,19943000.0,,
Gross Profit,7340000.0,1603000.0,1563000.0,2883000.0,2166000.0,,
Cost Of Revenue,1497000.0,1517000.0,1354000.0,1565000.0,1493000.0,,
Total Revenue,8837000.0,3120000.0,2917000.0,4448000.0,3659000.0,,
Operating Revenue,8837000.0,3120000.0,2917000.0,4448000.0,3659000.0,,
