,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.203314,0.194,0.030323,0.192,0.187045
Net Income From Continuing Operation Net Minority Interest,69996000.0,51293000.0,64885000.0,52451000.0,60805000.0
Reconciled Depreciation,7354000.0,7330000.0,15580000.0,7665000.0,7778000.0
Net Interest Income,158269000.0,149296000.0,154399000.0,155560000.0,153311000.0
Interest Expense,87631000.0,91123000.0,97172000.0,101559000.0,99408000.0
Interest Income,245900000.0,240419000.0,251571000.0,257119000.0,252719000.0
Normalized Income,69996000.0,51293000.0,64885000.0,52451000.0,60805000.0
Net Income From Continuing And Discontinued Operation,69996000.0,51293000.0,64885000.0,52451000.0,60805000.0
Rent Expense Supplemental,13155000.0,12802000.0,12536000.0,11899000.0,10128000.0
Diluted Average Shares,95741696.0,95524262.0,95487564.0,95479510.0,95470093.0
Basic Average Shares,94860428.0,94645787.0,94486838.0,94473666.0,94438235.0
Diluted EPS,0.73,0.54,0.68,0.55,0.64
Basic EPS,0.74,0.54,0.69,0.56,0.64
Diluted NI Availto Com Stockholders,69996000.0,51293000.0,64885000.0,52451000.0,60805000.0
Net Income Common Stockholders,69996000.0,51293000.0,64885000.0,52451000.0,60805000.0
Net Income,69996000.0,51293000.0,64885000.0,52451000.0,60805000.0
Net Income Including Noncontrolling Interests,69996000.0,51293000.0,64885000.0,52451000.0,60805000.0
Net Income Continuous Operations,69996000.0,51293000.0,64885000.0,52451000.0,60805000.0
Tax Provision,17863000.0,12310000.0,2029000.0,12427000.0,13990000.0
Pretax Income,87859000.0,63603000.0,66914000.0,64878000.0,74795000.0
Gain On Sale Of Security,243000.0,-9949000.0,144000.0,-17468000.0,-64000.0
Depreciation Amortization Depletion Income Statement,2358000.0,2359000.0,2395000.0,2395000.0,2396000.0
Depreciation And Amortization In Income Statement,2358000.0,2359000.0,2395000.0,2395000.0,2396000.0
Amortization,2358000.0,2359000.0,2395000.0,2395000.0,2396000.0
Amortization Of Intangibles Income Statement,2358000.0,2359000.0,2395000.0,2395000.0,2396000.0
Selling General And Administration,93420000.0,93117000.0,97790000.0,92003000.0,90615000.0
Selling And Marketing Expense,2737000.0,2018000.0,2204000.0,2255000.0,2605000.0
General And Administrative Expense,90683000.0,91099000.0,95586000.0,89748000.0,88010000.0
Insurance And Claims,2611000.0,3059000.0,2736000.0,3036000.0,2657000.0
Rent And Landing Fees,13155000.0,12802000.0,12536000.0,11899000.0,10128000.0
Salaries And Wages,74917000.0,75238000.0,80314000.0,74813000.0,75225000.0
Total Revenue,226332000.0,200379000.0,224253000.0,201261000.0,214812000.0
Operating Revenue,226332000.0,200379000.0,224253000.0,201261000.0,214812000.0
Occupancy And Equipment,9286000.0,9832000.0,8891000.0,9536000.0,9439000.0
Professional Expense And Contract Services Expense,3549000.0,2739000.0,6631000.0,2303000.0,2885000.0
Other Non Interest Expense,20058000.0,20029000.0,32200000.0,19522000.0,18239000.0
