,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,-5252.250715,-6276856.320904,-1861760.062729,-6148405.827263,-2496600.0,
Tax Rate For Calcs,0.154478,0.091168,0.228101,0.328616,0.15,
Normalized EBITDA,-44974000.0,-32863000.0,-15947000.0,-2134000.0,-9751000.0,
Total Unusual Items,-34000.0,-68849000.0,-8162000.0,-18710000.0,-16644000.0,
Total Unusual Items Excluding Goodwill,-34000.0,-68849000.0,-8162000.0,-18710000.0,-16644000.0,
Net Income From Continuing Operation Net Minority Interest,-39634000.0,-94932000.0,-20673000.0,-16131000.0,-38955000.0,
Reconciled Cost Of Revenue,166607000.0,166382000.0,173967000.0,163646000.0,158454000.0,
EBITDA,-45008000.0,-101712000.0,-24109000.0,-20844000.0,-26395000.0,
EBIT,-45008000.0,-101712000.0,-24109000.0,-20844000.0,-26395000.0,
Net Interest Income,-949000.0,-2276000.0,-1255000.0,-2078000.0,-1039000.0,
Interest Expense,1866000.0,2743000.0,2673000.0,3181000.0,3521000.0,
Interest Income,917000.0,467000.0,1418000.0,1103000.0,2482000.0,
Normalized Income,-39605252.250715,-32359856.320904,-14372760.062729,-3569405.827263,-24807600.0,
Net Income From Continuing And Discontinued Operation,-39634000.0,-94932000.0,-20673000.0,-16131000.0,-38955000.0,
Total Expenses,217581000.0,218274000.0,226934000.0,212981000.0,208453000.0,
Total Operating Income As Reported,-26493000.0,-104606000.0,-18207000.0,-11547000.0,-12187000.0,
Diluted Average Shares,354694588.0,354606940.0,354602500.0,,353871488.0,353871488.0
Basic Average Shares,354694588.0,354606940.0,354602500.0,,353871488.0,353871488.0
Diluted EPS,-0.11,-0.27,-0.06,,-0.11,-0.04
Basic EPS,-0.11,-0.27,-0.058299,,-0.11,-0.04
Diluted NI Availto Com Stockholders,-39634000.0,-94932000.0,-20673000.0,-16131000.0,-38955000.0,
Net Income Common Stockholders,-39634000.0,-94932000.0,-20673000.0,-16131000.0,-38955000.0,
Net Income,-39634000.0,-94932000.0,-20673000.0,-16131000.0,-38955000.0,
Net Income Including Noncontrolling Interests,-39634000.0,-94932000.0,-20673000.0,-16131000.0,-38955000.0,
Net Income Continuous Operations,-39633000.0,-94932000.0,-20673000.0,-16130000.0,-38955000.0,
Tax Provision,-7241000.0,-9523000.0,-6109000.0,-7895000.0,9039000.0,
Pretax Income,-46874000.0,-104455000.0,-26782000.0,-24025000.0,-29916000.0,
Other Income Expense,-13234000.0,-66029000.0,-7319000.0,-10279000.0,-16702000.0,
Other Non Operating Income Expenses,-11290000.0,1366000.0,1894000.0,-3177000.0,4401000.0,
Special Income Charges,6199000.0,-68456000.0,0.0,120000.0,-12000.0,
Impairment Of Capital Assets,0.0,0.0,0.0,-120000.0,12000.0,
Restructuring And Mergern Acquisition,-6199000.0,68456000.0,,,0.0,0.0
Earnings From Equity Interest,-1910000.0,1454000.0,-1051000.0,-9144000.0,-4459000.0,
Gain On Sale Of Security,-6233000.0,-393000.0,-8162000.0,-18830000.0,-16632000.0,
Net Non Operating Interest Income Expense,-949000.0,-2276000.0,-1255000.0,-2078000.0,-1039000.0,
Interest Expense Non Operating,1866000.0,2743000.0,2673000.0,3181000.0,3521000.0,
Interest Income Non Operating,917000.0,467000.0,1418000.0,1103000.0,2482000.0,
Operating Income,-32691000.0,-36150000.0,-18207000.0,-11668000.0,-12176000.0,
Operating Expense,50974000.0,51892000.0,52967000.0,49335000.0,49999000.0,
Other Operating Expenses,-7291000.0,-7088000.0,-9212000.0,22866000.0,-6794000.0,
Research And Development,11874000.0,13011000.0,16242000.0,9153000.0,17503000.0,
Selling General And Administration,46391000.0,45969000.0,45937000.0,42128000.0,39290000.0,
Gross Profit,18283000.0,15742000.0,34760000.0,37667000.0,37823000.0,
Cost Of Revenue,166607000.0,166382000.0,173967000.0,163646000.0,158454000.0,
Total Revenue,184890000.0,182123000.0,208726000.0,201313000.0,196278000.0,
Operating Revenue,184890000.0,182123000.0,208726000.0,201313000.0,196278000.0,
