,2025-06-30,2025-03-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-11350000.0,-9982000.0,-37818000.0,-5462000.0,-3329000.0,
Total Unusual Items,,1229000.0,549000.0,311000.0,,0.0
Total Unusual Items Excluding Goodwill,,1229000.0,549000.0,311000.0,,0.0
Net Income From Continuing Operation Net Minority Interest,-11350000.0,-10196000.0,-38084000.0,-5650000.0,-3407000.0,
EBITDA,-11350000.0,-8753000.0,-37269000.0,-5151000.0,-3329000.0,
EBIT,-11350000.0,-8753000.0,-37269000.0,-5151000.0,-3329000.0,
Net Interest Income,0.0,-1443000.0,-815000.0,-499000.0,-78000.0,
Interest Expense,0.0,1443000.0,815000.0,499000.0,78000.0,
Normalized Income,-11350000.0,-11425000.0,-38633000.0,-5961000.0,-3407000.0,
Net Income From Continuing And Discontinued Operation,-11350000.0,-10196000.0,-38084000.0,-5650000.0,-3407000.0,
Total Expenses,12256000.0,10354000.0,37849000.0,4187000.0,2563000.0,
Total Operating Income As Reported,-12256000.0,-10354000.0,-37849000.0,-4187000.0,-2563000.0,
Diluted Average Shares,18701286.0,4053140.0,,18702413.0,18702413.0,
Basic Average Shares,18701286.0,4053140.0,,18702413.0,18702413.0,
Diluted EPS,-0.61,-2.52,,-0.3021,-0.182169,
Basic EPS,-0.61,-2.52,,-0.3021,-0.182169,
Diluted NI Availto Com Stockholders,-11350000.0,-10196000.0,-38084000.0,-5650000.0,-3407000.0,
Net Income Common Stockholders,-11350000.0,-10196000.0,-38084000.0,-5650000.0,-3407000.0,
Net Income,-11350000.0,-10196000.0,-38084000.0,-5650000.0,-3407000.0,
Net Income Including Noncontrolling Interests,-11350000.0,-10196000.0,-38084000.0,-5650000.0,-3407000.0,
Net Income Continuous Operations,-11350000.0,-10196000.0,-38084000.0,-5650000.0,-3407000.0,
Pretax Income,-11350000.0,-10196000.0,-38084000.0,-5650000.0,-3407000.0,
Other Income Expense,906000.0,1601000.0,580000.0,-964000.0,-766000.0,
Other Non Operating Income Expenses,906000.0,372000.0,31000.0,-1275000.0,-766000.0,
Gain On Sale Of Security,,1229000.0,549000.0,311000.0,,0.0
Net Non Operating Interest Income Expense,0.0,-1443000.0,-815000.0,-499000.0,-78000.0,
Interest Expense Non Operating,0.0,1443000.0,815000.0,499000.0,78000.0,
Operating Income,-12256000.0,-10354000.0,-37849000.0,-4187000.0,-2563000.0,
Operating Expense,12256000.0,10354000.0,37849000.0,4187000.0,2563000.0,
Research And Development,8440000.0,6030000.0,36020000.0,3211000.0,1961000.0,
Selling General And Administration,3816000.0,4324000.0,1829000.0,976000.0,602000.0,
General And Administrative Expense,3816000.0,4324000.0,1829000.0,976000.0,602000.0,
Other Gand A,3816000.0,4324000.0,1829000.0,976000.0,602000.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
