,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21
Normalized EBITDA,-88836000.0,-83842000.0,-99191000.0,-96480000.0,-91227000.0
Net Income From Continuing Operation Net Minority Interest,-99899000.0,-95159000.0,-111006000.0,-107754000.0,-102628000.0
Reconciled Depreciation,10042000.0,10236000.0,10454000.0,10598000.0,10623000.0
Reconciled Cost Of Revenue,81205000.0,74723000.0,77593000.0,74489000.0,72421000.0
EBITDA,-88836000.0,-83842000.0,-99191000.0,-96480000.0,-91227000.0
EBIT,-98878000.0,-94078000.0,-109645000.0,-107078000.0,-101850000.0
Net Interest Income,6577000.0,8321000.0,11008000.0,12611000.0,13268000.0
Interest Expense,983000.0,791000.0,645000.0,646000.0,645000.0
Interest Income,7560000.0,9112000.0,11653000.0,13257000.0,13913000.0
Normalized Income,-99899000.0,-95159000.0,-111006000.0,-107754000.0,-102628000.0
Net Income From Continuing And Discontinued Operation,-99899000.0,-95159000.0,-111006000.0,-107754000.0,-102628000.0
Total Expenses,338501000.0,314512000.0,327779000.0,308804000.0,277853000.0
Total Operating Income As Reported,-106413000.0,-111041000.0,-125965000.0,-117328000.0,-100618000.0
Diluted Average Shares,124114000.0,123871000.0,123754000.0,123051000.0,122447000.0
Basic Average Shares,124114000.0,123871000.0,123754000.0,123051000.0,122447000.0
Diluted EPS,-0.8,-0.77,-0.9,-0.88,-0.84
Basic EPS,-0.8,-0.77,-0.9,-0.88,-0.84
Diluted NI Availto Com Stockholders,-99899000.0,-95159000.0,-111006000.0,-107754000.0,-102628000.0
Net Income Common Stockholders,-99899000.0,-95159000.0,-111006000.0,-107754000.0,-102628000.0
Net Income,-99899000.0,-95159000.0,-111006000.0,-107754000.0,-102628000.0
Net Income Including Noncontrolling Interests,-99899000.0,-95159000.0,-111006000.0,-107754000.0,-102628000.0
Net Income Continuous Operations,-99899000.0,-95159000.0,-111006000.0,-107754000.0,-102628000.0
Tax Provision,38000.0,290000.0,716000.0,30000.0,133000.0
Pretax Income,-99861000.0,-94869000.0,-110290000.0,-107724000.0,-102495000.0
Other Income Expense,-25000.0,7851000.0,4667000.0,-3007000.0,-15145000.0
Other Non Operating Income Expenses,-25000.0,7851000.0,4667000.0,-3007000.0,-15145000.0
Net Non Operating Interest Income Expense,6577000.0,8321000.0,11008000.0,12611000.0,13268000.0
Interest Expense Non Operating,983000.0,791000.0,645000.0,646000.0,645000.0
Interest Income Non Operating,7560000.0,9112000.0,11653000.0,13257000.0,13913000.0
Operating Income,-106413000.0,-111041000.0,-125965000.0,-117328000.0,-100618000.0
Operating Expense,257296000.0,239789000.0,250186000.0,234315000.0,205432000.0
Research And Development,87449000.0,88521000.0,93543000.0,87306000.0,83102000.0
Selling General And Administration,169847000.0,151268000.0,156643000.0,147009000.0,122330000.0
Selling And Marketing Expense,119588000.0,104316000.0,104763000.0,97880000.0,81867000.0
General And Administrative Expense,50259000.0,46952000.0,51880000.0,49129000.0,40463000.0
Other Gand A,50259000.0,46952000.0,51880000.0,49129000.0,40463000.0
Gross Profit,150883000.0,128748000.0,124221000.0,116987000.0,104814000.0
Cost Of Revenue,81205000.0,74723000.0,77593000.0,74489000.0,72421000.0
Total Revenue,232088000.0,203471000.0,201814000.0,191476000.0,177235000.0
Operating Revenue,232088000.0,203471000.0,201814000.0,191476000.0,177235000.0
