,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,-10742.13,8183464.8,0.0,0.0,,
Tax Rate For Calcs,0.0,0.21,0.21,0.0,0.0,,
Normalized EBITDA,-18074129.0,-12311273.0,-60546931.0,-23131901.0,-78988237.0,,
Total Unusual Items,-1999610.0,-51153.0,38968880.0,28851979.0,59454222.0,,
Total Unusual Items Excluding Goodwill,-1999610.0,-51153.0,38968880.0,28851979.0,59454222.0,,
Net Income From Continuing Operation Net Minority Interest,-20152502.0,-46357206.0,17377614.0,5691281.0,44409187.0,,
Reconciled Depreciation,29412.0,29102.0,28801.0,28797.0,28672.0,,
Reconciled Cost Of Revenue,439815.0,,,,0.0,,
EBITDA,-20073739.0,-12362426.0,-21578051.0,5720078.0,-19534015.0,,
EBIT,-20103151.0,-12391528.0,-21606852.0,5691281.0,-19562687.0,,
Net Interest Income,-49351.0,-18502.0,48881.0,239951.0,404593.0,,
Interest Expense,49351.0,,,0.0,0.0,,
Interest Income,,,48881.0,239951.0,404593.0,,188677.0
Normalized Income,-18152892.0,-46316795.13,-13407801.2,-23160698.0,-15045035.0,,
Net Income From Continuing And Discontinued Operation,-20152502.0,-46357206.0,17377614.0,5691281.0,44409187.0,,
Total Expenses,17254002.0,12391528.0,21606852.0,22877451.0,19562687.0,,
Total Operating Income As Reported,-15748680.0,-12391528.0,-21606852.0,-22877451.0,-19562687.0,,
Diluted Average Shares,36957000.0,30874000.0,24233957.0,,25476000.0,14270289.0,
Basic Average Shares,36957000.0,30874000.0,24233957.0,,23277000.0,14270289.0,
Diluted EPS,-0.55,-1.5,0.72,,-0.89,-8.01,
Basic EPS,-0.55,-1.5,0.72,,1.91,-8.01,
Diluted NI Availto Com Stockholders,-20152502.0,-46357206.0,17377614.0,5691281.0,-22547187.0,,
Net Income Common Stockholders,-20152502.0,-46357206.0,17377614.0,5691281.0,-22547187.0,,
Otherunder Preferred Stock Dividend,0.0,,,,66956374.0,,
Net Income,-20152502.0,-46357206.0,17377614.0,5691281.0,44409187.0,,
Net Income Including Noncontrolling Interests,-20152502.0,-46357206.0,17377614.0,5691281.0,44409187.0,,
Net Income Continuous Operations,-20152502.0,-46357206.0,17377614.0,5691281.0,44409187.0,,
Tax Provision,0.0,2800.0,,0.0,0.0,2800.0,
Pretax Income,-20152502.0,-46354406.0,17377614.0,5691281.0,44409187.0,,
Other Income Expense,-4354471.0,-33944376.0,38935585.0,28328781.0,63567281.0,,
Other Non Operating Income Expenses,-2323977.0,-33856814.0,-1304000.0,-508000.0,4170556.0,,
Special Income Charges,,,,0.0,0.0,0.0,0.0
Earnings From Equity Interest,-30884.0,-36409.0,-33295.0,-15198.0,-57497.0,,
Gain On Sale Of Security,-1999610.0,-51153.0,38968880.0,28851979.0,59454222.0,,
Net Non Operating Interest Income Expense,-49351.0,-18502.0,48881.0,239951.0,404593.0,,
Total Other Finance Cost,,18502.0,,,,3084035.0,-188677.0
Interest Expense Non Operating,49351.0,,,0.0,0.0,,
Interest Income Non Operating,,,48881.0,239951.0,404593.0,,188677.0
Operating Income,-15748680.0,-12391528.0,-21606852.0,-22877451.0,-19562687.0,,
Operating Expense,16814187.0,12391528.0,21606852.0,22877451.0,19562687.0,,
Research And Development,7134706.0,4407019.0,9660150.0,12523001.0,11201754.0,,
Selling General And Administration,9679481.0,7984509.0,11946702.0,10354450.0,8360933.0,,
General And Administrative Expense,9679481.0,7984509.0,11946702.0,10354450.0,8360933.0,,
Other Gand A,6156984.0,5286346.0,5604122.0,7665995.0,5679640.0,,
Salaries And Wages,3522497.0,2698163.0,6342580.0,2688455.0,2681293.0,,
Gross Profit,1065507.0,,,,0.0,,
Cost Of Revenue,439815.0,,,,0.0,,
Total Revenue,1505322.0,0.0,0.0,0.0,0.0,,
Operating Revenue,1505322.0,0.0,0.0,0.0,0.0,,
