,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,-1892672.25,-27192.930939,-59555.246915,0.0,
Tax Rate For Calcs,0.0,0.21,0.263337,0.22179,0.204568,
Normalized EBITDA,-1076070.0,3168020.0,-3464865.0,503482.0,-529150.0,
Total Unusual Items,,-9012725.0,-103263.0,-268521.0,,-13720178.0
Total Unusual Items Excluding Goodwill,,-9012725.0,-103263.0,-268521.0,,-13720178.0
Net Income From Continuing Operation Net Minority Interest,-1625577.0,-17311711.0,-4200593.0,-2437919.0,-1836729.0,
Reconciled Depreciation,259095.0,-410936.0,1131169.0,2022082.0,936471.0,
Reconciled Cost Of Revenue,1426447.0,-29688784.0,11799584.0,13020140.0,2845201.0,
EBITDA,-1076070.0,-5844705.0,-3568128.0,234961.0,-529150.0,
EBIT,-1335165.0,-5433769.0,-4937047.0,-1787121.0,-1465621.0,
Net Interest Income,-290412.0,-512106.0,-661878.0,-1077084.0,-843475.0,
Interest Expense,290412.0,,,,843475.0,
Normalized Income,-1625577.0,-10191658.25,-4124522.930939,-2228953.246915,-1836729.0,
Net Income From Continuing And Discontinued Operation,-1625577.0,-16194401.0,-4118612.0,-2437919.0,-1355388.0,
Total Expenses,5691680.0,-28151727.0,19382004.0,23614948.0,9730503.0,
Total Operating Income As Reported,-1335165.0,-14498792.0,-4937047.0,-1787121.0,-1455813.0,
Diluted Average Shares,1045429.0,,1036177.0,1015343.0,1012231.0,
Basic Average Shares,1045429.0,,1036177.0,1015343.0,1012231.0,
Diluted EPS,-1.55,,-4.0,-2.4,-1.34,
Basic EPS,-1.55,,-4.0,-2.4,-1.34,
Diluted NI Availto Com Stockholders,-1625577.0,-15745519.0,-4118612.0,-2437919.0,-1355388.0,
Net Income Common Stockholders,-1625577.0,-15745519.0,-4118612.0,-2437919.0,-1355388.0,
Net Income,-1625577.0,-16194401.0,-4118612.0,-2437919.0,-1355388.0,
Minority Interests,,0.0,0.0,0.0,0.0,201577.0
Net Income Including Noncontrolling Interests,-1625577.0,-16194401.0,-4118612.0,-2437919.0,-1355388.0,
Net Income Discontinuous Operations,0.0,1117310.0,81981.0,0.0,481341.0,
Net Income Continuous Operations,-1625577.0,-17311711.0,-4200593.0,-2437919.0,-1836729.0,
Tax Provision,0.0,2336668.0,-1501595.0,-694807.0,-472367.0,
Pretax Income,-1625577.0,-14975043.0,-5702188.0,-3132726.0,-2309096.0,
Other Income Expense,,-9029168.0,-103263.0,-268521.0,-9808.0,-13720178.0
Other Non Operating Income Expenses,,,,,-9808.0,
Special Income Charges,,-9012725.0,-103263.0,-268521.0,,-13723718.0
Gain On Sale Of Ppe,,-569195.0,0.0,0.0,,-9776905.0
Gain On Sale Of Business,,,-103263.0,-39691.0,,
Other Special Charges,,,,-61138.0,,
Write Off,,,0.0,289968.0,,
Gain On Sale Of Security,,,,,,3540.0
Net Non Operating Interest Income Expense,-290412.0,-512106.0,-661878.0,-1077084.0,-843475.0,
Total Other Finance Cost,,512106.0,661878.0,1077084.0,,2380931.0
Interest Expense Non Operating,290412.0,,,,843475.0,
Operating Income,-1335165.0,-5433769.0,-4937047.0,-1787121.0,-1455813.0,
Operating Expense,4265233.0,1537057.0,7820170.0,10058374.0,6885302.0,
Depreciation Amortization Depletion Income Statement,259095.0,-410936.0,1368919.0,1485648.0,936471.0,
Depreciation And Amortization In Income Statement,259095.0,-410936.0,1368919.0,1485648.0,936471.0,
Amortization,19190.0,-777770.0,1062734.0,1157029.0,658858.0,
Amortization Of Intangibles Income Statement,19190.0,-777770.0,1062734.0,1157029.0,658858.0,
Depreciation Income Statement,239905.0,366834.0,306185.0,328619.0,277613.0,
Selling General And Administration,4006138.0,1947993.0,6451251.0,8572726.0,5948831.0,
Selling And Marketing Expense,2497150.0,1657323.0,3839106.0,5938922.0,3948594.0,
General And Administrative Expense,1508988.0,290670.0,2612145.0,2633804.0,2000237.0,
Other Gand A,1367690.0,86056.0,2399387.0,2303220.0,1578350.0,
Salaries And Wages,141298.0,204614.0,212758.0,330584.0,421887.0,
Gross Profit,2930068.0,-3896712.0,2883123.0,8271253.0,5429489.0,
Cost Of Revenue,1426447.0,-29688784.0,11561834.0,13556574.0,2845201.0,
Total Revenue,4356515.0,-33585496.0,14444957.0,21827827.0,8274690.0,
Operating Revenue,4356515.0,-33585496.0,14444957.0,21827827.0,8274690.0,
