,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.25,0.25,0.25,0.25,0.25,
Normalized EBITDA,-76193000.0,-60701000.0,-85118000.0,43273000.0,-92425000.0,
Net Income From Continuing Operation Net Minority Interest,-81751000.0,-66289000.0,-90901000.0,20273000.0,-97099000.0,
Reconciled Depreciation,,,,16548000.0,,
Reconciled Cost Of Revenue,1892284000.0,1867005000.0,1526333000.0,2026810000.0,1895587000.0,
EBITDA,-76193000.0,-60701000.0,-85118000.0,43273000.0,-92425000.0,
EBIT,-76193000.0,-60701000.0,-85118000.0,26725000.0,-92425000.0,
Net Interest Income,12312000.0,8924000.0,12359000.0,3862000.0,8681000.0,
Interest Expense,4967000.0,5522000.0,5695000.0,6556000.0,5187000.0,
Interest Income,17279000.0,14446000.0,18054000.0,10418000.0,13868000.0,
Normalized Income,-81751000.0,-66289000.0,-90901000.0,20273000.0,-97099000.0,
Net Income From Continuing And Discontinued Operation,-81751000.0,-66289000.0,-90901000.0,20273000.0,-97099000.0,
Total Expenses,2386045000.0,2321209000.0,1990023000.0,2509571000.0,2386435000.0,
Total Operating Income As Reported,-105355000.0,-71213000.0,-129614000.0,-6779000.0,-121434000.0,
Diluted Average Shares,164088428.0,164216907.0,163727113.0,61091737.0,160614028.0,
Basic Average Shares,164088428.0,164216907.0,163727113.0,61091737.0,160614028.0,
Diluted EPS,-0.35,-0.35,-0.7,-1.05,-1.254536,
Basic EPS,-0.35,-0.35,-0.7,-1.05,-1.254536,
Diluted NI Availto Com Stockholders,-81751000.0,-66289000.0,-90901000.0,-59597000.0,-201496000.0,
Net Income Common Stockholders,-81751000.0,-66289000.0,-90901000.0,-59597000.0,-201496000.0,
Preferred Stock Dividends,,,,79870000.0,104397000.0,419425000.0
Net Income,-81751000.0,-66289000.0,-90901000.0,20273000.0,-97099000.0,
Minority Interests,0.0,0.0,0.0,44000.0,587000.0,
Net Income Including Noncontrolling Interests,-81751000.0,-66289000.0,-90901000.0,20229000.0,-97686000.0,
Net Income Continuous Operations,-81751000.0,-66289000.0,-90901000.0,20229000.0,-97686000.0,
Tax Provision,591000.0,66000.0,88000.0,-60000.0,74000.0,
Pretax Income,-81160000.0,-66223000.0,-90813000.0,20169000.0,-97612000.0,
Other Income Expense,11883000.0,-3934000.0,26442000.0,81917000.0,15141000.0,
Other Non Operating Income Expenses,11883000.0,-3934000.0,26442000.0,67228000.0,15141000.0,
Net Non Operating Interest Income Expense,12312000.0,8924000.0,12359000.0,3862000.0,8681000.0,
Interest Expense Non Operating,4967000.0,5522000.0,5695000.0,6556000.0,5187000.0,
Interest Income Non Operating,17279000.0,14446000.0,18054000.0,10418000.0,13868000.0,
Operating Income,-105355000.0,-71213000.0,-129614000.0,-65610000.0,-121434000.0,
Operating Expense,493761000.0,454204000.0,463690000.0,482761000.0,490848000.0,
Other Operating Expenses,100176000.0,99097000.0,97348000.0,166654000.0,113554000.0,
Research And Development,49785000.0,38431000.0,39836000.0,37841000.0,44356000.0,
Selling General And Administration,343800000.0,316676000.0,326506000.0,278266000.0,332938000.0,
Selling And Marketing Expense,168161000.0,157689000.0,164113000.0,170026000.0,182269000.0,
General And Administrative Expense,175639000.0,158987000.0,162393000.0,108240000.0,150669000.0,
Other Gand A,175639000.0,158987000.0,162393000.0,108240000.0,150669000.0,
Gross Profit,388406000.0,382991000.0,334076000.0,417151000.0,369414000.0,
Cost Of Revenue,1892284000.0,1867005000.0,1526333000.0,2026810000.0,1895587000.0,
Total Revenue,2280690000.0,2249996000.0,1860409000.0,2443961000.0,2265001000.0,
Operating Revenue,2264943000.0,2232882000.0,1841673000.0,2423578000.0,2243290000.0,
