,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.01021,0.0,0.21,0.0,0.21,,
Normalized EBITDA,-2675000.0,-2425000.0,-3671000.0,-2962000.0,-1376000.0,,
Total Unusual Items,,,,,,,55075000.0
Total Unusual Items Excluding Goodwill,,,,,,,55075000.0
Net Income From Continuing Operation Net Minority Interest,-3296000.0,-3274000.0,-4247000.0,-3585000.0,-2214000.0,,
Reconciled Depreciation,304000.0,291000.0,307000.0,312000.0,311000.0,,
Reconciled Cost Of Revenue,2863000.0,2884000.0,3094000.0,3102000.0,3869000.0,,
EBITDA,-2675000.0,-2425000.0,-3671000.0,-2962000.0,-1376000.0,,
EBIT,-2979000.0,-2716000.0,-3978000.0,-3274000.0,-1687000.0,,
Net Interest Income,-337000.0,-542000.0,-220000.0,-308000.0,-480000.0,,
Interest Expense,351000.0,558000.0,266000.0,311000.0,501000.0,,
Interest Income,14000.0,16000.0,46000.0,3000.0,21000.0,,
Normalized Income,-3296000.0,-3274000.0,-4247000.0,-3585000.0,-2214000.0,,
Net Income From Continuing And Discontinued Operation,-3407000.0,-4328000.0,-4556000.0,-3757000.0,-1112000.0,,
Total Expenses,5209000.0,4845000.0,5803000.0,5891000.0,6486000.0,,
Total Operating Income As Reported,-2981000.0,-2570000.0,-4092000.0,-3377000.0,-2047000.0,,
Diluted Average Shares,10886.0,75183.0,,4350.0,2624.0,1026.0,
Basic Average Shares,10886.0,75183.0,,4350.0,2624.0,1026.0,
Diluted EPS,-313.03,-57.5,,-1707.750001,-593.72,-9086.609994,
Basic EPS,-313.03,-57.5,,-1707.750001,-593.72,-9086.609994,
Diluted NI Availto Com Stockholders,-3407000.0,-4328000.0,-7148000.0,-7434000.0,-1557000.0,,
Net Income Common Stockholders,-3407000.0,-4328000.0,-7148000.0,-7434000.0,-1557000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,2592000.0,3677000.0,445000.0,,
Net Income,-3407000.0,-4328000.0,-4556000.0,-3757000.0,-1112000.0,,
Net Income Including Noncontrolling Interests,-3407000.0,-4328000.0,-4556000.0,-3757000.0,-1112000.0,,
Net Income Discontinuous Operations,-111000.0,-1054000.0,-309000.0,-172000.0,1102000.0,,
Net Income Continuous Operations,-3296000.0,-3274000.0,-4247000.0,-3585000.0,-2214000.0,,
Tax Provision,-34000.0,0.0,3000.0,0.0,26000.0,,
Pretax Income,-3330000.0,-3274000.0,-4244000.0,-3585000.0,-2188000.0,,
Other Income Expense,-12000.0,-162000.0,-62000.0,100000.0,339000.0,,
Other Non Operating Income Expenses,-12000.0,-162000.0,68000.0,100000.0,339000.0,,
Special Income Charges,,,,,,,56469000.0
Gain On Sale Of Ppe,,,,,,,-62000.0
Impairment Of Capital Assets,,,,,,,-55880000.0
Restructuring And Mergern Acquisition,,,,,,,114000.0
Gain On Sale Of Security,,,,,,,-1394000.0
Net Non Operating Interest Income Expense,-337000.0,-542000.0,-220000.0,-308000.0,-480000.0,,
Interest Expense Non Operating,351000.0,558000.0,266000.0,311000.0,501000.0,,
Interest Income Non Operating,14000.0,16000.0,46000.0,3000.0,21000.0,,
Operating Income,-2981000.0,-2570000.0,-3962000.0,-3377000.0,-2047000.0,,
Operating Expense,2346000.0,1961000.0,2709000.0,2789000.0,2617000.0,,
Other Operating Expenses,,,,2000.0,7000.0,-26000.0,
Research And Development,227000.0,162000.0,218000.0,240000.0,250000.0,,
Selling General And Administration,2119000.0,1799000.0,2473000.0,2547000.0,2360000.0,,
General And Administrative Expense,,,,,,,-8728000.0
Other Gand A,,,,,,,-8728000.0
Gross Profit,-635000.0,-609000.0,-1253000.0,-588000.0,570000.0,,
Cost Of Revenue,2863000.0,2884000.0,3094000.0,3102000.0,3869000.0,,
Total Revenue,2228000.0,2275000.0,1841000.0,2514000.0,4439000.0,,
Excise Taxes,1855000.0,3681000.0,2180000.0,3432000.0,3508000.0,,
Operating Revenue,4083000.0,5956000.0,4021000.0,5946000.0,7947000.0,,
