,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.253004,0.243,0.246808,0.231,0.250051
Net Income From Continuing Operation Net Minority Interest,21822000.0,19830000.0,19110000.0,22951000.0,21891000.0
Reconciled Depreciation,2720000.0,2706000.0,3267000.0,1347000.0,2233000.0
Net Interest Income,63961000.0,62431000.0,61022000.0,60081000.0,59106000.0
Interest Expense,11004000.0,10661000.0,13695000.0,15494000.0,13533000.0
Interest Income,74965000.0,73092000.0,74717000.0,75575000.0,72639000.0
Normalized Income,21822000.0,19830000.0,19110000.0,22951000.0,21891000.0
Net Income From Continuing And Discontinued Operation,21822000.0,19830000.0,19110000.0,22951000.0,21891000.0
Diluted Average Shares,45839465.0,45721105.0,45671352.0,44850325.0,45682239.0
Basic Average Shares,45053650.0,44967726.0,44856870.0,44850325.0,44846848.0
Diluted EPS,0.48,0.43,0.42,0.5,0.48
Basic EPS,0.49,0.44,0.42,0.52,0.48
Diluted NI Availto Com Stockholders,21822000.0,19830000.0,19110000.0,22951000.0,21891000.0
Net Income Common Stockholders,21822000.0,19830000.0,19110000.0,22951000.0,21891000.0
Net Income,21822000.0,19830000.0,19110000.0,22951000.0,21891000.0
Net Income Including Noncontrolling Interests,21822000.0,19830000.0,19110000.0,22951000.0,21891000.0
Net Income Continuous Operations,21822000.0,19830000.0,19110000.0,22951000.0,21891000.0
Tax Provision,7391000.0,6370000.0,6262000.0,6900000.0,7299000.0
Pretax Income,29213000.0,26200000.0,25372000.0,29851000.0,29190000.0
Gain On Sale Of Security,0.0,0.0,0.0,-1000.0,0.0
Depreciation Amortization Depletion Income Statement,1022000.0,1037000.0,716000.0,570000.0,574000.0
Depreciation And Amortization In Income Statement,1022000.0,1037000.0,716000.0,570000.0,574000.0
Amortization,1022000.0,1037000.0,716000.0,570000.0,574000.0
Amortization Of Intangibles Income Statement,1022000.0,1037000.0,716000.0,570000.0,574000.0
Selling General And Administration,28240000.0,28118000.0,26848000.0,25927000.0,24824000.0
Selling And Marketing Expense,320000.0,167000.0,280000.0,299000.0,472000.0
General And Administrative Expense,27920000.0,27951000.0,26568000.0,25628000.0,24352000.0
Insurance And Claims,970000.0,958000.0,955000.0,952000.0,928000.0
Salaries And Wages,26950000.0,26993000.0,25613000.0,24676000.0,23424000.0
Total Revenue,73643000.0,71725000.0,71697000.0,69701000.0,69494000.0
Operating Revenue,73643000.0,71725000.0,71697000.0,69701000.0,69494000.0
Occupancy And Equipment,4477000.0,4548000.0,4457000.0,3876000.0,3899000.0
Professional Expense And Contract Services Expense,915000.0,898000.0,1543000.0,682000.0,1035000.0
Other Non Interest Expense,7276000.0,8524000.0,9261000.0,6795000.0,6222000.0
