,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,1552671.755725,85000.0,-4944000.0,-3584000.0,,
Tax Rate For Calcs,0.24,0.246456,0.17,0.16,0.14,,
Normalized EBITDA,241200000.0,339200000.0,362400000.0,249100000.0,226600000.0,,
Total Unusual Items,0.0,6300000.0,500000.0,-30900000.0,-25600000.0,,
Total Unusual Items Excluding Goodwill,0.0,6300000.0,500000.0,-30900000.0,-25600000.0,,
Net Income From Continuing Operation Net Minority Interest,57200000.0,135900000.0,168600000.0,52500000.0,48300000.0,,
Reconciled Depreciation,113700000.0,110500000.0,106300000.0,100100000.0,97800000.0,,
Reconciled Cost Of Revenue,790300000.0,884700000.0,883800000.0,845500000.0,793800000.0,,
EBITDA,241200000.0,345500000.0,362900000.0,218200000.0,201000000.0,,
EBIT,127500000.0,235000000.0,256600000.0,118100000.0,103200000.0,,
Net Interest Income,-54600000.0,-56500000.0,-56600000.0,-52900000.0,-49500000.0,,
Interest Expense,48300000.0,51600000.0,50600000.0,52900000.0,44100000.0,,
Interest Income,3300000.0,3400000.0,3500000.0,,3400000.0,,2700000.0
Normalized Income,57200000.0,131152671.755725,168185000.0,78456000.0,70316000.0,,
Net Income From Continuing And Discontinued Operation,57200000.0,135900000.0,168600000.0,52500000.0,48300000.0,,
Total Expenses,986400000.0,1070200000.0,1052700000.0,1010300000.0,963200000.0,,
Total Operating Income As Reported,133800000.0,239900000.0,262600000.0,118100000.0,108600000.0,,
Diluted Average Shares,321119216.0,,319800000.0,328125000.0,318838129.0,318552632.0,
Basic Average Shares,320370583.0,,319000000.0,328125000.0,318630159.0,318552632.0,
Diluted EPS,0.18,,0.53,0.16,0.15,-1.52,
Basic EPS,0.18,,0.53,0.16,0.15,-1.52,
Diluted NI Availto Com Stockholders,57200000.0,135900000.0,168600000.0,52500000.0,48300000.0,,
Net Income Common Stockholders,57200000.0,135900000.0,168600000.0,52500000.0,48300000.0,,
Net Income,57200000.0,135900000.0,168600000.0,52500000.0,48300000.0,,
Minority Interests,-3000000.0,-2300000.0,-2600000.0,-2300000.0,-2500000.0,,
Net Income Including Noncontrolling Interests,60200000.0,138200000.0,171200000.0,54800000.0,50800000.0,,
Net Income Discontinuous Operations,,0.0,0.0,0.0,0.0,20500000.0,
Net Income Continuous Operations,60200000.0,138200000.0,171200000.0,54800000.0,50800000.0,,
Tax Provision,19000000.0,45200000.0,34800000.0,10400000.0,8300000.0,,
Pretax Income,79200000.0,183400000.0,206000000.0,65200000.0,59100000.0,,
Other Income Expense,21600000.0,34700000.0,91700000.0,-8200000.0,-700000.0,,
Other Non Operating Income Expenses,,3300000.0,-600000.0,2700000.0,900000.0,-3000000.0,
Special Income Charges,0.0,6400000.0,0.0,-30900000.0,-25600000.0,,
Write Off,,0.0,0.0,,2300000.0,,0.0
Restructuring And Mergern Acquisition,0.0,0.0,0.0,30900000.0,25600000.0,,
Earnings From Equity Interest,21600000.0,25100000.0,91800000.0,20000000.0,24000000.0,,
Gain On Sale Of Security,,-100000.0,500000.0,,800000.0,,4800000.0
Net Non Operating Interest Income Expense,-54600000.0,-56500000.0,-56600000.0,-52900000.0,-49500000.0,,
Total Other Finance Cost,9600000.0,8300000.0,9500000.0,,8800000.0,,8600000.0
Interest Expense Non Operating,48300000.0,51600000.0,50600000.0,52900000.0,44100000.0,,
Interest Income Non Operating,3300000.0,3400000.0,3500000.0,,3400000.0,,2700000.0
Operating Income,112200000.0,205200000.0,170700000.0,126300000.0,109300000.0,,
Operating Expense,196100000.0,185500000.0,168900000.0,164800000.0,169400000.0,,
Research And Development,36700000.0,21400000.0,28700000.0,37200000.0,35900000.0,,
Selling General And Administration,159400000.0,164100000.0,140200000.0,127600000.0,133500000.0,,
General And Administrative Expense,,164100000.0,140200000.0,127600000.0,,,140900000.0
Other Gand A,,164100000.0,140200000.0,127600000.0,,,140900000.0
Gross Profit,308300000.0,390700000.0,339600000.0,291100000.0,278700000.0,,
Cost Of Revenue,790300000.0,884700000.0,883800000.0,845500000.0,793800000.0,,
Total Revenue,1098600000.0,1275400000.0,1223400000.0,1136600000.0,1072500000.0,,
Operating Revenue,1098600000.0,1275400000.0,1223400000.0,1136600000.0,1072500000.0,,
