,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-98828081.123245,-14458500.0,0.0,-354000.0,-664000.0,
Tax Rate For Calcs,0.244261,0.243,0.0,0.295,0.083,
Normalized EBITDA,8000000.0,83600000.0,-16300000.0,105300000.0,178300000.0,
Total Unusual Items,-404600000.0,-59500000.0,-26800000.0,-1200000.0,-8000000.0,
Total Unusual Items Excluding Goodwill,-404600000.0,-59500000.0,-26800000.0,-1200000.0,-8000000.0,
Net Income From Continuing Operation Net Minority Interest,-339400000.0,-21100000.0,-101800000.0,33500000.0,108300000.0,
Reconciled Depreciation,23900000.0,25600000.0,31100000.0,25500000.0,24500000.0,
Reconciled Cost Of Revenue,8810900000.0,9222100000.0,9501600000.0,10222800000.0,10720000000.0,
EBITDA,-396600000.0,24100000.0,-43100000.0,104100000.0,170300000.0,
EBIT,-420500000.0,-1500000.0,-74200000.0,78600000.0,145800000.0,
Net Interest Income,-25600000.0,-22900000.0,-21800000.0,-24000000.0,-27500000.0,
Interest Expense,28200000.0,26600000.0,27000000.0,29000000.0,29200000.0,
Interest Income,2600000.0,3700000.0,5200000.0,5000000.0,1700000.0,
Normalized Income,-33628081.123245,23941500.0,-75000000.0,34346000.0,115636000.0,
Net Income From Continuing And Discontinued Operation,-339400000.0,-21100000.0,-101800000.0,33500000.0,108300000.0,
Total Expenses,8983700000.0,9399600000.0,9703800000.0,10417500000.0,10912000000.0,
Total Operating Income As Reported,-345100000.0,-6600000.0,29900000.0,72300000.0,45200000.0,
Diluted Average Shares,56000000.0,56800000.0,57500000.0,59200000.0,60000000.0,
Basic Average Shares,56000000.0,56800000.0,57500000.0,58800000.0,59800000.0,
Diluted EPS,-6.06,-0.37,-1.77,0.57,1.81,
Basic EPS,-6.06,-0.37,-1.77,0.57,1.81,
Diluted NI Availto Com Stockholders,-339400000.0,-21100000.0,-101800000.0,33500000.0,108300000.0,
Net Income Common Stockholders,-339400000.0,-21100000.0,-101800000.0,33500000.0,108300000.0,
Net Income,-339400000.0,-21100000.0,-101800000.0,33500000.0,108300000.0,
Minority Interests,-300000.0,200000.0,-600000.0,-1500000.0,1400000.0,
Net Income Including Noncontrolling Interests,-339100000.0,-21300000.0,-101200000.0,35000000.0,106900000.0,
Net Income Continuous Operations,-339100000.0,-21300000.0,-101200000.0,35000000.0,106900000.0,
Tax Provision,-109600000.0,-6800000.0,0.0,14600000.0,9700000.0,
Pretax Income,-448700000.0,-28100000.0,-101200000.0,49600000.0,116600000.0,
Other Income Expense,-482600000.0,-58200000.0,-136100000.0,100000.0,90900000.0,
Other Non Operating Income Expenses,-78000000.0,1300000.0,-109300000.0,1300000.0,98900000.0,
Special Income Charges,-404600000.0,-59500000.0,-26800000.0,-1200000.0,-8000000.0,
Write Off,,44500000.0,25400000.0,1200000.0,2400000.0,0.0
Impairment Of Capital Assets,398600000.0,,,,,
Restructuring And Mergern Acquisition,6000000.0,15000000.0,1400000.0,0.0,5600000.0,
Net Non Operating Interest Income Expense,-25600000.0,-22900000.0,-21800000.0,-24000000.0,-27500000.0,
Interest Expense Non Operating,28200000.0,26600000.0,27000000.0,29000000.0,29200000.0,
Interest Income Non Operating,2600000.0,3700000.0,5200000.0,5000000.0,1700000.0,
Operating Income,59600000.0,52900000.0,56700000.0,73400000.0,53200000.0,
Operating Expense,172800000.0,177500000.0,202200000.0,194700000.0,192000000.0,
Selling General And Administration,172800000.0,177500000.0,202200000.0,194700000.0,192000000.0,
General And Administrative Expense,172800000.0,177500000.0,202200000.0,194700000.0,192000000.0,
Other Gand A,67300000.0,72400000.0,77400000.0,71800000.0,72800000.0,
Salaries And Wages,105500000.0,105100000.0,124800000.0,122900000.0,119200000.0,
Gross Profit,232400000.0,230400000.0,258900000.0,268100000.0,245200000.0,
Cost Of Revenue,8810900000.0,9222100000.0,9501600000.0,10222800000.0,10720000000.0,
Total Revenue,9043300000.0,9452500000.0,9760500000.0,10490900000.0,10965200000.0,
Operating Revenue,9043300000.0,9452500000.0,9760500000.0,10490900000.0,10965200000.0,
