,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,
Normalized EBITDA,-35560000.0,-33679000.0,-37288000.0,-12648000.0,-13633000.0,
Net Income From Continuing Operation Net Minority Interest,-33382000.0,-31021000.0,-34487000.0,-9044000.0,-10141000.0,
Reconciled Depreciation,1065000.0,1014000.0,1011000.0,1132000.0,1392000.0,
EBITDA,-35560000.0,-33679000.0,-37288000.0,-12648000.0,-13633000.0,
EBIT,-36625000.0,-34693000.0,-38299000.0,-13780000.0,-15025000.0,
Net Interest Income,2831000.0,3291000.0,3994000.0,4579000.0,4888000.0,
Interest Income,2831000.0,3291000.0,,4579000.0,4888000.0,4867000.0
Normalized Income,-33382000.0,-31021000.0,-34487000.0,-9044000.0,-10141000.0,
Net Income From Continuing And Discontinued Operation,-33382000.0,-31021000.0,-34487000.0,-9044000.0,-10141000.0,
Total Expenses,41825000.0,41166000.0,44577000.0,38409000.0,44603000.0,
Total Operating Income As Reported,-36625000.0,-34693000.0,-38299000.0,-13780000.0,-15025000.0,
Diluted Average Shares,58666460.0,58349769.0,57974688.0,57851110.0,57721934.0,
Basic Average Shares,58666460.0,58349769.0,57974688.0,57851110.0,57721934.0,
Diluted EPS,-0.57,-0.53,-0.59,-0.16,-0.18,
Basic EPS,-0.57,-0.53,-0.59,-0.16,-0.18,
Diluted NI Availto Com Stockholders,-33382000.0,-31021000.0,-34487000.0,-9044000.0,-10141000.0,
Net Income Common Stockholders,-33382000.0,-31021000.0,-34487000.0,-9044000.0,-10141000.0,
Net Income,-33382000.0,-31021000.0,-34487000.0,-9044000.0,-10141000.0,
Net Income Including Noncontrolling Interests,-33382000.0,-31021000.0,-34487000.0,-9044000.0,-10141000.0,
Net Income Continuous Operations,-33382000.0,-31021000.0,-34487000.0,-9044000.0,-10141000.0,
Tax Provision,15000.0,37000.0,584000.0,43000.0,24000.0,
Pretax Income,-33367000.0,-30984000.0,-33903000.0,-9001000.0,-10117000.0,
Other Income Expense,427000.0,418000.0,402000.0,200000.0,20000.0,
Other Non Operating Income Expenses,427000.0,418000.0,402000.0,200000.0,20000.0,
Net Non Operating Interest Income Expense,2831000.0,3291000.0,3994000.0,4579000.0,4888000.0,
Interest Income Non Operating,2831000.0,3291000.0,,4579000.0,4888000.0,4867000.0
Operating Income,-36625000.0,-34693000.0,-38299000.0,-13780000.0,-15025000.0,
Operating Expense,41825000.0,41166000.0,44577000.0,38409000.0,44603000.0,
Research And Development,31330000.0,31526000.0,35583000.0,30241000.0,34452000.0,
Selling General And Administration,10495000.0,9640000.0,8994000.0,8168000.0,10151000.0,
General And Administrative Expense,10495000.0,9640000.0,8994000.0,8168000.0,10151000.0,
Other Gand A,10495000.0,9640000.0,8994000.0,8168000.0,10151000.0,
Total Revenue,5200000.0,6473000.0,6278000.0,24629000.0,29578000.0,
Operating Revenue,5200000.0,6473000.0,6278000.0,24629000.0,29578000.0,
