,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.148714,0.162,0.21,0.038984,0.050468
Normalized EBITDA,38627000.0,43753000.0,19505000.0,24040000.0,22269000.0
Net Income From Continuing Operation Net Minority Interest,32726000.0,37730000.0,147166000.0,27758000.0,22220000.0
Reconciled Depreciation,6062000.0,5063000.0,5922000.0,3247000.0,4488000.0
Reconciled Cost Of Revenue,43432000.0,41806000.0,42641000.0,43408000.0,43852000.0
EBITDA,38627000.0,43753000.0,19505000.0,24040000.0,22269000.0
EBIT,32565000.0,38690000.0,13583000.0,20793000.0,17781000.0
Normalized Income,32726000.0,37730000.0,147166000.0,27758000.0,22220000.0
Net Income From Continuing And Discontinued Operation,32726000.0,37730000.0,147166000.0,27758000.0,22220000.0
Total Expenses,162374000.0,154016000.0,177900000.0,172983000.0,175348000.0
Total Operating Income As Reported,32565000.0,38690000.0,13583000.0,20793000.0,17781000.0
Diluted Average Shares,140198161.0,142776612.0,143098000.0,139294133.0,138265913.0
Basic Average Shares,132183392.0,135208178.0,134265000.0,132603307.0,131435839.0
Diluted EPS,0.24,0.27,1.03,0.2,0.17
Basic EPS,0.25,0.28,1.1,0.21,0.17
Diluted NI Availto Com Stockholders,33305000.0,38306000.0,147451000.0,28410000.0,22866000.0
Average Dilution Earnings,579000.0,576000.0,285000.0,652000.0,646000.0
Net Income Common Stockholders,32726000.0,37730000.0,147166000.0,27758000.0,22220000.0
Net Income,32726000.0,37730000.0,147166000.0,27758000.0,22220000.0
Net Income Including Noncontrolling Interests,32726000.0,37730000.0,147166000.0,27758000.0,22220000.0
Net Income Continuous Operations,32726000.0,37730000.0,147166000.0,27758000.0,22220000.0
Tax Provision,5717000.0,7277000.0,-128795000.0,1126000.0,1181000.0
Pretax Income,38443000.0,45007000.0,18371000.0,28884000.0,23401000.0
Other Income Expense,5878000.0,6317000.0,4788000.0,8091000.0,5620000.0
Other Non Operating Income Expenses,5878000.0,6317000.0,4788000.0,8091000.0,5620000.0
Operating Income,32565000.0,38690000.0,13583000.0,20793000.0,17781000.0
Operating Expense,118942000.0,112210000.0,135259000.0,129575000.0,131496000.0
Provision For Doubtful Accounts,1769000.0,2259000.0,2232000.0,1795000.0,1774000.0
Research And Development,44843000.0,46152000.0,53491000.0,50411000.0,52465000.0
Selling General And Administration,72330000.0,63799000.0,79536000.0,77369000.0,77257000.0
Selling And Marketing Expense,36671000.0,35751000.0,43934000.0,46093000.0,47333000.0
General And Administrative Expense,35659000.0,28048000.0,35602000.0,31276000.0,29924000.0
Other Gand A,35659000.0,28048000.0,35602000.0,31276000.0,29924000.0
Gross Profit,151507000.0,150900000.0,148842000.0,150368000.0,149277000.0
Cost Of Revenue,43432000.0,41806000.0,42641000.0,43408000.0,43852000.0
Total Revenue,194939000.0,192706000.0,191483000.0,193776000.0,193129000.0
Operating Revenue,194939000.0,192706000.0,191483000.0,193776000.0,193129000.0
