,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,19120.176406,0.0,-210.0,0.0,1060.240964,,
Tax Rate For Calcs,0.063947,0.072,0.21,0.0199,0.005301,,
Normalized EBITDA,1962000.0,1568000.0,2079000.0,3853000.0,6103000.0,,
Total Unusual Items,299000.0,0.0,-1000.0,0.0,200000.0,,
Total Unusual Items Excluding Goodwill,299000.0,0.0,-1000.0,0.0,200000.0,,
Net Income From Continuing Operation Net Minority Interest,-261000.0,-301000.0,-204000.0,25000.0,277000.0,,
Reconciled Depreciation,3930000.0,3589000.0,3229000.0,3434000.0,4138000.0,,
Reconciled Cost Of Revenue,46588000.0,49554000.0,46383000.0,40362000.0,43051000.0,,
EBITDA,2261000.0,1568000.0,2078000.0,3853000.0,6303000.0,,
EBIT,-1669000.0,-2021000.0,-1151000.0,419000.0,2165000.0,,
Net Interest Income,67000.0,60000.0,95000.0,196000.0,262000.0,,
Interest Expense,145000.0,95000.0,87000.0,135000.0,90000.0,,
Interest Income,212000.0,155000.0,182000.0,331000.0,352000.0,,
Normalized Income,-540879.823594,-301000.0,-203210.0,25000.0,78060.240964,,
Net Income From Continuing And Discontinued Operation,-261000.0,-301000.0,-204000.0,25000.0,277000.0,,
Total Expenses,56921000.0,59513000.0,55986000.0,49017000.0,52247000.0,,
Rent Expense Supplemental,5121000.0,5091000.0,4725000.0,4116000.0,4389000.0,,
Total Operating Income As Reported,-1880000.0,-2176000.0,-1332000.0,88000.0,1613000.0,,
Diluted Average Shares,5132000.0,5013000.0,4913000.0,4861000.0,4572000.0,,
Basic Average Shares,5132000.0,5013000.0,4913000.0,4861000.0,4572000.0,,
Diluted EPS,-0.05,-0.06,-0.04,0.01,0.06,,
Basic EPS,-0.05,-0.06,-0.04,0.01,0.06,,
Diluted NI Availto Com Stockholders,-261000.0,-301000.0,-204000.0,25000.0,277000.0,,
Net Income Common Stockholders,-261000.0,-301000.0,-204000.0,25000.0,277000.0,,
Net Income,-261000.0,-301000.0,-204000.0,25000.0,277000.0,,
Minority Interests,1437000.0,1663000.0,1193000.0,-144000.0,-1787000.0,,
Net Income Including Noncontrolling Interests,-1698000.0,-1964000.0,-1397000.0,169000.0,2064000.0,,
Net Income Continuous Operations,-1698000.0,-1964000.0,-1397000.0,169000.0,2064000.0,,
Tax Provision,-116000.0,-152000.0,159000.0,115000.0,11000.0,,
Pretax Income,-1814000.0,-2116000.0,-1238000.0,284000.0,2075000.0,,
Other Income Expense,-1000.0,,-1000.0,,200000.0,3385000.0,22000.0
Other Non Operating Income Expenses,-300000.0,,,,,,
Special Income Charges,313000.0,0.0,-1000.0,0.0,200000.0,,
Other Special Charges,,,,,,1901000.0,1557000.0
Restructuring And Mergern Acquisition,-313000.0,0.0,1000.0,0.0,-200000.0,,
Earnings From Equity Interest,0.0,0.0,0.0,0.0,0.0,,
Gain On Sale Of Security,-14000.0,,,,,,
Net Non Operating Interest Income Expense,67000.0,60000.0,95000.0,196000.0,262000.0,,
Interest Expense Non Operating,145000.0,95000.0,87000.0,135000.0,90000.0,,
Interest Income Non Operating,212000.0,155000.0,182000.0,331000.0,352000.0,,
Operating Income,-1880000.0,-2176000.0,-1332000.0,88000.0,1613000.0,,
Operating Expense,6439000.0,6404000.0,6407000.0,5252000.0,5087000.0,,
Other Operating Expenses,,,,,,5098000.0,0.0
Depreciation Amortization Depletion Income Statement,36000.0,34000.0,33000.0,31000.0,29000.0,,
Depreciation And Amortization In Income Statement,36000.0,34000.0,33000.0,31000.0,29000.0,,
Selling General And Administration,6403000.0,6370000.0,6374000.0,5221000.0,5058000.0,,
General And Administrative Expense,6403000.0,6370000.0,6374000.0,5221000.0,5058000.0,,
Other Gand A,6403000.0,6370000.0,6374000.0,5221000.0,5058000.0,,
Rent And Landing Fees,,,,,,4293000.0,3777000.0
Gross Profit,4559000.0,4228000.0,5075000.0,5340000.0,6700000.0,,
Cost Of Revenue,50482000.0,53109000.0,49579000.0,43765000.0,47160000.0,,
Total Revenue,55041000.0,57337000.0,54654000.0,49105000.0,53860000.0,,
Operating Revenue,55041000.0,57337000.0,54654000.0,49105000.0,53860000.0,,
