,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-6041490.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.031248,0.21
Normalized EBITDA,6343000.0,-3891000.0,-2485000.0,908000.0,-955000.0
Total Unusual Items,-28769000.0,,,,0.0
Total Unusual Items Excluding Goodwill,-28769000.0,,,,0.0
Net Income From Continuing Operation Net Minority Interest,-40978000.0,-23742000.0,-20673000.0,-14726000.0,-13516000.0
Reconciled Depreciation,12684000.0,12320000.0,10266000.0,9983000.0,10657000.0
Reconciled Cost Of Revenue,42480000.0,43178000.0,44915000.0,42313000.0,40060000.0
EBITDA,-22426000.0,-3891000.0,-2485000.0,908000.0,-955000.0
EBIT,-35110000.0,-16211000.0,-12751000.0,-9075000.0,-11612000.0
Net Interest Income,-4128000.0,-3485000.0,-2450000.0,-1391000.0,2377000.0
Interest Expense,5787000.0,7316000.0,7297000.0,6126000.0,1834000.0
Interest Income,1659000.0,3831000.0,4847000.0,4735000.0,4211000.0
Normalized Income,-18250490.0,-23742000.0,-20673000.0,-14726000.0,-13516000.0
Net Income From Continuing And Discontinued Operation,-40978000.0,-23742000.0,-20673000.0,-14726000.0,-13516000.0
Total Expenses,89046000.0,99584000.0,97106000.0,90040000.0,91709000.0
Total Operating Income As Reported,-37094000.0,-20171000.0,-17500000.0,-13687000.0,-15807000.0
Diluted Average Shares,69626000.0,68552000.0,62377000.0,60441000.0,59304000.0
Basic Average Shares,69626000.0,68552000.0,62377000.0,60441000.0,59304000.0
Diluted EPS,-0.59,-0.35,-0.33,-0.24,-0.23
Basic EPS,-0.59,-0.35,-0.33,-0.24,-0.23
Diluted NI Availto Com Stockholders,-40978000.0,-23742000.0,-20673000.0,-14726000.0,-13516000.0
Net Income Common Stockholders,-40978000.0,-23742000.0,-20673000.0,-14726000.0,-13516000.0
Net Income,-40978000.0,-23742000.0,-20673000.0,-14726000.0,-13516000.0
Net Income Including Noncontrolling Interests,-40978000.0,-23742000.0,-20673000.0,-14726000.0,-13516000.0
Net Income Continuous Operations,-40978000.0,-23742000.0,-20673000.0,-14726000.0,-13516000.0
Tax Provision,81000.0,215000.0,625000.0,-475000.0,70000.0
Pretax Income,-40897000.0,-23527000.0,-20048000.0,-15201000.0,-13446000.0
Other Income Expense,-28444000.0,129000.0,-98000.0,-123000.0,-16000.0
Other Non Operating Income Expenses,325000.0,129000.0,-98000.0,-123000.0,-16000.0
Special Income Charges,-28769000.0,,,,0.0
Impairment Of Capital Assets,28769000.0,,,,0.0
Net Non Operating Interest Income Expense,-4128000.0,-3485000.0,-2450000.0,-1391000.0,2377000.0
Interest Expense Non Operating,5787000.0,7316000.0,7297000.0,6126000.0,1834000.0
Interest Income Non Operating,1659000.0,3831000.0,4847000.0,4735000.0,4211000.0
Operating Income,-8325000.0,-20171000.0,-17500000.0,-13687000.0,-15807000.0
Operating Expense,46566000.0,56406000.0,52191000.0,47727000.0,51649000.0
Depreciation Amortization Depletion Income Statement,12684000.0,12320000.0,10266000.0,9983000.0,10657000.0
Depreciation And Amortization In Income Statement,12684000.0,12320000.0,10266000.0,9983000.0,10657000.0
Research And Development,12392000.0,15186000.0,15002000.0,14193000.0,13884000.0
Selling General And Administration,21490000.0,28900000.0,26923000.0,23551000.0,27108000.0
Selling And Marketing Expense,13206000.0,14738000.0,11242000.0,11342000.0,12745000.0
General And Administrative Expense,8284000.0,14162000.0,15681000.0,12209000.0,14363000.0
Other Gand A,8284000.0,14162000.0,15681000.0,12209000.0,14363000.0
Gross Profit,38241000.0,36235000.0,34691000.0,34040000.0,35842000.0
Cost Of Revenue,42480000.0,43178000.0,44915000.0,42313000.0,40060000.0
Total Revenue,80721000.0,79413000.0,79606000.0,76353000.0,75902000.0
Operating Revenue,80721000.0,79413000.0,79606000.0,76353000.0,75902000.0
