,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,1427863.636364,-588856.688026,1518427.264319,-7374780.0,
Tax Rate For Calcs,0.21858,0.144156,0.004237,0.184746,0.21,
Normalized EBITDA,27924000.0,29017000.0,24276000.0,32696000.0,28563000.0,
Total Unusual Items,,9905000.0,-138978000.0,8219000.0,-35118000.0,-18680000.0
Total Unusual Items Excluding Goodwill,,9905000.0,-138978000.0,8219000.0,-35118000.0,-18680000.0
Net Income From Continuing Operation Net Minority Interest,16638000.0,27019000.0,-123852000.0,24681000.0,-22424000.0,
Reconciled Depreciation,3068000.0,3477000.0,4315000.0,4241000.0,4235000.0,
Reconciled Cost Of Revenue,27408000.0,24542000.0,24045000.0,22915000.0,20999000.0,
EBITDA,27924000.0,38922000.0,-114702000.0,40915000.0,-6555000.0,
EBIT,24856000.0,35445000.0,-119017000.0,36674000.0,-10790000.0,
Net Interest Income,-3564000.0,-3875000.0,-5362000.0,-6400000.0,-6669000.0,
Interest Expense,3564000.0,3875000.0,5362000.0,6400000.0,6669000.0,
Normalized Income,16638000.0,18541863.636364,14537143.311974,17980427.264319,5319220.0,
Net Income From Continuing And Discontinued Operation,16638000.0,27019000.0,-123852000.0,24681000.0,-22424000.0,
Total Expenses,79874000.0,68546000.0,77221000.0,60938000.0,57790000.0,
Total Operating Income As Reported,24346000.0,25392000.0,20400000.0,28387000.0,24555000.0,
Diluted Average Shares,199836986.0,201048090.0,,179961828.0,175676957.0,175516307.0
Basic Average Shares,195973149.0,189767679.0,,176034571.0,175676957.0,175516307.0
Diluted EPS,0.08,0.09,,0.09,-0.13,-0.05
Basic EPS,0.08,0.14,,0.14,-0.13,-0.05
Diluted NI Availto Com Stockholders,16638000.0,27019000.0,-123852000.0,24681000.0,-22424000.0,
Net Income Common Stockholders,16638000.0,27019000.0,-123852000.0,24681000.0,-22424000.0,
Net Income,16638000.0,27019000.0,-123852000.0,24681000.0,-22424000.0,
Net Income Including Noncontrolling Interests,16638000.0,27019000.0,-123852000.0,24681000.0,-22424000.0,
Net Income Continuous Operations,16638000.0,27019000.0,-123852000.0,24681000.0,-22424000.0,
Tax Provision,4654000.0,4551000.0,-527000.0,5593000.0,4965000.0,
Pretax Income,21292000.0,31570000.0,-124379000.0,30274000.0,-17459000.0,
Other Income Expense,510000.0,10053000.0,-139417000.0,8287000.0,-35345000.0,
Other Non Operating Income Expenses,510000.0,148000.0,-439000.0,68000.0,-227000.0,
Gain On Sale Of Security,,9905000.0,-138978000.0,8219000.0,-35118000.0,-18680000.0
Net Non Operating Interest Income Expense,-3564000.0,-3875000.0,-5362000.0,-6400000.0,-6669000.0,
Interest Expense Non Operating,3564000.0,3875000.0,5362000.0,6400000.0,6669000.0,
Operating Income,24346000.0,25392000.0,20400000.0,28387000.0,24555000.0,
Operating Expense,52466000.0,44004000.0,53176000.0,38023000.0,36791000.0,
Depreciation Amortization Depletion Income Statement,3068000.0,3477000.0,4315000.0,4241000.0,4235000.0,
Depreciation And Amortization In Income Statement,3068000.0,3477000.0,4315000.0,4241000.0,4235000.0,
Research And Development,12941000.0,10287000.0,10506000.0,8806000.0,7754000.0,
Selling General And Administration,36457000.0,30240000.0,38355000.0,24976000.0,24802000.0,
Gross Profit,76812000.0,69396000.0,73576000.0,66410000.0,61346000.0,
Cost Of Revenue,27408000.0,24542000.0,24045000.0,22915000.0,20999000.0,
Total Revenue,104220000.0,93938000.0,97621000.0,89325000.0,82345000.0,
Operating Revenue,104220000.0,93938000.0,97621000.0,89325000.0,82345000.0,
