,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-168783.72,301333.83,366050.631991,34229.225108,-88330.2,
Tax Rate For Calcs,0.21,0.21,0.141079,0.012537,0.21,
Normalized EBITDA,12941129.0,-4666080.0,-5996671.0,-8042130.0,-1807437.0,
Total Unusual Items,-803732.0,1434923.0,2594657.0,2730173.0,-420620.0,
Total Unusual Items Excluding Goodwill,-803732.0,1434923.0,2594657.0,2730173.0,-420620.0,
Net Income From Continuing Operation Net Minority Interest,11262161.0,-1943349.0,-804787.0,-2687026.0,-2778148.0,
Reconciled Depreciation,165431.0,166121.0,165713.0,165685.0,165703.0,
EBITDA,12137397.0,-3231157.0,-3402014.0,-5311957.0,-2228057.0,
EBIT,11971966.0,-3397278.0,-3567727.0,-5477642.0,-2393760.0,
Net Interest Income,12741.0,30615.0,36096.0,26327.0,52615.0,
Interest Income,12741.0,30615.0,36096.0,26327.0,52615.0,
Normalized Income,11897109.28,-3076938.17,-3033393.368009,-5382969.774892,-2445858.2,
Net Income From Continuing And Discontinued Operation,11262161.0,-1943349.0,-804787.0,-2687026.0,-2778148.0,
Total Expenses,3028034.0,4059993.0,3567727.0,5477642.0,2393760.0,
Total Operating Income As Reported,11977193.0,-3703511.0,-3567727.0,,-2394031.0,-4552862.0
Diluted Average Shares,1719073.0,1575244.0,234011728.0,,981040.0,857264.0
Basic Average Shares,1719073.0,1575244.0,234011728.0,,981040.0,857264.0
Diluted EPS,6.55,-1.23,-0.003439,,-2.83,-5.31
Basic EPS,6.55,-1.23,-0.003439,,-2.83,-5.31
Diluted NI Availto Com Stockholders,11262161.0,-1943349.0,-804787.0,-2687026.0,-2778148.0,
Average Dilution Earnings,0.0,,,,,
Net Income Common Stockholders,11262161.0,-1943349.0,-804787.0,-2687026.0,-2778148.0,
Net Income,11262161.0,-1943349.0,-804787.0,-2687026.0,-2778148.0,
Net Income Including Noncontrolling Interests,11262161.0,-1943349.0,-804787.0,-2687026.0,-2778148.0,
Net Income Continuous Operations,11262161.0,-1943349.0,-804787.0,-2687026.0,-2778148.0,
Tax Provision,-81186.0,11609.0,-132187.0,-34116.0,16383.0,
Pretax Income,11180975.0,-1931740.0,-936974.0,-2721142.0,-2761765.0,
Other Income Expense,-803732.0,1434923.0,2594657.0,2730173.0,-420620.0,
Gain On Sale Of Security,-803732.0,1434923.0,2594657.0,2730173.0,-420620.0,
Net Non Operating Interest Income Expense,12741.0,30615.0,36096.0,26327.0,52615.0,
Interest Income Non Operating,12741.0,30615.0,36096.0,26327.0,52615.0,
Operating Income,11971966.0,-3397278.0,-3567727.0,-5477642.0,-2393760.0,
Operating Expense,3028034.0,4059993.0,3567727.0,5477642.0,2393760.0,
Other Operating Expenses,5227.0,-306233.0,,-234.0,-271.0,-94710.0
Research And Development,1616011.0,1737039.0,1900903.0,3096094.0,1198546.0,
Selling General And Administration,1406796.0,2629187.0,1666824.0,2381782.0,1195485.0,
General And Administrative Expense,1406796.0,2629187.0,1666824.0,2381782.0,1195485.0,
Other Gand A,1406796.0,2629187.0,1666824.0,2381782.0,1195485.0,
Total Revenue,15000000.0,662715.0,0.0,0.0,0.0,
Operating Revenue,15000000.0,662715.0,0.0,0.0,0.0,
