,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.21,0.21,0.0,0.0,0.21,,
Normalized EBITDA,-5788000.0,-5327000.0,-2736000.0,394000.0,-3794000.0,,
Total Unusual Items,0.0,0.0,-307000.0,0.0,0.0,,
Total Unusual Items Excluding Goodwill,0.0,0.0,-307000.0,0.0,0.0,,
Net Income From Continuing Operation Net Minority Interest,-6102000.0,-5832000.0,-3626000.0,-204000.0,-4746000.0,,
Reconciled Depreciation,2000.0,1000.0,3000.0,2000.0,3000.0,,
Reconciled Cost Of Revenue,4285000.0,3553000.0,5063000.0,7857000.0,4470000.0,,
EBITDA,-5788000.0,-5327000.0,-3043000.0,394000.0,-3794000.0,,
EBIT,-5790000.0,-5328000.0,-3046000.0,392000.0,-3797000.0,,
Net Interest Income,-301000.0,-502000.0,-580000.0,-596000.0,-910000.0,,
Interest Expense,301000.0,502000.0,580000.0,596000.0,910000.0,,
Normalized Income,-6102000.0,-5832000.0,-3319000.0,-204000.0,-4746000.0,,
Net Income From Continuing And Discontinued Operation,-6102000.0,-5832000.0,-3626000.0,-204000.0,-4746000.0,,
Total Expenses,13788000.0,12143000.0,11299000.0,14195000.0,11032000.0,,
Total Operating Income As Reported,-6329000.0,-5384000.0,-2764000.0,24000.0,-3529000.0,,
Diluted Average Shares,22968462.0,22849378.0,22849378.0,,22568128.0,22568128.0,
Basic Average Shares,22968462.0,22849378.0,22849378.0,,22568128.0,22568128.0,
Diluted EPS,-0.27,-0.26,-0.158691,,-0.21393,-0.542668,
Basic EPS,-0.27,-0.26,-0.158691,,-0.21393,-0.542668,
Diluted NI Availto Com Stockholders,-6102000.0,-5832000.0,40945000.0,-204000.0,-4828000.0,,
Net Income Common Stockholders,-6102000.0,-5832000.0,39721000.0,-204000.0,-4828000.0,,
Otherunder Preferred Stock Dividend,0.0,,,,82000.0,,
Net Income,-6102000.0,-5832000.0,-3626000.0,-204000.0,-4746000.0,,
Net Income Including Noncontrolling Interests,-6102000.0,-5832000.0,-3626000.0,-204000.0,-4746000.0,,
Net Income Continuous Operations,-6102000.0,-5832000.0,-3626000.0,-204000.0,-4746000.0,,
Tax Provision,11000.0,2000.0,0.0,0.0,39000.0,,
Pretax Income,-6091000.0,-5830000.0,-3626000.0,-204000.0,-4707000.0,,
Other Income Expense,539000.0,56000.0,-282000.0,368000.0,-268000.0,,
Other Non Operating Income Expenses,539000.0,56000.0,25000.0,368000.0,-268000.0,,
Special Income Charges,0.0,0.0,-307000.0,0.0,0.0,,
Other Special Charges,,,307000.0,0.0,0.0,52000.0,
Net Non Operating Interest Income Expense,-301000.0,-502000.0,-580000.0,-596000.0,-910000.0,,
Interest Expense Non Operating,301000.0,502000.0,580000.0,596000.0,910000.0,,
Operating Income,-6329000.0,-5384000.0,-2764000.0,24000.0,-3529000.0,,
Operating Expense,9503000.0,8590000.0,6236000.0,6338000.0,6562000.0,,
Other Operating Expenses,,,,,,,0.0
Research And Development,1274000.0,1095000.0,805000.0,1040000.0,1071000.0,,
Selling General And Administration,8229000.0,7495000.0,5431000.0,5298000.0,5491000.0,,
Selling And Marketing Expense,3948000.0,4002000.0,3783000.0,3265000.0,3362000.0,,
General And Administrative Expense,4281000.0,3493000.0,1648000.0,2033000.0,2129000.0,,
Other Gand A,4281000.0,3493000.0,1648000.0,2033000.0,2129000.0,,
Gross Profit,3174000.0,3206000.0,3472000.0,6362000.0,3033000.0,,
Cost Of Revenue,4285000.0,3553000.0,5063000.0,7857000.0,4470000.0,,
Total Revenue,7459000.0,6759000.0,8535000.0,14219000.0,7503000.0,,
Operating Revenue,7459000.0,6759000.0,8535000.0,14219000.0,7503000.0,,
