,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.155,0.092,0.177898,0.185,0.2,,
Net Income From Continuing Operation Net Minority Interest,12370000000.0,4603000000.0,19694000000.0,26251000000.0,30348000000.0,,
Reconciled Depreciation,3329000000.0,3265000000.0,3283000000.0,3206000000.0,3198000000.0,,
EBIT,16003000000.0,6405000000.0,25465000000.0,33722000000.0,39367000000.0,,
Net Interest Income,-1253000000.0,-1257000000.0,-1440000000.0,-1214000000.0,-1230000000.0,,
Interest Expense,1253000000.0,1257000000.0,1440000000.0,1214000000.0,1230000000.0,,
Interest Income,6002000000.0,5632000000.0,6375000000.0,5896000000.0,5284000000.0,,
Normalized Income,12370000000.0,4603000000.0,19694000000.0,26251000000.0,30348000000.0,,
Net Income From Continuing And Discontinued Operation,12370000000.0,4603000000.0,19694000000.0,26251000000.0,30348000000.0,,
Total Expenses,84129000000.0,78142000000.0,77443000000.0,81001000000.0,79373000000.0,,
Rent Expense Supplemental,1887000000.0,1887000000.0,1865000000.0,1774000000.0,1739000000.0,,
Diluted Average Shares,2157333421.0,2157333421.0,,2155057922.0,2155183922.0,2159053920.0,
Basic Average Shares,2157333421.0,2157333421.0,,2155057922.0,2155183922.0,2159053920.0,
Diluted EPS,5.734003,2.133334,,12.181339,14.08134,5.883336,
Basic EPS,5.734003,2.133334,,12.181339,14.08134,5.883336,
Diluted NI Availto Com Stockholders,12370000000.0,4603000000.0,19694000000.0,26251000000.0,30348000000.0,,
Net Income Common Stockholders,12370000000.0,4603000000.0,19694000000.0,26251000000.0,30348000000.0,,
Net Income,12370000000.0,4603000000.0,19694000000.0,26251000000.0,30348000000.0,,
Minority Interests,-87000000.0,-69000000.0,-57000000.0,-229000000.0,-150000000.0,,
Net Income Including Noncontrolling Interests,12457000000.0,4672000000.0,19751000000.0,26480000000.0,30498000000.0,,
Net Income Continuous Operations,12457000000.0,4672000000.0,19751000000.0,26480000000.0,30498000000.0,,
Tax Provision,2293000000.0,476000000.0,4274000000.0,6028000000.0,7639000000.0,,
Pretax Income,14750000000.0,5148000000.0,24025000000.0,32508000000.0,38137000000.0,,
Other Income Expense,13345000000.0,13596000000.0,-22323000000.0,24798000000.0,13131000000.0,,
Net Non Operating Interest Income Expense,-1253000000.0,-1257000000.0,-1440000000.0,-1214000000.0,-1230000000.0,,
Interest Expense Non Operating,1253000000.0,1257000000.0,1440000000.0,1214000000.0,1230000000.0,,
Other Operating Expenses,9036000000.0,8810000000.0,-25448000000.0,19566000000.0,9434000000.0,,
Selling General And Administration,9818000000.0,9568000000.0,10215000000.0,9098000000.0,7772000000.0,,
Selling And Marketing Expense,,,8350000000.0,7324000000.0,5195000000.0,4773000000.0,6878000000.0
General And Administrative Expense,9818000000.0,9568000000.0,10215000000.0,9098000000.0,7772000000.0,,
Other Gand A,9818000000.0,9568000000.0,10215000000.0,9098000000.0,7772000000.0,,
Total Revenue,98879000000.0,83290000000.0,101468000000.0,113509000000.0,117510000000.0,,
Operating Revenue,98879000000.0,83290000000.0,101468000000.0,113509000000.0,117510000000.0,,
Loss Adjustment Expense,15205000000.0,15714000000.0,14502000000.0,16088000000.0,15061000000.0,,
Net Policyholder Benefits And Claims,15205000000.0,15714000000.0,14502000000.0,16088000000.0,15061000000.0,,
