,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.238178,0.14,0.230604,0.23,0.273746
Net Income From Continuing Operation Net Minority Interest,31922000.0,3077000.0,22741000.0,30096000.0,17343000.0
Reconciled Depreciation,15150000.0,15322000.0,15550000.0,15480000.0,15198000.0
EBIT,51729000.0,10861000.0,40514000.0,47691000.0,33817000.0
Net Interest Income,-4953000.0,-4961000.0,-5146000.0,-4899000.0,-4812000.0
Interest Expense,4953000.0,4961000.0,5146000.0,4899000.0,4812000.0
Normalized Income,31922000.0,3077000.0,22741000.0,30096000.0,17343000.0
Net Income From Continuing And Discontinued Operation,31922000.0,3077000.0,22741000.0,30096000.0,17343000.0
Total Expenses,675405000.0,606084000.0,630564000.0,625149000.0,573225000.0
Diluted Average Shares,28330000.0,28341000.0,28277000.0,28200000.0,28013000.0
Basic Average Shares,27931000.0,27828000.0,27763691.0,27713557.0,27605057.0
Diluted EPS,1.13,0.11,0.8,1.07,0.62
Basic EPS,1.14,0.11,0.819091,1.085967,0.628254
Diluted NI Availto Com Stockholders,31922000.0,3077000.0,22741000.0,30096000.0,17343000.0
Net Income Common Stockholders,31922000.0,3077000.0,22741000.0,30096000.0,17343000.0
Net Income,31922000.0,3077000.0,22741000.0,30096000.0,17343000.0
Minority Interests,-3713000.0,-2339000.0,-4471000.0,-3573000.0,-3722000.0
Net Income Including Noncontrolling Interests,35635000.0,5416000.0,27212000.0,33669000.0,21065000.0
Net Income Continuous Operations,35635000.0,5416000.0,27212000.0,33669000.0,21065000.0
Tax Provision,11141000.0,484000.0,8156000.0,9123000.0,7940000.0
Pretax Income,46776000.0,5900000.0,35368000.0,42792000.0,29005000.0
Other Income Expense,112650000.0,97077000.0,86998000.0,96346000.0,92198000.0
Net Non Operating Interest Income Expense,-4953000.0,-4961000.0,-5146000.0,-4899000.0,-4812000.0
Interest Expense Non Operating,4953000.0,4961000.0,5146000.0,4899000.0,4812000.0
Other Operating Expenses,173527000.0,160911000.0,159069000.0,155646000.0,152291000.0
Depreciation And Amortization In Income Statement,15150000.0,15322000.0,15550000.0,15480000.0,15198000.0
Selling General And Administration,208209000.0,185811000.0,199418000.0,193862000.0,179708000.0
General And Administrative Expense,208209000.0,185811000.0,199418000.0,193862000.0,179708000.0
Salaries And Wages,208209000.0,185811000.0,199418000.0,193862000.0,179708000.0
Total Revenue,722181000.0,611984000.0,665932000.0,667941000.0,602230000.0
Operating Revenue,722181000.0,611984000.0,665932000.0,667941000.0,602230000.0
Loss Adjustment Expense,21454000.0,17702000.0,20657000.0,21282000.0,21090000.0
Net Policyholder Benefits And Claims,21454000.0,17702000.0,20657000.0,21282000.0,21090000.0
