,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,15.96,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.21,0.0,0.0,,
Normalized EBITDA,-2777955.0,-2949780.0,-2262818.0,-4903475.0,-2520543.0,,
Total Unusual Items,54.0,143.0,76.0,4001469.0,4272.0,,
Total Unusual Items Excluding Goodwill,54.0,143.0,76.0,4001469.0,4272.0,,
Net Income From Continuing Operation Net Minority Interest,-2888993.0,-3068345.0,-2393133.0,-1009491.0,-2631993.0,,
Reconciled Depreciation,110624.0,117415.0,115748.0,103634.0,113940.0,,
EBITDA,-2777901.0,-2949637.0,-2262742.0,-902006.0,-2516271.0,,
EBIT,-2888525.0,-3067052.0,-2378490.0,-1005640.0,-2630211.0,,
Net Interest Income,14993.0,35871.0,45675.0,43538.0,14486.0,,
Interest Expense,468.0,1293.0,5612.0,3851.0,1782.0,,
Interest Income,15461.0,37164.0,51287.0,47389.0,16268.0,,
Normalized Income,-2889047.0,-3068488.0,-2393193.04,-5010960.0,-2636265.0,,
Net Income From Continuing And Discontinued Operation,-2888993.0,-3068345.0,-2393133.0,-1009491.0,-2631993.0,,
Total Expenses,2871352.0,3100238.0,2434156.0,2929207.0,2667780.0,,
Total Operating Income As Reported,-2871352.0,-3100238.0,-2434156.0,-2929207.0,-2660280.0,,
Diluted Average Shares,16279574.0,13171516.0,,5814350.0,960146.0,678885.0,
Basic Average Shares,16279574.0,13171516.0,,5814350.0,960146.0,678885.0,
Diluted EPS,-0.18,-0.23,,-0.17,-2.74,-4.32,
Basic EPS,-0.18,-0.23,,-0.17,-2.74,-4.32,
Diluted NI Availto Com Stockholders,-2888993.0,-3068345.0,-2393133.0,-1009491.0,-2631993.0,,
Net Income Common Stockholders,-2888993.0,-3068345.0,-2393133.0,-1009491.0,-2631993.0,,
Preferred Stock Dividends,,,,,,,0.0
Net Income,-2888993.0,-3068345.0,-2393133.0,-1009491.0,-2631993.0,,
Net Income Including Noncontrolling Interests,-2888993.0,-3068345.0,-2393133.0,-1009491.0,-2631993.0,,
Net Income Continuous Operations,-2888993.0,-3068345.0,-2393133.0,-1009491.0,-2631993.0,,
Tax Provision,0.0,0.0,9031.0,0.0,0.0,,
Pretax Income,-2888993.0,-3068345.0,-2384102.0,-1009491.0,-2631993.0,,
Other Income Expense,-32634.0,-3978.0,4379.0,1876178.0,13801.0,,
Other Non Operating Income Expenses,-32688.0,-4121.0,4303.0,-2125291.0,9529.0,,
Gain On Sale Of Security,54.0,143.0,76.0,4001469.0,4272.0,,
Net Non Operating Interest Income Expense,14993.0,35871.0,45675.0,43538.0,14486.0,,
Interest Expense Non Operating,468.0,1293.0,5612.0,3851.0,1782.0,,
Interest Income Non Operating,15461.0,37164.0,51287.0,47389.0,16268.0,,
Operating Income,-2871352.0,-3100238.0,-2434156.0,-2929207.0,-2660280.0,,
Operating Expense,2871352.0,3100238.0,2434156.0,2929207.0,2667780.0,,
Research And Development,1401839.0,1250100.0,1116049.0,1015807.0,1118552.0,,
Selling General And Administration,1469513.0,1850138.0,1318107.0,1913400.0,1549228.0,,
General And Administrative Expense,1469513.0,1850138.0,1318107.0,1913400.0,1549228.0,,
Other Gand A,1469513.0,1850138.0,1318107.0,1913400.0,1549228.0,,
Total Revenue,0.0,0.0,0.0,0.0,7500.0,,
Operating Revenue,0.0,0.0,0.0,0.0,7500.0,,
