,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-532955.780715,-23823030.0,-1110780.0,-2656710.0,-11886210.0
Tax Rate For Calcs,0.003765,0.21,0.22,0.21,0.21
Normalized EBITDA,29746000.0,36604000.0,14237000.0,30641000.0,39458000.0
Total Unusual Items,-141552000.0,-113443000.0,-5049000.0,-12651000.0,-56601000.0
Total Unusual Items Excluding Goodwill,-141552000.0,-113443000.0,-5049000.0,-12651000.0,-56601000.0
Net Income From Continuing Operation Net Minority Interest,-134588000.0,-103975000.0,-19663000.0,-2937000.0,-48194000.0
Reconciled Depreciation,10455000.0,11020000.0,11427000.0,10305000.0,10858000.0
Reconciled Cost Of Revenue,296489000.0,308766000.0,303739000.0,311552000.0,332084000.0
EBITDA,-111806000.0,-76839000.0,9188000.0,17990000.0,-17143000.0
EBIT,-122261000.0,-87859000.0,-2239000.0,7685000.0,-28001000.0
Net Interest Income,-11866000.0,-12800000.0,-13746000.0,-13704000.0,-14127000.0
Interest Expense,11866000.0,12800000.0,13746000.0,13704000.0,14127000.0
Normalized Income,6431044.219285,-14355030.0,-15724780.0,7057290.0,-3479210.0
Net Income From Continuing And Discontinued Operation,-134588000.0,-103975000.0,-19663000.0,-2937000.0,-48194000.0
Total Expenses,369878000.0,389941000.0,386494000.0,394136000.0,409658000.0
Total Operating Income As Reported,-121079000.0,-91899000.0,3053000.0,12012000.0,-27901000.0
Diluted Average Shares,90247000.0,90132000.0,89861000.0,89845000.0,89832000.0
Basic Average Shares,90247000.0,90132000.0,89861000.0,89845000.0,89832000.0
Diluted EPS,-1.49,-1.15,-0.22,-0.03,-0.54
Basic EPS,-1.49,-1.15,-0.22,-0.03,-0.54
Diluted NI Availto Com Stockholders,-134588000.0,-103975000.0,-19663000.0,-2937000.0,-48194000.0
Net Income Common Stockholders,-134588000.0,-103975000.0,-19663000.0,-2937000.0,-48194000.0
Net Income,-134588000.0,-103975000.0,-19663000.0,-2937000.0,-48194000.0
Net Income Including Noncontrolling Interests,-134588000.0,-103975000.0,-19663000.0,-2937000.0,-48194000.0
Net Income Continuous Operations,-134588000.0,-103975000.0,-19663000.0,-2937000.0,-48194000.0
Earnings From Equity Interest Net Of Tax,-966000.0,-588000.0,-155000.0,-210000.0,-966000.0
Tax Provision,-505000.0,2728000.0,3523000.0,-3292000.0,5100000.0
Pretax Income,-134127000.0,-100659000.0,-15985000.0,-6019000.0,-42128000.0
Other Income Expense,-142734000.0,-109403000.0,-10341000.0,-16978000.0,-56701000.0
Other Non Operating Income Expenses,-1182000.0,4040000.0,-5292000.0,-4327000.0,-100000.0
Special Income Charges,-141552000.0,-113443000.0,-5049000.0,-12651000.0,-56601000.0
Impairment Of Capital Assets,134263000.0,109253000.0,31000.0,5357000.0,49426000.0
Restructuring And Mergern Acquisition,7289000.0,4190000.0,5018000.0,7294000.0,7175000.0
Net Non Operating Interest Income Expense,-11866000.0,-12800000.0,-13746000.0,-13704000.0,-14127000.0
Interest Expense Non Operating,11866000.0,12800000.0,13746000.0,13704000.0,14127000.0
Operating Income,20473000.0,21544000.0,8102000.0,24663000.0,28700000.0
Operating Expense,64177000.0,71908000.0,73508000.0,73340000.0,67971000.0
Depreciation Amortization Depletion Income Statement,1243000.0,1753000.0,2180000.0,1061000.0,1255000.0
Depreciation And Amortization In Income Statement,1243000.0,1753000.0,2180000.0,1061000.0,1255000.0
Amortization,1243000.0,1753000.0,2180000.0,1061000.0,1255000.0
Amortization Of Intangibles Income Statement,1243000.0,1753000.0,2180000.0,1061000.0,1255000.0
Selling General And Administration,62934000.0,70155000.0,71328000.0,72279000.0,66716000.0
Gross Profit,84650000.0,93452000.0,81610000.0,98003000.0,96671000.0
Cost Of Revenue,305701000.0,318033000.0,312986000.0,320796000.0,341687000.0
Total Revenue,390351000.0,411485000.0,394596000.0,418799000.0,438358000.0
Operating Revenue,390351000.0,411485000.0,394596000.0,418799000.0,438358000.0
