,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-2201320.376827,-9988000.0,-2086784.576513,-9715600.0,-14246761.072612
Tax Rate For Calcs,0.183443,0.227,0.173899,0.214,0.203525
Normalized EBITDA,1650400000.0,1319700000.0,1133000000.0,1077400000.0,913700000.0
Total Unusual Items,-12000000.0,-44000000.0,-12000000.0,-45400000.0,-70000000.0
Total Unusual Items Excluding Goodwill,-12000000.0,-44000000.0,-12000000.0,-45400000.0,-70000000.0
Net Income From Continuing Operation Net Minority Interest,1091300000.0,737800000.0,746200000.0,604400000.0,524800000.0
Reconciled Depreciation,209400000.0,236300000.0,143800000.0,201300000.0,123600000.0
Reconciled Cost Of Revenue,3597000000.0,3167000000.0,2837100000.0,2681900000.0,2396600000.0
EBITDA,1638400000.0,1275700000.0,1121000000.0,1032000000.0,843700000.0
EBIT,1429000000.0,1039400000.0,977200000.0,830700000.0,720100000.0
Net Interest Income,-80900000.0,-76500000.0,-66900000.0,-55700000.0,-56300000.0
Interest Expense,80900000.0,76500000.0,66900000.0,55700000.0,56300000.0
Normalized Income,1101098679.623173,771812000.0,756113215.423487,640084400.0,580553238.927388
Net Income From Continuing And Discontinued Operation,1091300000.0,737800000.0,746200000.0,604400000.0,524800000.0
Total Expenses,4219500000.0,3742200000.0,3352100000.0,3173900000.0,2840900000.0
Total Operating Income As Reported,1418800000.0,1024800000.0,953700000.0,819500000.0,698800000.0
Diluted Average Shares,1272200000.0,1266200000.0,1268100000.0,1265500000.0,1264900000.0
Basic Average Shares,1215300000.0,1209800000.0,1207800000.0,1204900000.0,1202300000.0
Diluted EPS,0.86,0.58,0.59,0.48,0.41
Basic EPS,0.9,0.61,0.62,0.5,0.44
Diluted NI Availto Com Stockholders,1091300000.0,737800000.0,746200000.0,604400000.0,524800000.0
Net Income Common Stockholders,1091300000.0,737800000.0,746200000.0,604400000.0,524800000.0
Net Income,1091300000.0,737800000.0,746200000.0,604400000.0,524800000.0
Minority Interests,-9500000.0,-6400000.0,-5800000.0,-4500000.0,-3900000.0
Net Income Including Noncontrolling Interests,1100800000.0,744200000.0,752000000.0,608900000.0,528700000.0
Net Income Continuous Operations,1100800000.0,744200000.0,752000000.0,608900000.0,528700000.0
Tax Provision,247300000.0,218700000.0,158300000.0,166100000.0,135100000.0
Pretax Income,1348100000.0,962900000.0,910300000.0,775000000.0,663800000.0
Other Income Expense,-1800000.0,-29400000.0,11500000.0,-34200000.0,-48700000.0
Other Non Operating Income Expenses,10200000.0,14600000.0,23500000.0,11200000.0,21300000.0
Special Income Charges,-12000000.0,-44000000.0,-12000000.0,-45400000.0,-70000000.0
Restructuring And Mergern Acquisition,12000000.0,44000000.0,12000000.0,45400000.0,70000000.0
Net Non Operating Interest Income Expense,-80900000.0,-76500000.0,-66900000.0,-55700000.0,-56300000.0
Interest Expense Non Operating,80900000.0,76500000.0,66900000.0,55700000.0,56300000.0
Operating Income,1430800000.0,1068800000.0,965700000.0,864900000.0,768800000.0
Operating Expense,622500000.0,575200000.0,515000000.0,492000000.0,444300000.0
Selling General And Administration,622500000.0,575200000.0,515000000.0,492000000.0,444300000.0
Gross Profit,2053300000.0,1644000000.0,1480700000.0,1356900000.0,1213100000.0
Cost Of Revenue,3597000000.0,3167000000.0,2837100000.0,2681900000.0,2396600000.0
Total Revenue,5650300000.0,4811000000.0,4317800000.0,4038800000.0,3609700000.0
Operating Revenue,5650300000.0,4811000000.0,4317800000.0,4038800000.0,3609700000.0
