,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-3000000.0,3872000.0,1285620.0,1007760.0,444444.444444,,
Tax Rate For Calcs,0.076923,0.121,0.21,0.136,0.088889,,
Normalized EBITDA,269000000.0,222000000.0,207941000.0,190389000.0,196000000.0,,
Total Unusual Items,-39000000.0,32000000.0,6122000.0,7410000.0,5000000.0,,
Total Unusual Items Excluding Goodwill,-39000000.0,32000000.0,6122000.0,7410000.0,5000000.0,,
Net Income From Continuing Operation Net Minority Interest,37000000.0,75000000.0,210067000.0,48917000.0,57000000.0,,
Reconciled Depreciation,124000000.0,67000000.0,64591000.0,54821000.0,48000000.0,,
Reconciled Cost Of Revenue,145000000.0,84000000.0,80753000.0,69641000.0,64000000.0,,
EBITDA,230000000.0,254000000.0,214063000.0,197799000.0,201000000.0,,
EBIT,106000000.0,187000000.0,149472000.0,142978000.0,153000000.0,,
Net Interest Income,-15000000.0,-13000000.0,-19112000.0,-16739000.0,-18000000.0,,
Interest Expense,15000000.0,13000000.0,19112000.0,16739000.0,18000000.0,,
Normalized Income,73000000.0,46872000.0,205230620.0,42514760.0,52444444.444444,,
Net Income From Continuing And Discontinued Operation,37000000.0,75000000.0,210067000.0,48917000.0,57000000.0,,
Total Expenses,152000000.0,90000000.0,85170000.0,73840000.0,68000000.0,,
Total Operating Income As Reported,135000000.0,155000000.0,143350000.0,135568000.0,148000000.0,,
Diluted Average Shares,131156000.0,121030000.0,102977000.0,93747000.0,91424000.0,,
Basic Average Shares,131107000.0,120926000.0,102977000.0,93695000.0,91424000.0,,
Diluted EPS,0.28,0.62,2.04,0.52,0.62,,
Basic EPS,0.28,0.62,2.04,0.52,0.62,,
Diluted NI Availto Com Stockholders,37000000.0,75000000.0,209779000.0,48794000.0,57000000.0,,
Net Income Common Stockholders,37000000.0,75000000.0,209779000.0,48794000.0,57000000.0,,
Otherunder Preferred Stock Dividend,,,288000.0,123000.0,122000.0,56000.0,36000.0
Net Income,37000000.0,75000000.0,210067000.0,48917000.0,57000000.0,,
Minority Interests,-47000000.0,-78000000.0,-62733000.0,-60128000.0,-66000000.0,,
Net Income Including Noncontrolling Interests,84000000.0,153000000.0,272800000.0,109045000.0,123000000.0,,
Net Income Continuous Operations,84000000.0,153000000.0,272800000.0,109045000.0,123000000.0,,
Tax Provision,7000000.0,21000000.0,-142440000.0,17194000.0,12000000.0,,
Pretax Income,91000000.0,174000000.0,130360000.0,126239000.0,135000000.0,,
Other Income Expense,-39000000.0,32000000.0,6122000.0,7410000.0,5000000.0,,
Other Non Operating Income Expenses,,,,,,258000.0,972000.0
Special Income Charges,-10000000.0,,,,0.0,,
Restructuring And Mergern Acquisition,10000000.0,,,,0.0,,
Gain On Sale Of Security,-29000000.0,32000000.0,6122000.0,7410000.0,5000000.0,,
Net Non Operating Interest Income Expense,-15000000.0,-13000000.0,-19112000.0,-16739000.0,-18000000.0,,
Interest Expense Non Operating,15000000.0,13000000.0,19112000.0,16739000.0,18000000.0,,
Operating Income,145000000.0,155000000.0,143350000.0,135568000.0,148000000.0,,
Operating Expense,7000000.0,6000000.0,4417000.0,4199000.0,4000000.0,,
Other Operating Expenses,,,-121000.0,-416000.0,13000.0,-61000.0,221000.0
Selling General And Administration,7000000.0,6000000.0,4538000.0,4615000.0,4000000.0,,
General And Administrative Expense,7000000.0,6000000.0,4538000.0,4615000.0,4000000.0,,
Other Gand A,7000000.0,6000000.0,4538000.0,4615000.0,4000000.0,,
Gross Profit,152000000.0,161000000.0,147767000.0,139767000.0,152000000.0,,
Cost Of Revenue,145000000.0,84000000.0,80753000.0,69641000.0,64000000.0,,
Total Revenue,297000000.0,245000000.0,228520000.0,209408000.0,216000000.0,,
Operating Revenue,297000000.0,245000000.0,228520000.0,209408000.0,216000000.0,,
