,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,1228550.61,0.0,1412735.52,0.0,0.0,,
Tax Rate For Calcs,0.21,0.0,0.21,0.0,0.0,,
Normalized EBITDA,-1745916.0,14108102.0,-11213514.0,5863512.0,-1212862.0,,
Total Unusual Items,5850241.0,-15687960.0,6727312.0,-7464907.0,-5513512.0,,
Total Unusual Items Excluding Goodwill,5850241.0,-15687960.0,6727312.0,-7464907.0,-5513512.0,,
Net Income From Continuing Operation Net Minority Interest,3881532.0,-17268697.0,2239896.0,-9039787.0,-6727869.0,,
Reconciled Depreciation,899.0,879.0,1214.0,1485.0,1495.0,,
Reconciled Cost Of Revenue,2853133.0,1568659.0,2254728.0,543308.0,168848.0,,
EBITDA,4104325.0,-1579858.0,-4486202.0,-1601395.0,-6726374.0,,
EBIT,4103426.0,-1580737.0,-4487416.0,-1602880.0,-6727869.0,,
Net Interest Income,-218325.0,,,,0.0,,
Interest Expense,221894.0,,,,0.0,,
Interest Income,3569.0,,,,0.0,,
Normalized Income,-740158.39,-1580737.0,-3074680.48,-1574880.0,-1214357.0,,
Net Income From Continuing And Discontinued Operation,3881532.0,-17268697.0,2239896.0,-9039787.0,-6727869.0,,
Total Expenses,4522582.0,3269672.0,6809199.0,2342037.0,1775549.0,,
Diluted Average Shares,27938660.0,19967045.0,,16158032.0,15758157.0,19410550.0,
Basic Average Shares,21259682.0,19967045.0,,16158032.0,15758157.0,15691677.0,
Diluted EPS,0.14,-0.86,,-0.56,-0.43,0.63,
Basic EPS,0.18,-0.86,,-0.56,-0.43,0.78,
Diluted NI Availto Com Stockholders,3881532.0,-17268697.0,2239896.0,-9039787.0,-6727869.0,,
Net Income Common Stockholders,3881532.0,-17268697.0,2239896.0,-9039787.0,-6727869.0,,
Net Income,3881532.0,-17268697.0,2239896.0,-9039787.0,-6727869.0,,
Net Income Including Noncontrolling Interests,3881532.0,-17268697.0,2239896.0,-9039787.0,-6727869.0,,
Net Income Continuous Operations,3881532.0,-17268697.0,2239896.0,-9039787.0,-6727869.0,,
Pretax Income,3881532.0,-17268697.0,2239896.0,-9039787.0,-6727869.0,,
Other Income Expense,5850241.0,-15687960.0,6727312.0,-7436907.0,-5513512.0,,
Other Non Operating Income Expenses,,,0.0,28000.0,,,
Special Income Charges,,,,,,,1251950.0
Write Off,,,,,,,-1251950.0
Gain On Sale Of Security,5850241.0,-15687960.0,6727312.0,-7464907.0,-5513512.0,,
Net Non Operating Interest Income Expense,-218325.0,,,,0.0,,
Interest Expense Non Operating,221894.0,,,,0.0,,
Interest Income Non Operating,3569.0,,,,0.0,,
Operating Income,-1750384.0,-1580737.0,-4487416.0,-1602880.0,-1214357.0,,
Operating Expense,1669449.0,1701013.0,4554471.0,1798729.0,1606701.0,,
Research And Development,193543.0,209251.0,232155.0,213332.0,163777.0,,
Selling General And Administration,1475906.0,1491762.0,4322316.0,1585397.0,1442924.0,,
Selling And Marketing Expense,22861.0,245172.0,-60697.0,55611.0,28477.0,,
General And Administrative Expense,1453045.0,1246590.0,4383013.0,1529786.0,1414447.0,,
Other Gand A,659645.0,558388.0,58795.0,586926.0,538956.0,,
Salaries And Wages,793400.0,688202.0,4324218.0,942860.0,875491.0,,
Gross Profit,-80935.0,120276.0,67055.0,195849.0,392344.0,,
Cost Of Revenue,2853133.0,1568659.0,2254728.0,543308.0,168848.0,,
Total Revenue,2772198.0,1688935.0,2321783.0,739157.0,561192.0,,
Operating Revenue,2772198.0,1688935.0,2321783.0,739157.0,561192.0,,
