,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-3347000.0,-3155000.0,-2847000.0,-3224000.0,-3933000.0,
Net Income From Continuing Operation Net Minority Interest,-3330000.0,-3172000.0,-1536000.0,-3553000.0,-4206000.0,
Reconciled Depreciation,44000.0,46000.0,62000.0,74000.0,64000.0,
Reconciled Cost Of Revenue,76000.0,38000.0,34000.0,39000.0,83000.0,
EBITDA,-3347000.0,-3155000.0,-2847000.0,-3224000.0,-3933000.0,
EBIT,-3391000.0,-3201000.0,-2909000.0,-3298000.0,-3997000.0,
Net Interest Income,61000.0,29000.0,1373000.0,2521000.0,-209000.0,
Interest Expense,,,,,209000.0,
Interest Income,61000.0,,1373000.0,,,
Normalized Income,-3330000.0,-3172000.0,-1536000.0,-3553000.0,-4206000.0,
Net Income From Continuing And Discontinued Operation,-3330000.0,-3172000.0,-1536000.0,-3553000.0,-4206000.0,
Total Expenses,3502000.0,3324000.0,3010000.0,3436000.0,4301000.0,
Total Operating Income As Reported,-3391000.0,-3201000.0,-2909000.0,-3298000.0,-3997000.0,
Diluted Average Shares,15325935.0,15325935.0,15325935.0,,10825935.0,10765985.0
Basic Average Shares,15325935.0,15325935.0,15325935.0,,10825935.0,10765985.0
Diluted EPS,-0.217279,-0.3,-0.100222,,-0.388511,-0.6
Basic EPS,-0.217279,-0.3,-0.100222,,-0.388511,-0.6
Diluted NI Availto Com Stockholders,-3330000.0,-3172000.0,-1536000.0,-3553000.0,-4206000.0,
Net Income Common Stockholders,-3330000.0,-3172000.0,-1536000.0,-3553000.0,-4206000.0,
Net Income,-3330000.0,-3172000.0,-1536000.0,-3553000.0,-4206000.0,
Net Income Including Noncontrolling Interests,-3330000.0,-3172000.0,-1536000.0,-3553000.0,-4206000.0,
Net Income Continuous Operations,-3330000.0,-3172000.0,-1536000.0,-3553000.0,-4206000.0,
Pretax Income,-3330000.0,-3172000.0,-1536000.0,-3553000.0,-4206000.0,
Net Non Operating Interest Income Expense,61000.0,29000.0,1373000.0,2521000.0,-209000.0,
Total Other Finance Cost,,-29000.0,,,,1715000.0
Interest Expense Non Operating,,,,,209000.0,
Interest Income Non Operating,61000.0,,1373000.0,,,
Operating Income,-3391000.0,-3201000.0,-2909000.0,-3298000.0,-3997000.0,
Operating Expense,3426000.0,3286000.0,2976000.0,3397000.0,4218000.0,
Research And Development,2442000.0,2367000.0,2158000.0,2432000.0,2886000.0,
Selling General And Administration,984000.0,919000.0,818000.0,965000.0,1332000.0,
Selling And Marketing Expense,238000.0,311000.0,265000.0,-1201000.0,460000.0,
General And Administrative Expense,746000.0,608000.0,553000.0,2166000.0,872000.0,
Other Gand A,746000.0,608000.0,553000.0,-1024000.0,872000.0,
Gross Profit,35000.0,85000.0,67000.0,99000.0,221000.0,
Cost Of Revenue,76000.0,38000.0,34000.0,39000.0,83000.0,
Total Revenue,111000.0,123000.0,101000.0,138000.0,304000.0,
Operating Revenue,111000.0,123000.0,101000.0,138000.0,304000.0,
