,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,-1872.0,-51930.005872,0.0,
Tax Rate For Calcs,0.219338,0.214,0.208,0.209395,0.205,
Total Unusual Items,0.0,0.0,-9000.0,-248000.0,0.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,-9000.0,-248000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,13112000.0,12418000.0,15067000.0,13464000.0,14833000.0,
Reconciled Depreciation,4826000.0,4350000.0,4419000.0,4363000.0,4094000.0,
Net Interest Income,42074000.0,42166000.0,41230000.0,41923000.0,42160000.0,
Interest Expense,24575000.0,23248000.0,22125000.0,20896000.0,19705000.0,
Interest Income,66649000.0,65414000.0,63355000.0,62819000.0,61865000.0,
Normalized Income,13112000.0,12418000.0,15074128.0,13660069.994128,14833000.0,
Net Income From Continuing And Discontinued Operation,13112000.0,12418000.0,15067000.0,13464000.0,14833000.0,
Diluted Average Shares,17027824.0,16904098.0,16872840.0,16827460.0,16800901.0,
Basic Average Shares,16931793.0,16883028.0,16859738.0,16820369.0,16792177.0,
Diluted EPS,0.76,0.73,0.88,0.79,0.88,
Basic EPS,0.77,0.73,0.88,0.79,0.88,
Diluted NI Availto Com Stockholders,12980000.0,12285000.0,14919000.0,13362000.0,14716000.0,
Average Dilution Earnings,,,,,,0.0
Net Income Common Stockholders,12980000.0,12285000.0,14919000.0,13362000.0,14716000.0,
Otherunder Preferred Stock Dividend,132000.0,133000.0,148000.0,102000.0,117000.0,
Net Income,13112000.0,12418000.0,15067000.0,13464000.0,14833000.0,
Net Income Including Noncontrolling Interests,13112000.0,12418000.0,15067000.0,13464000.0,14833000.0,
Net Income Continuous Operations,13112000.0,12418000.0,15067000.0,13464000.0,14833000.0,
Tax Provision,3684000.0,3391000.0,3945000.0,3566000.0,3820000.0,
Pretax Income,16796000.0,15809000.0,19012000.0,17030000.0,18653000.0,
Special Income Charges,0.0,0.0,-9000.0,-248000.0,0.0,
Other Special Charges,,,9000.0,,,-82000.0
Restructuring And Mergern Acquisition,0.0,0.0,0.0,0.0,0.0,
Depreciation Amortization Depletion Income Statement,567000.0,567000.0,762000.0,860000.0,859000.0,
Depreciation And Amortization In Income Statement,567000.0,567000.0,762000.0,860000.0,859000.0,
Amortization,567000.0,567000.0,762000.0,860000.0,859000.0,
Amortization Of Intangibles Income Statement,567000.0,567000.0,762000.0,860000.0,859000.0,
Selling General And Administration,18079000.0,17745000.0,18175000.0,17583000.0,17718000.0,
Selling And Marketing Expense,408000.0,606000.0,645000.0,625000.0,487000.0,
General And Administrative Expense,17671000.0,17139000.0,17530000.0,16958000.0,17231000.0,
Insurance And Claims,589000.0,531000.0,554000.0,702000.0,717000.0,
Salaries And Wages,17082000.0,16608000.0,16976000.0,16256000.0,16514000.0,
Total Revenue,50356000.0,50279000.0,50050000.0,50419000.0,50787000.0,
Operating Revenue,50356000.0,50279000.0,50050000.0,50419000.0,50787000.0,
Occupancy And Equipment,2436000.0,2419000.0,2437000.0,2443000.0,2489000.0,
Other Non Interest Expense,9503000.0,9479000.0,8490000.0,8895000.0,8498000.0,
