,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.253,0.228,0.224,0.20594,0.186,
Normalized EBITDA,2775602.0,2496826.0,2922236.0,2097773.0,2480339.0,
Net Income From Continuing Operation Net Minority Interest,1685039.0,1564179.0,1907539.0,1309933.0,1707493.0,
Reconciled Depreciation,414779.0,362267.0,343565.0,333825.0,337713.0,
Reconciled Cost Of Revenue,35435320.0,33907545.0,29537096.0,26964952.0,27142204.0,
EBITDA,2775602.0,2496826.0,2922236.0,2097773.0,2480339.0,
EBIT,2360823.0,2134559.0,2578671.0,1763947.0,2142626.0,
Net Interest Income,-106139.0,-109141.0,-120854.0,-114283.0,-117166.0,
Interest Expense,106139.0,109141.0,120854.0,114283.0,117166.0,
Normalized Income,1685039.0,1564179.0,1907539.0,1309933.0,1707493.0,
Net Income From Continuing And Discontinued Operation,1685039.0,1564179.0,1907539.0,1309933.0,1707493.0,
Total Expenses,44879087.0,43387860.0,37517637.0,35122217.0,34926297.0,
Total Operating Income As Reported,2020472.0,1909142.0,2340143.0,1593033.0,1950189.0,
Diluted Average Shares,26076748.0,26263554.0,26434039.0,,26824778.0,26931648.0
Basic Average Shares,26061748.0,26248554.0,26419039.0,,26809778.0,26916648.0
Diluted EPS,0.06,0.06,0.07,,0.06,0.06
Basic EPS,0.06,0.06,0.07,,0.06,0.06
Diluted NI Availto Com Stockholders,1685039.0,1564179.0,1907539.0,1309933.0,1707493.0,
Net Income Common Stockholders,1685039.0,1564179.0,1907539.0,1309933.0,1707493.0,
Net Income,1685039.0,1564179.0,1907539.0,1309933.0,1707493.0,
Net Income Including Noncontrolling Interests,1685039.0,1564179.0,1907539.0,1309933.0,1707493.0,
Net Income Continuous Operations,1685039.0,1564179.0,1907539.0,1309933.0,1707493.0,
Tax Provision,569645.0,461239.0,550278.0,339731.0,317967.0,
Pretax Income,2254684.0,2025418.0,2457817.0,1649664.0,2025460.0,
Other Income Expense,340351.0,225417.0,238528.0,170914.0,192437.0,
Other Non Operating Income Expenses,340351.0,225417.0,238528.0,170914.0,192437.0,
Net Non Operating Interest Income Expense,-106139.0,-109141.0,-120854.0,-114283.0,-117166.0,
Interest Expense Non Operating,106139.0,109141.0,120854.0,114283.0,117166.0,
Operating Income,2020472.0,1909142.0,2340143.0,1593033.0,1950189.0,
Operating Expense,9443767.0,9480315.0,7980541.0,8157266.0,7784093.0,
Depreciation Amortization Depletion Income Statement,414779.0,362267.0,343565.0,333826.0,337713.0,
Depreciation And Amortization In Income Statement,414779.0,362267.0,343565.0,333826.0,337713.0,
Selling General And Administration,9028988.0,9118048.0,7636976.0,7823440.0,7446380.0,
Gross Profit,11464239.0,11389457.0,10320684.0,9750299.0,9734282.0,
Cost Of Revenue,35435320.0,33907545.0,29537096.0,26964951.0,27142204.0,
Total Revenue,46899559.0,45297002.0,39857780.0,36715250.0,36876486.0,
Operating Revenue,46899559.0,45297002.0,39857780.0,36715250.0,36876486.0,
