,2024-10-31,2024-07-31,2024-04-30,2024-01-31,2023-10-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.154,0.310507,0.047088,0.193,0.048
Normalized EBITDA,2202000.0,3032000.0,1470000.0,2449000.0,2505000.0
Net Income From Continuing Operation Net Minority Interest,1738000.0,2054000.0,2307000.0,4152000.0,621000.0
Reconciled Depreciation,1166000.0,1188000.0,798000.0,1634000.0,1276000.0
Reconciled Cost Of Revenue,7802000.0,7727000.0,8069000.0,7649000.0,8142000.0
EBITDA,2202000.0,3032000.0,1470000.0,2449000.0,2505000.0
EBIT,1036000.0,1844000.0,672000.0,815000.0,1229000.0
Net Interest Income,865000.0,937000.0,882000.0,777000.0,1073000.0
Interest Income,865000.0,937000.0,882000.0,777000.0,1073000.0
Normalized Income,1738000.0,2054000.0,2307000.0,4152000.0,621000.0
Net Income From Continuing And Discontinued Operation,1738000.0,2054000.0,2174000.0,4088000.0,2363000.0
Total Expenses,24250000.0,24348000.0,24716000.0,24721000.0,24461000.0
Total Operating Income As Reported,1036000.0,1844000.0,672000.0,815000.0,1229000.0
Diluted Average Shares,33571000.0,33307000.0,33292000.0,33337000.0,34094000.0
Basic Average Shares,33555000.0,33284000.0,33220000.0,33292000.0,34071000.0
Diluted EPS,-0.06,0.06,0.07,0.12,0.07
Basic EPS,-0.06,0.06,0.07,0.12,0.07
Diluted NI Availto Com Stockholders,1738000.0,2054000.0,2174000.0,4088000.0,2363000.0
Net Income Common Stockholders,1738000.0,2054000.0,2174000.0,4088000.0,2363000.0
Net Income,1738000.0,2054000.0,2174000.0,4088000.0,2363000.0
Net Income Including Noncontrolling Interests,1738000.0,2054000.0,2174000.0,4088000.0,2363000.0
Net Income Discontinuous Operations,0.0,0.0,-133000.0,-64000.0,1742000.0
Net Income Continuous Operations,1738000.0,2054000.0,2307000.0,4152000.0,621000.0
Tax Provision,478000.0,925000.0,114000.0,1080000.0,31000.0
Pretax Income,2216000.0,2979000.0,2421000.0,5232000.0,652000.0
Other Income Expense,315000.0,198000.0,867000.0,3640000.0,-1650000.0
Other Non Operating Income Expenses,315000.0,198000.0,867000.0,3640000.0,-1650000.0
Net Non Operating Interest Income Expense,865000.0,937000.0,882000.0,777000.0,1073000.0
Interest Income Non Operating,865000.0,937000.0,882000.0,777000.0,1073000.0
Operating Income,1036000.0,1844000.0,672000.0,815000.0,1229000.0
Operating Expense,15473000.0,15624000.0,16046000.0,15631000.0,15172000.0
Depreciation Amortization Depletion Income Statement,191000.0,191000.0,197000.0,193000.0,129000.0
Depreciation And Amortization In Income Statement,191000.0,191000.0,197000.0,193000.0,129000.0
Amortization,191000.0,191000.0,197000.0,193000.0,129000.0
Amortization Of Intangibles Income Statement,191000.0,191000.0,197000.0,193000.0,129000.0
Research And Development,4347000.0,4364000.0,4592000.0,4546000.0,4269000.0
Selling General And Administration,10935000.0,11069000.0,11257000.0,10892000.0,10774000.0
Selling And Marketing Expense,5085000.0,5636000.0,5360000.0,5039000.0,5313000.0
General And Administrative Expense,5850000.0,5433000.0,5897000.0,5853000.0,5461000.0
Other Gand A,5850000.0,5433000.0,5897000.0,5853000.0,5461000.0
Gross Profit,16509000.0,17468000.0,16718000.0,16446000.0,16401000.0
Cost Of Revenue,8777000.0,8724000.0,8670000.0,9090000.0,9289000.0
Total Revenue,25286000.0,26192000.0,25388000.0,25536000.0,25690000.0
Operating Revenue,25286000.0,26192000.0,25388000.0,25536000.0,25690000.0
