,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.191264,0.334,0.360604,0.247,0.245962
Normalized EBITDA,391100000.0,308900000.0,344700000.0,369500000.0,558000000.0
Net Income From Continuing Operation Net Minority Interest,165200000.0,80700000.0,88100000.0,135800000.0,245900000.0
Reconciled Depreciation,148200000.0,147700000.0,159100000.0,152400000.0,153900000.0
Reconciled Cost Of Revenue,5447800000.0,5058600000.0,5179000000.0,5037400000.0,10648400000.0
EBITDA,391100000.0,308900000.0,344700000.0,369500000.0,558000000.0
EBIT,242900000.0,161200000.0,185600000.0,217100000.0,404100000.0
Net Interest Income,-25400000.0,-25800000.0,-26700000.0,-26500000.0,-51200000.0
Interest Expense,25400000.0,25800000.0,26700000.0,26500000.0,51200000.0
Normalized Income,165200000.0,80700000.0,88100000.0,135800000.0,245900000.0
Net Income From Continuing And Discontinued Operation,165200000.0,80700000.0,88100000.0,135800000.0,245900000.0
Total Expenses,5782300000.0,5378700000.0,5504700000.0,5363900000.0,11161000000.0
Diluted Average Shares,54056107.0,54227394.0,54800000.0,56373835.0,54140315.0
Basic Average Shares,53764586.0,53916073.0,53577554.0,56038579.0,53839060.0
Diluted EPS,3.06,1.49,1.61,2.41,4.54
Basic EPS,3.07,1.5,1.644345,2.42,4.57
Diluted NI Availto Com Stockholders,165200000.0,80700000.0,88100000.0,135800000.0,245900000.0
Net Income Common Stockholders,165200000.0,80700000.0,88100000.0,135800000.0,245900000.0
Net Income,165200000.0,80700000.0,88100000.0,135800000.0,245900000.0
Minority Interests,-26700000.0,-21800000.0,-26400000.0,-20200000.0,-48500000.0
Net Income Including Noncontrolling Interests,191900000.0,102500000.0,114500000.0,156000000.0,294400000.0
Net Income Continuous Operations,191900000.0,102500000.0,114500000.0,156000000.0,294400000.0
Earnings From Equity Interest Net Of Tax,16000000.0,12300000.0,12900000.0,12500000.0,28300000.0
Tax Provision,41600000.0,45200000.0,57300000.0,47100000.0,86800000.0
Pretax Income,217500000.0,135400000.0,158900000.0,190600000.0,352900000.0
Other Income Expense,-5200000.0,-20400000.0,-24300000.0,-3400000.0,-25600000.0
Other Non Operating Income Expenses,-5200000.0,-20400000.0,-24300000.0,-3400000.0,-25600000.0
Net Non Operating Interest Income Expense,-25400000.0,-25800000.0,-26700000.0,-26500000.0,-51200000.0
Interest Expense Non Operating,25400000.0,25800000.0,26700000.0,26500000.0,51200000.0
Operating Income,248100000.0,181600000.0,209900000.0,220500000.0,429700000.0
Operating Expense,191000000.0,177600000.0,177200000.0,184800000.0,368600000.0
Depreciation Amortization Depletion Income Statement,4700000.0,5200000.0,10600000.0,10700000.0,9900000.0
Depreciation And Amortization In Income Statement,4700000.0,5200000.0,10600000.0,10700000.0,9900000.0
Amortization,4700000.0,5200000.0,10600000.0,10700000.0,9900000.0
Amortization Of Intangibles Income Statement,4700000.0,5200000.0,10600000.0,10700000.0,9900000.0
Selling General And Administration,186300000.0,172400000.0,166600000.0,174100000.0,358700000.0
Gross Profit,439100000.0,359200000.0,387100000.0,405300000.0,798300000.0
Cost Of Revenue,5591300000.0,5201100000.0,5327500000.0,5179100000.0,10792400000.0
Total Revenue,6030400000.0,5560300000.0,5714600000.0,5584400000.0,11590700000.0
Operating Revenue,6030400000.0,5560300000.0,5714600000.0,5584400000.0,11590700000.0
