,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,25992.435703,0.0,49272.869429,7173226.306877,0.0
Tax Rate For Calcs,0.188351,0.174455,0.179828,0.291856,0.174289
Total Unusual Items,138000.0,0.0,274000.0,24578000.0,0.0
Total Unusual Items Excluding Goodwill,138000.0,0.0,274000.0,24578000.0,0.0
Net Income From Continuing Operation Net Minority Interest,3219000.0,2650000.0,4196000.0,12964000.0,2672000.0
Reconciled Depreciation,573000.0,682000.0,718000.0,604000.0,713000.0
Net Interest Income,11446000.0,11443000.0,11564000.0,11102000.0,10692000.0
Interest Expense,8299000.0,7469000.0,6395000.0,5770000.0,5157000.0
Interest Income,19745000.0,18912000.0,17959000.0,16872000.0,15849000.0
Normalized Income,3106992.435703,2650000.0,3971272.869429,-4440773.693123,2672000.0
Net Income From Continuing And Discontinued Operation,3219000.0,2650000.0,4196000.0,12964000.0,2672000.0
Diluted Average Shares,5346750.0,5152657.0,5142286.0,5135997.0,5126546.0
Basic Average Shares,5137586.0,5142139.0,5129903.0,5119184.0,5115026.0
Diluted EPS,0.6,0.51,0.82,2.52,0.52
Basic EPS,0.63,0.52,0.82,2.53,0.52
Diluted NI Availto Com Stockholders,3219000.0,2650000.0,4196000.0,12964000.0,2672000.0
Net Income Common Stockholders,3219000.0,2650000.0,4196000.0,12964000.0,2672000.0
Net Income,3219000.0,2650000.0,4196000.0,12964000.0,2672000.0
Net Income Including Noncontrolling Interests,3219000.0,2650000.0,4196000.0,12964000.0,2672000.0
Net Income Continuous Operations,3219000.0,2650000.0,4196000.0,12964000.0,2672000.0
Tax Provision,747000.0,560000.0,920000.0,5343000.0,564000.0
Pretax Income,3966000.0,3210000.0,5116000.0,18307000.0,3236000.0
Special Income Charges,138000.0,0.0,274000.0,24578000.0,0.0
Gain On Sale Of Business,138000.0,,,,0.0
Other Special Charges,,,-274000.0,0.0,
Gain On Sale Of Security,245000.0,-31000.0,-166000.0,-9830000.0,-37000.0
Depreciation Amortization Depletion Income Statement,264000.0,264000.0,341000.0,430000.0,445000.0
Depreciation And Amortization In Income Statement,264000.0,264000.0,341000.0,430000.0,445000.0
Amortization,264000.0,264000.0,341000.0,430000.0,445000.0
Amortization Of Intangibles Income Statement,264000.0,264000.0,341000.0,430000.0,445000.0
Selling General And Administration,4879000.0,4664000.0,4834000.0,6654000.0,5672000.0
Selling And Marketing Expense,141000.0,78000.0,129000.0,158000.0,114000.0
General And Administrative Expense,4738000.0,4586000.0,4705000.0,6496000.0,5558000.0
Insurance And Claims,177000.0,161000.0,129000.0,272000.0,189000.0
Salaries And Wages,4561000.0,4425000.0,4576000.0,6224000.0,5369000.0
Total Revenue,12138000.0,11768000.0,12952000.0,2676000.0,12843000.0
Operating Revenue,12138000.0,11768000.0,12952000.0,2676000.0,12843000.0
Occupancy And Equipment,1035000.0,1238000.0,1013000.0,1108000.0,963000.0
Professional Expense And Contract Services Expense,297000.0,208000.0,212000.0,434000.0,320000.0
Other Non Interest Expense,1876000.0,2220000.0,1747000.0,1740000.0,1801000.0
