,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.142932,0.158,0.21,0.194,0.237723
Normalized EBITDA,102224000.0,110370000.0,104387000.0,106324000.0,93776000.0
Net Income From Continuing Operation Net Minority Interest,21968000.0,30412000.0,36341000.0,24446000.0,32336000.0
Reconciled Depreciation,52837000.0,51667000.0,51447000.0,51160000.0,50776000.0
Reconciled Cost Of Revenue,64905000.0,61654000.0,60211000.0,56617000.0,53410000.0
EBITDA,102224000.0,110370000.0,104387000.0,106324000.0,93776000.0
EBIT,49387000.0,58703000.0,52940000.0,55164000.0,43000000.0
Net Interest Income,-22752000.0,-21824000.0,-22428000.0,-24246000.0,-23797000.0
Interest Expense,22752000.0,21824000.0,22428000.0,24246000.0,23797000.0
Normalized Income,21968000.0,30412000.0,36341000.0,24446000.0,32336000.0
Net Income From Continuing And Discontinued Operation,21968000.0,30412000.0,36341000.0,24446000.0,32336000.0
Total Expenses,166648000.0,154490000.0,160876000.0,157919000.0,157421000.0
Total Operating Income As Reported,50258000.0,60388000.0,52115000.0,54852000.0,43646000.0
Diluted Average Shares,108184000.0,110671000.0,113565625.0,114246000.0,121242000.0
Basic Average Shares,107813000.0,109759000.0,110357000.0,114246000.0,120612000.0
Diluted EPS,0.2,0.27,0.32,0.213977,0.27
Basic EPS,0.2,0.28,0.329304,0.213977,0.27
Diluted NI Availto Com Stockholders,21968000.0,30412000.0,36341000.0,24446000.0,32336000.0
Net Income Common Stockholders,21968000.0,30412000.0,36341000.0,24446000.0,32336000.0
Net Income,21968000.0,30412000.0,36341000.0,24446000.0,32336000.0
Net Income Including Noncontrolling Interests,21968000.0,30412000.0,36341000.0,24446000.0,32336000.0
Net Income Continuous Operations,21968000.0,30412000.0,36341000.0,24446000.0,32336000.0
Earnings From Equity Interest Net Of Tax,-860000.0,-648000.0,-413000.0,-467000.0,17698000.0
Tax Provision,3807000.0,5819000.0,-6242000.0,6005000.0,4565000.0
Pretax Income,26635000.0,36879000.0,30512000.0,30918000.0,19203000.0
Other Income Expense,-871000.0,-1685000.0,825000.0,312000.0,-646000.0
Other Non Operating Income Expenses,-871000.0,-1685000.0,825000.0,312000.0,-646000.0
Net Non Operating Interest Income Expense,-22752000.0,-21824000.0,-22428000.0,-24246000.0,-23797000.0
Interest Expense Non Operating,22752000.0,21824000.0,22428000.0,24246000.0,23797000.0
Operating Income,50258000.0,60388000.0,52115000.0,54852000.0,43646000.0
Operating Expense,101743000.0,92836000.0,100665000.0,101302000.0,104011000.0
Depreciation Amortization Depletion Income Statement,52837000.0,51667000.0,51447000.0,51160000.0,50776000.0
Depreciation And Amortization In Income Statement,52837000.0,51667000.0,51447000.0,51160000.0,50776000.0
Research And Development,4279000.0,5417000.0,8523000.0,6189000.0,6512000.0
Selling General And Administration,44627000.0,35752000.0,40695000.0,43953000.0,46723000.0
Gross Profit,152001000.0,153224000.0,152780000.0,156154000.0,147657000.0
Cost Of Revenue,64905000.0,61654000.0,60211000.0,56617000.0,53410000.0
Total Revenue,216906000.0,214878000.0,212991000.0,212771000.0,201067000.0
Operating Revenue,216906000.0,214878000.0,212991000.0,212771000.0,201067000.0
