,2025-06-30,2025-03-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,5700660.0,-4471950.0,-37421790.0,-17047380.0,-5060460.09
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21
Normalized EBITDA,-122794000.0,-52929000.0,-57337000.0,-59934000.0,22663970.0
Total Unusual Items,27146000.0,-21295000.0,-178199000.0,-81178000.0,-24097429.0
Total Unusual Items Excluding Goodwill,27146000.0,-21295000.0,-178199000.0,-81178000.0,-24097429.0
Net Income From Continuing Operation Net Minority Interest,-128066000.0,-109544000.0,-255570000.0,-165436000.0,-28783283.0
Reconciled Depreciation,3586000.0,3427000.0,,,
Reconciled Cost Of Revenue,3172000.0,3021000.0,2755000.0,2724000.0,
EBITDA,-95648000.0,-74224000.0,-235536000.0,-141112000.0,-1433459.0
EBIT,-99234000.0,-77651000.0,-235536000.0,-141112000.0,-1433459.0
Net Interest Income,-21009000.0,-21010000.0,-19169000.0,-19175000.0,574774.0
Interest Expense,21009000.0,21010000.0,19169000.0,19175000.0,
Interest Income,,,,,574774.0
Normalized Income,-149511340.0,-92720950.0,-114792790.0,-101305380.0,-9746314.09
Net Income From Continuing And Discontinued Operation,-128066000.0,-109544000.0,-255570000.0,-165436000.0,-28783283.0
Total Expenses,128888000.0,59796000.0,54609000.0,62235000.0,1433459.0
Total Operating Income As Reported,-128888000.0,-59796000.0,-54609000.0,-62235000.0,-1433459.0
Diluted Average Shares,91224345.0,84436726.0,62166298.0,60166269.0,
Basic Average Shares,91224345.0,84436726.0,62166298.0,60166269.0,
Diluted EPS,-1.4,-1.3,-4.11,-2.75,
Basic EPS,-1.4,-1.3,-4.11,-2.75,
Diluted NI Availto Com Stockholders,-128066000.0,-109544000.0,-255570000.0,-165436000.0,-28783283.0
Net Income Common Stockholders,-128066000.0,-109544000.0,-255570000.0,-165436000.0,-28783283.0
Net Income,-128066000.0,-109544000.0,-255570000.0,-165436000.0,-28783283.0
Net Income Including Noncontrolling Interests,-128066000.0,-109544000.0,-255570000.0,-165436000.0,-28783283.0
Net Income Continuous Operations,-128066000.0,-109544000.0,-255570000.0,-165436000.0,-28783283.0
Tax Provision,7823000.0,10883000.0,865000.0,5149000.0,128775.0
Pretax Income,-120243000.0,-98661000.0,-254705000.0,-160287000.0,-28654508.0
Other Income Expense,29654000.0,-17855000.0,-180927000.0,-78877000.0,-27795823.0
Other Non Operating Income Expenses,2508000.0,3440000.0,-2728000.0,2301000.0,
Gain On Sale Of Security,27146000.0,-21295000.0,-178199000.0,-81178000.0,-24097429.0
Net Non Operating Interest Income Expense,-21009000.0,-21010000.0,-19169000.0,-19175000.0,574774.0
Interest Expense Non Operating,21009000.0,21010000.0,19169000.0,19175000.0,
Interest Income Non Operating,,,,,574774.0
Operating Income,-128888000.0,-59796000.0,-54609000.0,-62235000.0,-1433459.0
Operating Expense,125716000.0,56775000.0,51854000.0,59511000.0,1433459.0
Other Operating Expenses,50398000.0,34443000.0,25629000.0,26294000.0,1433459.0
Selling General And Administration,75318000.0,22332000.0,26225000.0,33217000.0,
General And Administrative Expense,75318000.0,22332000.0,26225000.0,33217000.0,
Other Gand A,75318000.0,22332000.0,26225000.0,33217000.0,
Gross Profit,-3172000.0,-3021000.0,-2755000.0,-2724000.0,
Cost Of Revenue,3172000.0,3021000.0,2755000.0,2724000.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
