,2024-11-30,2024-08-31,2024-05-31,2024-02-29,2023-11-30,2023-08-31,2023-05-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.215284,0.177474,0.223429,0.134028,0.172897,,
Normalized EBITDA,1547113.0,3206961.0,1982428.0,2673445.0,1877540.0,,
Total Unusual Items,,,,,,0.0,0.0
Total Unusual Items Excluding Goodwill,,,,,,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,561091.0,1835788.0,976604.0,1701169.0,895521.0,,
Reconciled Depreciation,414875.0,425668.0,434767.0,437964.0,454665.0,,
Reconciled Cost Of Revenue,13175440.0,13129277.0,12793103.0,12503374.0,12847401.0,,
EBITDA,1547113.0,3206961.0,1982428.0,2673445.0,1877540.0,,
EBIT,1132238.0,2781293.0,1547661.0,2235481.0,1422875.0,,
Net Interest Income,-94653.0,-71863.0,-36195.0,-48548.0,-64696.0,,
Interest Expense,120220.0,91294.0,59939.0,77758.0,111138.0,,
Interest Income,25567.0,19431.0,23744.0,29210.0,46442.0,,
Normalized Income,561091.0,1835788.0,976604.0,1701169.0,895521.0,,
Net Income From Continuing And Discontinued Operation,561091.0,1835788.0,976604.0,1701169.0,895521.0,,
Total Expenses,22645434.0,22620847.0,21771508.0,21117316.0,21156441.0,,
Total Operating Income As Reported,1106671.0,2761862.0,1523917.0,2206271.0,1376433.0,,
Diluted Average Shares,9754209.0,9884611.0,10015674.0,9723671.0,9706581.0,,
Basic Average Shares,9470507.0,9446498.0,9431134.0,9427598.0,9427588.0,,
Diluted EPS,0.06,0.19,0.1,0.17,0.09,,
Basic EPS,0.06,0.2,0.1,0.18,0.09,,
Diluted NI Availto Com Stockholders,561091.0,1835788.0,976604.0,1701169.0,895521.0,,
Net Income Common Stockholders,561091.0,1835788.0,976604.0,1701169.0,895521.0,,
Net Income,561091.0,1835788.0,976604.0,1701169.0,895521.0,,
Minority Interests,-233056.0,-376805.0,-178718.0,-167359.0,-189420.0,,
Net Income Including Noncontrolling Interests,794147.0,2212593.0,1155322.0,1868528.0,1084941.0,,
Net Income Continuous Operations,794147.0,2212593.0,1155322.0,1868528.0,1084941.0,,
Tax Provision,217871.0,477406.0,332400.0,289195.0,226796.0,,
Pretax Income,1012018.0,2689999.0,1487722.0,2157723.0,1311737.0,,
Other Income Expense,2413712.0,2033602.0,2609228.0,2481049.0,2351199.0,,
Special Income Charges,,,,,,0.0,0.0
Restructuring And Mergern Acquisition,,,,,,0.0,0.0
Earnings From Equity Interest,2413712.0,2033602.0,2609228.0,2481049.0,2351199.0,,
Net Non Operating Interest Income Expense,-94653.0,-71863.0,-36195.0,-48548.0,-64696.0,,
Interest Expense Non Operating,120220.0,91294.0,59939.0,77758.0,111138.0,,
Interest Income Non Operating,25567.0,19431.0,23744.0,29210.0,46442.0,,
Operating Income,-1307041.0,728260.0,-1085311.0,-274778.0,-974766.0,,
Operating Expense,9469994.0,9491570.0,8978405.0,8613942.0,8309040.0,,
Research And Development,1343397.0,1209209.0,1245405.0,1242256.0,1105921.0,,
Selling General And Administration,8126597.0,8282361.0,7733000.0,7371686.0,7203119.0,,
Selling And Marketing Expense,4267654.0,4359833.0,4232887.0,4134894.0,3686058.0,,
General And Administrative Expense,3858943.0,3922528.0,3500113.0,3236792.0,3517061.0,,
Other Gand A,3858943.0,3922528.0,3500113.0,3236792.0,3517061.0,,
Gross Profit,8162953.0,10219830.0,7893094.0,8339164.0,7334274.0,,
Cost Of Revenue,13175440.0,13129277.0,12793103.0,12503374.0,12847401.0,,
Total Revenue,21338393.0,23349107.0,20686197.0,20842538.0,20181675.0,,
Operating Revenue,21338393.0,23349107.0,20686197.0,20842538.0,20181675.0,,
