,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-136778.115502,-79800.0,-232083.724302,-228501.0,-380800.0
Tax Rate For Calcs,0.273556,0.266,0.261946,0.279,0.272
Normalized EBITDA,77100000.0,114200000.0,86282000.0,62343000.0,65300000.0
Total Unusual Items,-500000.0,-300000.0,-886000.0,-819000.0,-1400000.0
Total Unusual Items Excluding Goodwill,-500000.0,-300000.0,-886000.0,-819000.0,-1400000.0
Net Income From Continuing Operation Net Minority Interest,23900000.0,50900000.0,36654000.0,17507000.0,18200000.0
Reconciled Depreciation,25900000.0,26500000.0,18194000.0,20206000.0,22100000.0
Reconciled Cost Of Revenue,106900000.0,175700000.0,119160000.0,89427000.0,93400000.0
EBITDA,76600000.0,113900000.0,85396000.0,61524000.0,63900000.0
EBIT,50700000.0,87400000.0,67202000.0,41318000.0,41800000.0
Net Interest Income,-17800000.0,-18100000.0,-17539000.0,-17022000.0,-16800000.0
Interest Expense,17800000.0,18100000.0,17539000.0,17022000.0,16800000.0
Normalized Income,24263221.884498,51120200.0,37307916.275698,18097499.0,19219200.0
Net Income From Continuing And Discontinued Operation,23900000.0,50900000.0,36654000.0,17507000.0,18200000.0
Total Expenses,142000000.0,211600000.0,147253000.0,118401000.0,124100000.0
Total Operating Income As Reported,50300000.0,86800000.0,66907000.0,40918000.0,40800000.0
Diluted Average Shares,23402000.0,23041000.0,22914000.0,22564000.0,22335000.0
Basic Average Shares,23307000.0,22957000.0,22838000.0,22501000.0,22284000.0
Diluted EPS,1.02,2.21,1.6,0.78,0.82
Basic EPS,1.03,2.22,1.6,0.78,0.82
Diluted NI Availto Com Stockholders,23900000.0,50900000.0,36654000.0,17507000.0,18200000.0
Net Income Common Stockholders,23900000.0,50900000.0,36654000.0,17507000.0,18200000.0
Net Income,23900000.0,50900000.0,36654000.0,17507000.0,18200000.0
Net Income Including Noncontrolling Interests,23900000.0,50900000.0,36654000.0,17507000.0,18200000.0
Net Income Continuous Operations,23900000.0,50900000.0,36654000.0,17507000.0,18200000.0
Tax Provision,9000000.0,18400000.0,13009000.0,6789000.0,6800000.0
Pretax Income,32900000.0,69300000.0,49663000.0,24296000.0,25000000.0
Other Income Expense,-100000.0,300000.0,-591000.0,-419000.0,-400000.0
Other Non Operating Income Expenses,400000.0,600000.0,295000.0,400000.0,1000000.0
Special Income Charges,-500000.0,-300000.0,-886000.0,-819000.0,-1400000.0
Restructuring And Mergern Acquisition,500000.0,300000.0,886000.0,819000.0,1400000.0
Net Non Operating Interest Income Expense,-17800000.0,-18100000.0,-17539000.0,-17022000.0,-16800000.0
Interest Expense Non Operating,17800000.0,18100000.0,17539000.0,17022000.0,16800000.0
Operating Income,50800000.0,87100000.0,67793000.0,41737000.0,42200000.0
Operating Expense,31100000.0,31900000.0,23855000.0,25619000.0,26500000.0
Other Taxes,9200000.0,9400000.0,9899000.0,8768000.0,8600000.0
Depreciation Amortization Depletion Income Statement,21900000.0,22500000.0,13956000.0,16851000.0,17900000.0
Depreciation And Amortization In Income Statement,21900000.0,22500000.0,13956000.0,16851000.0,17900000.0
Gross Profit,81900000.0,119000000.0,91648000.0,67356000.0,68700000.0
Cost Of Revenue,110900000.0,179700000.0,123398000.0,92782000.0,97600000.0
Total Revenue,192800000.0,298700000.0,215046000.0,160138000.0,166300000.0
Operating Revenue,199700000.0,298700000.0,215046000.0,160138000.0,172100000.0
