,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-317100.0,-46620.0,-12053790.0,-14137.723523,11130.0,,
Tax Rate For Calcs,0.21,0.21,0.21,0.000206,0.21,,
Normalized EBITDA,-26821000.0,-16912000.0,-11775000.0,-15766000.0,-16666000.0,,
Total Unusual Items,-1510000.0,-222000.0,-57399000.0,-68652000.0,53000.0,,
Total Unusual Items Excluding Goodwill,-1510000.0,-222000.0,-57399000.0,-68652000.0,53000.0,,
Net Income From Continuing Operation Net Minority Interest,-31959000.0,-20707000.0,-73511000.0,-87389000.0,-20059000.0,,
Reconciled Depreciation,2094000.0,3489000.0,3841000.0,2987000.0,3236000.0,,
Reconciled Cost Of Revenue,26573000.0,13385000.0,22650000.0,16068000.0,22549000.0,,
EBITDA,-28331000.0,-17134000.0,-69174000.0,-84418000.0,-16613000.0,,
EBIT,-30425000.0,-20623000.0,-73015000.0,-87405000.0,-19849000.0,,
Net Interest Income,71000.0,-56000.0,44000.0,-2000.0,-46000.0,,
Interest Expense,,56000.0,-44000.0,2000.0,46000.0,427000.0,
Interest Income,71000.0,,,,,,
Normalized Income,-30766100.0,-20531620.0,-28165790.0,-18751137.723523,-20100870.0,,
Net Income From Continuing And Discontinued Operation,-31959000.0,-20707000.0,-73511000.0,-87389000.0,-20059000.0,,
Total Expenses,59060000.0,40995000.0,45711000.0,42956000.0,53112000.0,,
Total Operating Income As Reported,-32209000.0,-21080000.0,-73590000.0,-88226000.0,-20649000.0,,
Diluted Average Shares,102899705.0,102466507.0,101165997.0,101113655.0,101009593.0,,
Basic Average Shares,102899705.0,102466507.0,101165997.0,101113655.0,101009593.0,,
Diluted EPS,-0.31,-0.2,-0.73,-0.86,-0.2,,
Basic EPS,-0.31,-0.2,-0.73,-0.86,-0.2,,
Diluted NI Availto Com Stockholders,-31959000.0,-20707000.0,-73511000.0,-87389000.0,-20059000.0,,
Net Income Common Stockholders,-31959000.0,-20707000.0,-73511000.0,-87389000.0,-20059000.0,,
Net Income,-31959000.0,-20707000.0,-73511000.0,-87389000.0,-20059000.0,,
Net Income Including Noncontrolling Interests,-31959000.0,-20707000.0,-73511000.0,-87389000.0,-20059000.0,,
Net Income Continuous Operations,-31959000.0,-20707000.0,-73511000.0,-87389000.0,-20059000.0,,
Tax Provision,95000.0,28000.0,540000.0,-18000.0,164000.0,,
Pretax Income,-31864000.0,-20679000.0,-72971000.0,-87407000.0,-19895000.0,,
Other Income Expense,-1510000.0,-222000.0,-57397000.0,-68654000.0,53000.0,,
Other Non Operating Income Expenses,,,,-2000.0,,,-1280000.0
Special Income Charges,-1784000.0,-679000.0,-57972000.0,-69439000.0,-747000.0,,
Other Special Charges,,,-2811000.0,328000.0,,,0.0
Impairment Of Capital Assets,,,57873000.0,69111000.0,,,0.0
Restructuring And Mergern Acquisition,1784000.0,679000.0,,,747000.0,1700000.0,
Gain On Sale Of Security,274000.0,457000.0,573000.0,787000.0,800000.0,,
Net Non Operating Interest Income Expense,71000.0,-56000.0,44000.0,-2000.0,-46000.0,,
Interest Expense Non Operating,,56000.0,-44000.0,2000.0,46000.0,427000.0,
Interest Income Non Operating,71000.0,,,,,,
Operating Income,-30425000.0,-20401000.0,-15618000.0,-18751000.0,-19902000.0,,
Operating Expense,32487000.0,27610000.0,23061000.0,26888000.0,30563000.0,,
Other Operating Expenses,6907000.0,5189000.0,4169000.0,3757000.0,4906000.0,,
Selling General And Administration,25580000.0,22421000.0,18892000.0,23131000.0,25657000.0,,
General And Administrative Expense,25580000.0,22421000.0,18892000.0,23131000.0,25657000.0,,
Other Gand A,11808000.0,8872000.0,7997000.0,7972000.0,8003000.0,,
Salaries And Wages,13772000.0,13549000.0,10895000.0,15159000.0,17654000.0,,
Gross Profit,2062000.0,7209000.0,7443000.0,8137000.0,10661000.0,,
Cost Of Revenue,26573000.0,13385000.0,22650000.0,16068000.0,22549000.0,,
Total Revenue,28635000.0,20594000.0,30093000.0,24205000.0,33210000.0,,
Operating Revenue,27846000.0,19917000.0,29734000.0,23607000.0,32967000.0,,
