,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-3228000.0,-3951000.0,-6200000.0,-3781000.0,-4116000.0,,
Total Unusual Items,445000.0,-119000.0,1590000.0,-117000.0,-78000.0,,
Total Unusual Items Excluding Goodwill,445000.0,-119000.0,1590000.0,-117000.0,-78000.0,,
Net Income From Continuing Operation Net Minority Interest,-2265000.0,-4163000.0,-2786000.0,-4285000.0,-4045000.0,,
Reconciled Depreciation,20000.0,69000.0,12000.0,23000.0,-2000.0,,
Reconciled Cost Of Revenue,7000.0,,-1080000.0,513000.0,27000.0,289000.0,
EBITDA,-2783000.0,-4070000.0,-4610000.0,-3898000.0,-4194000.0,,
EBIT,-2803000.0,-4139000.0,-4622000.0,-3921000.0,-4194000.0,,
Net Interest Income,93000.0,95000.0,1448000.0,-201000.0,227000.0,,
Interest Expense,,,,364000.0,445000.0,529000.0,617000.0
Interest Income,93000.0,95000.0,110000.0,163000.0,227000.0,,
Normalized Income,-2710000.0,-4044000.0,-4376000.0,-4168000.0,-3967000.0,,
Net Income From Continuing And Discontinued Operation,-2265000.0,-4232000.0,7304000.0,-4285000.0,-3700000.0,,
Total Expenses,3250000.0,4460000.0,1930000.0,5894000.0,4840000.0,,
Total Operating Income As Reported,-2803000.0,-4139000.0,-5824000.0,-3967000.0,-4194000.0,,
Diluted Average Shares,31163000.0,31042000.0,31366000.0,31039000.0,31038000.0,,
Basic Average Shares,31042000.0,31042000.0,31041000.0,31039000.0,31038000.0,,
Diluted EPS,-0.07,-0.13,0.24,-0.14,-0.12,,
Basic EPS,-0.07,-0.13,0.25,-0.14,-0.12,,
Diluted NI Availto Com Stockholders,-2265000.0,-4232000.0,7304000.0,-4285000.0,-3700000.0,,
Average Dilution Earnings,,,0.0,0.0,,,
Net Income Common Stockholders,-2265000.0,-4232000.0,7304000.0,-4285000.0,-3700000.0,,
Net Income,-2265000.0,-4232000.0,7304000.0,-4285000.0,-3700000.0,,
Net Income Including Noncontrolling Interests,-2265000.0,-4232000.0,7304000.0,-4285000.0,-3700000.0,,
Net Income Discontinuous Operations,0.0,-69000.0,,,345000.0,58000.0,
Net Income Continuous Operations,-2265000.0,-4163000.0,-2786000.0,-4285000.0,-4045000.0,,
Pretax Income,-2265000.0,-4163000.0,-2786000.0,-4285000.0,-4045000.0,,
Other Income Expense,445000.0,-119000.0,1590000.0,-117000.0,-78000.0,,
Gain On Sale Of Security,445000.0,-119000.0,1590000.0,-117000.0,-78000.0,,
Net Non Operating Interest Income Expense,93000.0,95000.0,1448000.0,-201000.0,227000.0,,
Interest Expense Non Operating,,,,364000.0,445000.0,529000.0,617000.0
Interest Income Non Operating,93000.0,95000.0,110000.0,163000.0,227000.0,,
Operating Income,-2803000.0,-4139000.0,-5824000.0,-3967000.0,-4194000.0,,
Operating Expense,3243000.0,4460000.0,3010000.0,5381000.0,4813000.0,,
Research And Development,1176000.0,1883000.0,1853000.0,2164000.0,2247000.0,,
Selling General And Administration,2067000.0,2577000.0,1157000.0,3217000.0,2566000.0,,
Gross Profit,440000.0,,-2814000.0,1414000.0,619000.0,1538000.0,
Cost Of Revenue,7000.0,,-1080000.0,513000.0,27000.0,289000.0,
Total Revenue,447000.0,321000.0,-3894000.0,1927000.0,646000.0,,
Operating Revenue,447000.0,321000.0,-3894000.0,1927000.0,646000.0,,
