,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-27750.795334,98840.506929,-5167260.0,-1718220.0,-12300960.0
Tax Rate For Calcs,0.266835,0.254744,0.21,0.21,0.21
Normalized EBITDA,90632000.0,106349000.0,96930000.0,81356000.0,50256000.0
Total Unusual Items,-104000.0,388000.0,-24606000.0,-8182000.0,-58576000.0
Total Unusual Items Excluding Goodwill,-104000.0,388000.0,-24606000.0,-8182000.0,-58576000.0
Net Income From Continuing Operation Net Minority Interest,10214000.0,22064000.0,-19529000.0,-4993000.0,-61600000.0
Reconciled Depreciation,31341000.0,37164000.0,37966000.0,37180000.0,25395000.0
Reconciled Cost Of Revenue,311756000.0,297679000.0,272976000.0,271571000.0,249257000.0
EBITDA,90528000.0,106737000.0,72324000.0,73174000.0,-8320000.0
EBIT,59187000.0,69573000.0,34358000.0,35994000.0,-33715000.0
Net Interest Income,-30193000.0,-28363000.0,-27565000.0,-24580000.0,-25828000.0
Interest Expense,29011000.0,27358000.0,26561000.0,24872000.0,24777000.0
Interest Income,146000.0,,,1848000.0,
Normalized Income,10290249.204666,21774840.506929,-90260.0,1470780.0,-15324960.0
Net Income From Continuing And Discontinued Operation,11921000.0,22064000.0,-19529000.0,-1648000.0,137437000.0
Total Expenses,488781000.0,512355000.0,481252000.0,477532000.0,398430000.0
Total Operating Income As Reported,400318000.0,-70268000.0,61343000.0,38576000.0,-32338000.0
Diluted Average Shares,,75645000.0,75389000.0,75274000.0,
Basic Average Shares,,75645000.0,75389000.0,75274000.0,
Diluted EPS,,0.08,-0.45,-0.85,
Basic EPS,,0.08,-0.45,-0.85,
Diluted NI Availto Com Stockholders,93421000.0,5895000.0,-34180000.0,-63558000.0,127577000.0
Net Income Common Stockholders,93421000.0,5895000.0,-34180000.0,-63558000.0,127577000.0
Otherunder Preferred Stock Dividend,-64690000.0,6633000.0,5559000.0,52987000.0,30865000.0
Preferred Stock Dividends,,9536000.0,9092000.0,8923000.0,
Net Income,11921000.0,22064000.0,-19529000.0,-1648000.0,137437000.0
Minority Interests,-11910000.0,-9397000.0,-5806000.0,-7429000.0,-2004000.0
Net Income Including Noncontrolling Interests,23831000.0,31461000.0,-13723000.0,5781000.0,139441000.0
Net Income Discontinuous Operations,1707000.0,0.0,0.0,3345000.0,199037000.0
Net Income Continuous Operations,22124000.0,31461000.0,-13723000.0,2436000.0,-59596000.0
Tax Provision,8052000.0,10754000.0,21520000.0,8686000.0,1104000.0
Pretax Income,30176000.0,42215000.0,7797000.0,11122000.0,-58492000.0
Other Income Expense,425000.0,310000.0,-25981000.0,-11056000.0,-57158000.0
Other Non Operating Income Expenses,2238000.0,-78000.0,-1375000.0,-2874000.0,1418000.0
Special Income Charges,-885000.0,388000.0,-24606000.0,-8182000.0,-57757000.0
Gain On Sale Of Business,0.0,388000.0,-24606000.0,,
Write Off,,,,,56832000.0
Impairment Of Capital Assets,0.0,0.0,0.0,8182000.0,56832000.0
Net Non Operating Interest Income Expense,-30193000.0,-28363000.0,-27565000.0,-24580000.0,-25828000.0
Total Other Finance Cost,1328000.0,1005000.0,1004000.0,1556000.0,3002000.0
Interest Expense Non Operating,29011000.0,27358000.0,26561000.0,24872000.0,24777000.0
Interest Income Non Operating,146000.0,,,1848000.0,
Operating Income,59944000.0,70268000.0,61343000.0,46758000.0,24494000.0
Operating Expense,164897000.0,204310000.0,197771000.0,195069000.0,139890000.0
Other Operating Expenses,19078000.0,18758000.0,18864000.0,18067000.0,16534000.0
Depreciation Amortization Depletion Income Statement,19213000.0,26798000.0,27461000.0,26288000.0,16112000.0
Depreciation And Amortization In Income Statement,19213000.0,26798000.0,27461000.0,26288000.0,16112000.0
Amortization,19213000.0,26798000.0,27461000.0,26288000.0,16112000.0
Amortization Of Intangibles Income Statement,19213000.0,26798000.0,27461000.0,26288000.0,16112000.0
Selling General And Administration,126606000.0,158754000.0,151446000.0,150714000.0,107244000.0
Gross Profit,224841000.0,274578000.0,259114000.0,241827000.0,164384000.0
Cost Of Revenue,323884000.0,308045000.0,283481000.0,282463000.0,258540000.0
Total Revenue,548725000.0,582623000.0,542595000.0,524290000.0,422924000.0
Operating Revenue,548725000.0,582623000.0,542595000.0,524290000.0,422924000.0
