,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,-20163.714339,-6758430.0,0.0,-8299.49436,,
Tax Rate For Calcs,0.0,0.012493,0.21,0.0,0.036562,,
Normalized EBITDA,-2866000.0,-3193000.0,-5002000.0,-4651000.0,-4219000.0,,
Total Unusual Items,917000.0,-1614000.0,-32183000.0,-441000.0,-227000.0,,
Total Unusual Items Excluding Goodwill,917000.0,-1614000.0,-32183000.0,-441000.0,-227000.0,,
Net Income From Continuing Operation Net Minority Interest,-2152000.0,-4777000.0,-32862000.0,-5283000.0,-4683000.0,,
Reconciled Depreciation,535000.0,523000.0,547000.0,556000.0,554000.0,,
Reconciled Cost Of Revenue,5499000.0,5187000.0,6273000.0,6603000.0,5673000.0,,
EBITDA,-1949000.0,-4807000.0,-37185000.0,-5092000.0,-4446000.0,,
EBIT,-2484000.0,-5330000.0,-37732000.0,-5648000.0,-5000000.0,,
Net Interest Income,-98000.0,-24000.0,-32000.0,-25000.0,53000.0,,
Interest Expense,123000.0,33000.0,41000.0,53000.0,142000.0,,
Interest Income,25000.0,9000.0,9000.0,28000.0,195000.0,,
Normalized Income,-3069000.0,-3183163.714339,-7437430.0,-4842000.0,-4464299.49436,,
Net Income From Continuing And Discontinued Operation,-2152000.0,-4777000.0,-32862000.0,-5283000.0,-4683000.0,,
Total Expenses,8710000.0,8680000.0,11151000.0,10832000.0,9199000.0,,
Rent Expense Supplemental,,,,,,136000.0,134000.0
Total Operating Income As Reported,-3425000.0,-3726000.0,-28309000.0,-4671000.0,-4935000.0,,
Diluted Average Shares,9092518.0,8685925.0,,7066772.0,7066772.0,7066772.0,
Basic Average Shares,9092518.0,8685925.0,,7066772.0,7066772.0,7066772.0,
Diluted EPS,-0.24,-0.55,,-0.75,-0.66,-0.58,
Basic EPS,-0.24,-0.55,,-0.75,-0.66,-0.58,
Diluted NI Availto Com Stockholders,-2152000.0,-4777000.0,-32862000.0,-5283000.0,-4683000.0,,
Net Income Common Stockholders,-2152000.0,-4777000.0,-32862000.0,-5283000.0,-4683000.0,,
Net Income,-2152000.0,-4777000.0,-32862000.0,-5283000.0,-4683000.0,,
Minority Interests,455000.0,519000.0,5082000.0,418000.0,271000.0,,
Net Income Including Noncontrolling Interests,-2607000.0,-5296000.0,-37944000.0,-5701000.0,-4954000.0,,
Net Income Discontinuous Operations,,,0.0,0.0,,,
Net Income Continuous Operations,-2607000.0,-5296000.0,-37944000.0,-5701000.0,-4954000.0,,
Tax Provision,0.0,-67000.0,171000.0,0.0,-188000.0,,
Pretax Income,-2607000.0,-5363000.0,-37773000.0,-5701000.0,-5142000.0,,
Other Income Expense,916000.0,-1613000.0,-32006000.0,-443000.0,-207000.0,,
Other Non Operating Income Expenses,1000.0,4000.0,179000.0,2000.0,12000.0,,
Special Income Charges,-643000.0,-684000.0,-33427000.0,0.0,165000.0,,
Gain On Sale Of Ppe,-43000.0,-684000.0,0.0,0.0,165000.0,,
Write Off,,,782000.0,0.0,,,
Impairment Of Capital Assets,600000.0,,,,0.0,,
Earnings From Equity Interest,-2000.0,-3000.0,-2000.0,-4000.0,8000.0,,
Gain On Sale Of Security,1560000.0,-930000.0,1244000.0,-441000.0,-392000.0,,
Net Non Operating Interest Income Expense,-98000.0,-24000.0,-32000.0,-25000.0,53000.0,,
Interest Expense Non Operating,123000.0,33000.0,41000.0,53000.0,142000.0,,
Interest Income Non Operating,25000.0,9000.0,9000.0,28000.0,195000.0,,
Operating Income,-3425000.0,-3726000.0,-5735000.0,-5233000.0,-4988000.0,,
Operating Expense,3211000.0,3493000.0,4878000.0,4229000.0,3526000.0,,
Other Operating Expenses,,,4932000.0,562000.0,53000.0,294000.0,117000.0
Research And Development,,,,,,50000.0,463000.0
Selling General And Administration,3211000.0,3493000.0,-332000.0,3667000.0,3473000.0,,
Selling And Marketing Expense,,,,,,493000.0,511000.0
General And Administrative Expense,,,,,,2356000.0,1803000.0
Other Gand A,,,,,,2220000.0,1669000.0
Rent And Landing Fees,,,,,,136000.0,134000.0
Salaries And Wages,,,,,,,0.0
Gross Profit,-214000.0,-233000.0,-857000.0,-1004000.0,-1462000.0,,
Cost Of Revenue,5499000.0,5187000.0,6273000.0,6603000.0,5673000.0,,
Total Revenue,5285000.0,4954000.0,5416000.0,5599000.0,4211000.0,,
Operating Revenue,5285000.0,4954000.0,5416000.0,5599000.0,4211000.0,,
