,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-531300.0,79800.0,-4857300.0,7334250.0,7606.804103,,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,7.1e-05,,
Normalized EBITDA,-16652000.0,-14914000.0,9887000.0,-47752000.0,-116548000.0,,
Total Unusual Items,-2530000.0,380000.0,-23130000.0,34925000.0,107006000.0,,
Total Unusual Items Excluding Goodwill,-2530000.0,380000.0,-23130000.0,34925000.0,107006000.0,,
Net Income From Continuing Operation Net Minority Interest,-20765000.0,-13149000.0,-35339000.0,23037000.0,98463000.0,,
Reconciled Depreciation,134000.0,135000.0,68000.0,34000.0,33000.0,,
Reconciled Cost Of Revenue,0.0,0.0,87000.0,-714000.0,343000.0,,
EBITDA,-19182000.0,-14534000.0,-13243000.0,-12827000.0,-9542000.0,,
EBIT,-19316000.0,-14669000.0,-13311000.0,-12861000.0,-9575000.0,,
Net Interest Income,1102000.0,1148000.0,1216000.0,964000.0,1039000.0,,
Interest Expense,,,,,,,-81000.0
Interest Income,1102000.0,1148000.0,,,1039000.0,100000.0,
Normalized Income,-18766300.0,-13449200.0,-17066300.0,-4553750.0,-8535393.195897,,
Net Income From Continuing And Discontinued Operation,-20765000.0,-13149000.0,-35339000.0,23037000.0,98463000.0,,
Total Expenses,19316000.0,14669000.0,13503000.0,13110000.0,9575000.0,,
Total Operating Income As Reported,-19316000.0,-14669000.0,-13311000.0,-12861000.0,-9575000.0,,
Diluted Average Shares,10829760.0,10514901.0,,10784037.0,7653302.0,859381.0,
Basic Average Shares,10829760.0,10514901.0,,5546257.0,1034130.0,859381.0,
Diluted EPS,-1.92,-1.25,,-2.83,-14.07,-141.14,
Basic EPS,-1.92,-1.25,,0.98,4.21,-141.14,
Diluted NI Availto Com Stockholders,-20765000.0,-13149000.0,112909000.0,-30563000.0,-107692000.0,,
Average Dilution Earnings,,,,-36025000.0,-112046000.0,,
Net Income Common Stockholders,-20765000.0,-13149000.0,-35162000.0,5462000.0,4354000.0,,
Otherunder Preferred Stock Dividend,,,,17575000.0,94109000.0,,
Net Income,-20765000.0,-13149000.0,-35339000.0,23037000.0,98463000.0,,
Net Income Including Noncontrolling Interests,-20765000.0,-13149000.0,-35339000.0,23037000.0,98463000.0,,
Net Income Continuous Operations,-20765000.0,-13149000.0,-35339000.0,23037000.0,98463000.0,,
Tax Provision,16000.0,8000.0,114000.0,-14000.0,7000.0,,
Pretax Income,-20749000.0,-13141000.0,-35225000.0,23023000.0,98470000.0,,
Other Income Expense,-2535000.0,380000.0,-23130000.0,34920000.0,107006000.0,,
Other Non Operating Income Expenses,-5000.0,,0.0,-5000.0,,-9220000.0,0.0
Special Income Charges,,,0.0,0.0,0.0,-9220000.0,
Other Special Charges,,,0.0,,103000.0,9220000.0,
Restructuring And Mergern Acquisition,,,0.0,0.0,0.0,9220000.0,
Gain On Sale Of Security,-2530000.0,380000.0,-23130000.0,34925000.0,107006000.0,,
Net Non Operating Interest Income Expense,1102000.0,1148000.0,1216000.0,964000.0,1039000.0,,
Total Other Finance Cost,,,-1216000.0,-964000.0,-1039000.0,,-81000.0
Interest Expense Non Operating,,,,,,,-81000.0
Interest Income Non Operating,1102000.0,1148000.0,,,1039000.0,100000.0,
Operating Income,-19316000.0,-14669000.0,-13311000.0,-12861000.0,-9575000.0,,
Operating Expense,19316000.0,14669000.0,13416000.0,13824000.0,9232000.0,,
Depreciation Amortization Depletion Income Statement,,,,,,,0.0
Depreciation And Amortization In Income Statement,,,,,,,0.0
Amortization,,,,,,,0.0
Amortization Of Intangibles Income Statement,,,,,,,0.0
Research And Development,14074000.0,9123000.0,8183000.0,9538000.0,4704000.0,,
Selling General And Administration,5242000.0,5546000.0,5233000.0,4286000.0,4528000.0,,
Selling And Marketing Expense,56000.0,12000.0,,,21000.0,7000.0,7000.0
General And Administrative Expense,5186000.0,5534000.0,4444000.0,4286000.0,4507000.0,,
Other Gand A,2029000.0,2041000.0,1515000.0,2029000.0,2865000.0,,
Salaries And Wages,3157000.0,3493000.0,2929000.0,2257000.0,1642000.0,,
Gross Profit,0.0,0.0,105000.0,963000.0,-343000.0,,
Cost Of Revenue,0.0,0.0,87000.0,-714000.0,343000.0,,
Total Revenue,0.0,0.0,192000.0,249000.0,0.0,,
Operating Revenue,0.0,0.0,192000.0,249000.0,0.0,,
