,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-624019.828316,-506310.0,21630.0,-8338505.0,-499162.801855,,
Tax Rate For Calcs,0.201427,0.21,0.21,0.037,0.194227,,
Normalized EBITDA,22126000.0,21990000.0,28566000.0,212501000.0,32472000.0,,
Total Unusual Items,-3098000.0,-2411000.0,103000.0,-225365000.0,-2570000.0,,
Total Unusual Items Excluding Goodwill,-3098000.0,-2411000.0,103000.0,-225365000.0,-2570000.0,,
Net Income From Continuing Operation Net Minority Interest,6605000.0,3758000.0,7815000.0,-233594000.0,20154000.0,,
Reconciled Depreciation,15826000.0,15341000.0,14820000.0,15117000.0,15292000.0,,
Reconciled Cost Of Revenue,157148000.0,137981000.0,143993000.0,179054000.0,161459000.0,,
EBITDA,19028000.0,19579000.0,28669000.0,-12864000.0,29902000.0,,
EBIT,3202000.0,4238000.0,13849000.0,-27981000.0,14610000.0,,
Net Interest Income,8001000.0,7444000.0,7409000.0,11103000.0,12778000.0,,
Interest Income,,7444000.0,,11103000.0,,14177000.0,
Normalized Income,9078980.171684,5662690.0,7733630.0,-16567505.0,22224837.198145,,
Net Income From Continuing And Discontinued Operation,6605000.0,3758000.0,7815000.0,-233594000.0,20154000.0,,
Total Expenses,247519000.0,223555000.0,220488000.0,261124000.0,243035000.0,,
Total Operating Income As Reported,104000.0,1827000.0,13952000.0,-253346000.0,12040000.0,,
Diluted Average Shares,42577327.0,42831786.0,42781000.0,43837357.0,45012474.0,,
Basic Average Shares,42480862.0,42604799.0,42652000.0,43837357.0,44917696.0,,
Diluted EPS,0.16,0.09,0.18,-5.33,0.45,,
Basic EPS,0.16,0.09,0.18,-5.33,0.45,,
Diluted NI Availto Com Stockholders,6605000.0,3758000.0,7815000.0,-233594000.0,20154000.0,,
Net Income Common Stockholders,6605000.0,3758000.0,7815000.0,-233594000.0,20154000.0,,
Net Income,6605000.0,3758000.0,7815000.0,-233594000.0,20154000.0,,
Minority Interests,,,,,,,0.0
Net Income Including Noncontrolling Interests,6605000.0,3758000.0,7815000.0,-233594000.0,20154000.0,,
Net Income Continuous Operations,6605000.0,3758000.0,7815000.0,-233594000.0,20154000.0,,
Tax Provision,1666000.0,6857000.0,14197000.0,-8920000.0,4858000.0,,
Pretax Income,8271000.0,10615000.0,22012000.0,-242514000.0,25012000.0,,
Other Income Expense,-2932000.0,-1067000.0,754000.0,-225636000.0,-2376000.0,,
Other Non Operating Income Expenses,166000.0,1344000.0,651000.0,-271000.0,194000.0,,
Special Income Charges,0.0,0.0,-440000.0,-224217000.0,674000.0,,
Gain On Sale Of Ppe,0.0,0.0,,,674000.0,6776000.0,
Gain On Sale Of Business,,,0.0,-197651000.0,,,0.0
Impairment Of Capital Assets,,,440000.0,26566000.0,,,0.0
Restructuring And Mergern Acquisition,,,0.0,0.0,0.0,0.0,69000.0
Gain On Sale Of Security,-3098000.0,-2411000.0,543000.0,-1148000.0,-3244000.0,,
Net Non Operating Interest Income Expense,8001000.0,7444000.0,7409000.0,11103000.0,12778000.0,,
Total Other Finance Cost,-8001000.0,,,,-12778000.0,,
Interest Income Non Operating,,7444000.0,,11103000.0,,14177000.0,
Operating Income,3202000.0,4238000.0,13849000.0,-27981000.0,14610000.0,,
Operating Expense,90371000.0,85574000.0,76495000.0,82070000.0,81576000.0,,
Research And Development,29937000.0,28336000.0,25738000.0,27177000.0,27487000.0,,
Selling General And Administration,60434000.0,57238000.0,50757000.0,54893000.0,54089000.0,,
Selling And Marketing Expense,25552000.0,24430000.0,21864000.0,22233000.0,22487000.0,,
General And Administrative Expense,34882000.0,32808000.0,28893000.0,32660000.0,31602000.0,,
Other Gand A,34882000.0,32808000.0,28893000.0,32660000.0,31602000.0,,
Gross Profit,93573000.0,89812000.0,90344000.0,54089000.0,96186000.0,,
Cost Of Revenue,157148000.0,137981000.0,143993000.0,179054000.0,161459000.0,,
Total Revenue,250721000.0,227793000.0,234337000.0,233143000.0,257645000.0,,
Operating Revenue,250721000.0,227793000.0,234337000.0,233143000.0,257645000.0,,
