,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,61530.0,93240.0,244860.0,578970.0,134400.0,
Tax Rate For Calcs,0.21,0.09,0.21,0.21,0.21,
Normalized EBITDA,-7781000.0,-163425000.0,3966000.0,9660000.0,15819000.0,
Total Unusual Items,293000.0,1036000.0,1166000.0,2757000.0,640000.0,
Total Unusual Items Excluding Goodwill,293000.0,1036000.0,1166000.0,2757000.0,640000.0,
Net Income From Continuing Operation Net Minority Interest,-24042000.0,-155993000.0,-11811000.0,-5956000.0,-1088000.0,
Reconciled Depreciation,5029000.0,6092000.0,6981000.0,7987000.0,8074000.0,
Reconciled Cost Of Revenue,39127000.0,43800000.0,40624000.0,46063000.0,55976000.0,
EBITDA,-7488000.0,-162389000.0,5132000.0,12417000.0,16459000.0,
EBIT,-13672000.0,-168481000.0,-1889000.0,4146000.0,5226000.0,
Net Interest Income,-9730000.0,-2534000.0,-8137000.0,-6811000.0,-2876000.0,
Interest Expense,9730000.0,2534000.0,8137000.0,6811000.0,2876000.0,
Normalized Income,-24273470.0,-156935760.0,-12732140.0,-8134030.0,-1593600.0,
Net Income From Continuing And Discontinued Operation,-24042000.0,-155993000.0,-11811000.0,-5956000.0,-1088000.0,
Total Expenses,52858000.0,147368000.0,56387000.0,62357000.0,74461000.0,
Total Operating Income As Reported,-12550000.0,-94803000.0,-12032000.0,-6818000.0,-8862000.0,
Diluted Average Shares,,48040000.0,47964000.0,,47942000.0,47718000.0
Basic Average Shares,,48040000.0,47964000.0,,47942000.0,47718000.0
Diluted EPS,,-3.25,-0.25,,-0.02,-0.09
Basic EPS,,-3.25,-0.25,,-0.02,-0.09
Diluted NI Availto Com Stockholders,-24042000.0,-155993000.0,-11811000.0,-5956000.0,-1088000.0,
Net Income Common Stockholders,-24042000.0,-155993000.0,-11811000.0,-5956000.0,-1088000.0,
Net Income,-24042000.0,-155993000.0,-11811000.0,-5956000.0,-1088000.0,
Net Income Including Noncontrolling Interests,-24042000.0,-155993000.0,-11811000.0,-5956000.0,-1088000.0,
Net Income Continuous Operations,-24042000.0,-155993000.0,-11811000.0,-5956000.0,-1088000.0,
Tax Provision,640000.0,-15022000.0,1785000.0,3291000.0,3438000.0,
Pretax Income,-23402000.0,-171015000.0,-10026000.0,-2665000.0,2350000.0,
Other Income Expense,-829000.0,-72642000.0,11309000.0,13721000.0,14728000.0,
Other Non Operating Income Expenses,-1122000.0,-73678000.0,10143000.0,10964000.0,14088000.0,
Special Income Charges,293000.0,1036000.0,1166000.0,2757000.0,640000.0,
Gain On Sale Of Ppe,293000.0,1036000.0,1166000.0,2757000.0,2450000.0,
Write Off,,,,,,-44000.0
Impairment Of Capital Assets,0.0,,,0.0,1810000.0,
Net Non Operating Interest Income Expense,-9730000.0,-2534000.0,-8137000.0,-6811000.0,-2876000.0,
Interest Expense Non Operating,9730000.0,2534000.0,8137000.0,6811000.0,2876000.0,
Operating Income,-12843000.0,-95839000.0,-13198000.0,-9575000.0,-9502000.0,
Operating Expense,14886000.0,103527000.0,15803000.0,16578000.0,21644000.0,
Other Operating Expenses,,,40000.0,284000.0,1800000.0,
Provision For Doubtful Accounts,32000.0,89383000.0,229000.0,-177000.0,11000.0,
Depreciation Amortization Depletion Income Statement,6184000.0,6051000.0,7021000.0,8271000.0,11233000.0,
Depletion Income Statement,762000.0,353000.0,40000.0,284000.0,1800000.0,
Depreciation And Amortization In Income Statement,5422000.0,5698000.0,6981000.0,7987000.0,9433000.0,
Amortization,193000.0,193000.0,193000.0,193000.0,193000.0,
Amortization Of Intangibles Income Statement,193000.0,193000.0,193000.0,193000.0,193000.0,
Depreciation Income Statement,5229000.0,5505000.0,6788000.0,7794000.0,9240000.0,
Selling General And Administration,8670000.0,8093000.0,8553000.0,8484000.0,10400000.0,
General And Administrative Expense,8670000.0,8093000.0,8553000.0,8484000.0,10400000.0,
Other Gand A,8451000.0,7874000.0,8334000.0,8266000.0,10181000.0,
Salaries And Wages,219000.0,219000.0,219000.0,218000.0,219000.0,
Gross Profit,2043000.0,7688000.0,2605000.0,7003000.0,12142000.0,
Cost Of Revenue,37972000.0,43841000.0,40584000.0,45779000.0,52817000.0,
Total Revenue,40015000.0,51529000.0,43189000.0,52782000.0,64959000.0,
Operating Revenue,40015000.0,51529000.0,43189000.0,52782000.0,64959000.0,
