,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-7360000.0,-6455000.0,-6371000.0,-6197000.0,-5581000.0
Net Income From Continuing Operation Net Minority Interest,-7144000.0,-6302000.0,-6050000.0,-6041000.0,-5356000.0
Reconciled Depreciation,102000.0,102000.0,89000.0,112000.0,100000.0
EBITDA,-7360000.0,-6455000.0,-6371000.0,-6197000.0,-5581000.0
EBIT,-7462000.0,-6557000.0,-6460000.0,-6309000.0,-5681000.0
Normalized Income,-7144000.0,-6302000.0,-6050000.0,-6041000.0,-5356000.0
Net Income From Continuing And Discontinued Operation,-7144000.0,-6302000.0,-6050000.0,-6041000.0,-5356000.0
Total Expenses,7462000.0,6557000.0,6460000.0,6309000.0,5681000.0
Total Operating Income As Reported,-7462000.0,-6557000.0,-6460000.0,-6309000.0,-5681000.0
Diluted Average Shares,59244000.0,59236000.0,57423000.0,55247000.0,55021000.0
Basic Average Shares,59244000.0,59236000.0,57423000.0,55247000.0,55021000.0
Diluted EPS,-0.12,-0.11,-0.11,-0.11,-0.1
Basic EPS,-0.12,-0.11,-0.11,-0.11,-0.1
Diluted NI Availto Com Stockholders,-7144000.0,-6302000.0,-6050000.0,-6041000.0,-5356000.0
Net Income Common Stockholders,-7144000.0,-6302000.0,-6050000.0,-6041000.0,-5356000.0
Net Income,-7144000.0,-6302000.0,-6050000.0,-6041000.0,-5356000.0
Net Income Including Noncontrolling Interests,-7144000.0,-6302000.0,-6050000.0,-6041000.0,-5356000.0
Net Income Continuous Operations,-7144000.0,-6302000.0,-6050000.0,-6041000.0,-5356000.0
Pretax Income,-7144000.0,-6302000.0,-6050000.0,-6041000.0,-5356000.0
Other Income Expense,318000.0,255000.0,410000.0,268000.0,325000.0
Other Non Operating Income Expenses,318000.0,255000.0,410000.0,268000.0,325000.0
Operating Income,-7462000.0,-6557000.0,-6460000.0,-6309000.0,-5681000.0
Operating Expense,7462000.0,6557000.0,6460000.0,6309000.0,5681000.0
Research And Development,4759000.0,4217000.0,4303000.0,4203000.0,3513000.0
Selling General And Administration,2703000.0,2340000.0,2157000.0,2106000.0,2168000.0
General And Administrative Expense,2703000.0,2340000.0,2157000.0,2106000.0,2168000.0
Other Gand A,2703000.0,2340000.0,2157000.0,2106000.0,2168000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
