,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,4091155.014376,1051960.370782,-267960.0,10710.0,1467266.773902,
Tax Rate For Calcs,0.005044,0.067214,0.21,0.21,0.116431,
Normalized EBITDA,209632000.0,303337000.0,229242000.0,201345000.0,239046000.0,
Total Unusual Items,811037000.0,15651000.0,-1276000.0,51000.0,12602000.0,
Total Unusual Items Excluding Goodwill,811037000.0,15651000.0,-1276000.0,51000.0,12602000.0,
Net Income From Continuing Operation Net Minority Interest,759345000.0,102368000.0,16729000.0,-3626000.0,50789000.0,
Reconciled Depreciation,120089000.0,121265000.0,121142000.0,120394000.0,113877000.0,
Reconciled Cost Of Revenue,,,,,,210503000.0
EBITDA,1020669000.0,318988000.0,227966000.0,201396000.0,251648000.0,
EBIT,900580000.0,197723000.0,106824000.0,81002000.0,137771000.0,
Net Interest Income,-76895000.0,-87698000.0,-89200000.0,-88454000.0,-87805000.0,
Interest Expense,83230000.0,90706000.0,95244000.0,95587000.0,92388000.0,
Interest Income,11034000.0,8118000.0,11283000.0,12453000.0,10596000.0,
Normalized Income,-47600844.985624,87768960.370782,17737040.0,-3666290.0,39654266.773902,
Net Income From Continuing And Discontinued Operation,759345000.0,102368000.0,16729000.0,-3626000.0,50789000.0,
Total Expenses,374900000.0,379492000.0,385741000.0,387666000.0,377629000.0,
Diluted Average Shares,201066000.0,200735000.0,200084000.0,190556000.0,194405000.0,
Basic Average Shares,191984000.0,191371000.0,190679000.0,190556000.0,190492000.0,
Diluted EPS,3.7,0.43,0.01,-0.1,0.18,
Basic EPS,3.87,0.45,0.01,-0.1,0.19,
Diluted NI Availto Com Stockholders,744244000.0,87125000.0,1203000.0,-19154000.0,35260000.0,
Average Dilution Earnings,425000.0,283000.0,0.0,0.0,0.0,
Net Income Common Stockholders,743819000.0,86842000.0,1203000.0,-19154000.0,35260000.0,
Otherunder Preferred Stock Dividend,0.0,,,0.0,0.0,-2000.0
Preferred Stock Dividends,15526000.0,15526000.0,15526000.0,15528000.0,15529000.0,
Net Income,759345000.0,102368000.0,16729000.0,-3626000.0,50789000.0,
Minority Interests,-53882000.0,2544000.0,10971000.0,15842000.0,10690000.0,
Net Income Including Noncontrolling Interests,813227000.0,99824000.0,5758000.0,-19468000.0,40099000.0,
Net Income Continuous Operations,813227000.0,99824000.0,5758000.0,-19468000.0,40099000.0,
Tax Provision,4123000.0,7193000.0,5822000.0,4883000.0,5284000.0,
Pretax Income,817350000.0,107017000.0,11580000.0,-14585000.0,45383000.0,
Other Income Expense,827708000.0,112628000.0,28731000.0,18280000.0,60551000.0,
Special Income Charges,811015000.0,15508000.0,-1341000.0,113000.0,12687000.0,
Gain On Sale Of Ppe,811736000.0,15551000.0,0.0,0.0,16048000.0,
Restructuring And Mergern Acquisition,721000.0,43000.0,1341000.0,-113000.0,3361000.0,
Earnings From Equity Interest,16671000.0,96977000.0,30007000.0,18229000.0,47949000.0,
Gain On Sale Of Security,22000.0,143000.0,65000.0,-62000.0,-85000.0,
Net Non Operating Interest Income Expense,-76895000.0,-87698000.0,-89200000.0,-88454000.0,-87805000.0,
Total Other Finance Cost,4699000.0,5110000.0,5239000.0,5320000.0,6013000.0,
Interest Expense Non Operating,83230000.0,90706000.0,95244000.0,95587000.0,92388000.0,
Interest Income Non Operating,11034000.0,8118000.0,11283000.0,12453000.0,10596000.0,
Operating Income,66537000.0,82087000.0,72049000.0,55589000.0,72637000.0,
Operating Expense,374900000.0,379492000.0,385741000.0,387666000.0,377629000.0,
Other Operating Expenses,219348000.0,224740000.0,236043000.0,236149000.0,229380000.0,
Depreciation Amortization Depletion Income Statement,115574000.0,116155000.0,113061000.0,116006000.0,109774000.0,
Depreciation And Amortization In Income Statement,115574000.0,116155000.0,113061000.0,116006000.0,109774000.0,
Selling General And Administration,39978000.0,38597000.0,36637000.0,35511000.0,38475000.0,
General And Administrative Expense,39978000.0,38597000.0,36637000.0,35511000.0,38475000.0,
Other Gand A,39978000.0,38597000.0,36637000.0,35511000.0,38475000.0,
Gross Profit,,,,,,221961000.0
Cost Of Revenue,,,,,,219925000.0
Total Revenue,441437000.0,461579000.0,457790000.0,443255000.0,450266000.0,
Operating Revenue,441437000.0,461579000.0,457790000.0,443255000.0,450266000.0,
