,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-1326170.0,-1201059.0,-4129430.0,-1479880.0,-1403683.0,
Total Unusual Items,0.0,0.0,,248869.0,81911.0,-418111.0
Total Unusual Items Excluding Goodwill,0.0,0.0,,248869.0,81911.0,-418111.0
Net Income From Continuing Operation Net Minority Interest,-1412566.0,-1287995.0,-4163584.0,-1388929.0,-1932382.0,
Reconciled Depreciation,82517.0,81119.0,28337.0,61817.0,40225.0,
EBITDA,-1326170.0,-1201059.0,-4129430.0,-1231011.0,-1321772.0,
EBIT,-1408687.0,-1282178.0,-4157767.0,-1292828.0,-1361997.0,
Net Interest Income,-3599.0,-5535.0,-5536.0,-95800.0,-570102.0,
Interest Expense,3879.0,5817.0,5817.0,96101.0,570385.0,
Interest Income,280.0,282.0,281.0,301.0,283.0,
Normalized Income,-1412566.0,-1287995.0,-4163584.0,-1637798.0,-2014293.0,
Net Income From Continuing And Discontinued Operation,-1412566.0,-1287995.0,-4163584.0,-1388929.0,-1932382.0,
Total Expenses,1415547.0,1290330.0,4173976.0,1547308.0,1454221.0,
Total Operating Income As Reported,-1408967.0,-1282460.0,-4158048.0,-1541998.0,-1444191.0,
Diluted Average Shares,24442853.0,22607618.0,21077225.0,,11903708.0,10242430.0
Basic Average Shares,24442853.0,22607618.0,21077225.0,,11903708.0,10242430.0
Diluted EPS,-0.06,-0.06,-0.2,,-0.16,-0.39
Basic EPS,-0.06,-0.06,-0.2,,-0.16,-0.39
Diluted NI Availto Com Stockholders,-1412566.0,-1287995.0,-4163584.0,-1388929.0,-1932382.0,
Net Income Common Stockholders,-1412566.0,-1287995.0,-4163584.0,-1388929.0,-1932382.0,
Net Income,-1412566.0,-1287995.0,-4163584.0,-1388929.0,-1932382.0,
Net Income Including Noncontrolling Interests,-1412566.0,-1287995.0,-4163584.0,-1388929.0,-1932382.0,
Net Income Continuous Operations,-1412566.0,-1287995.0,-4163584.0,-1388929.0,-1932382.0,
Tax Provision,0.0,0.0,0.0,0.0,0.0,
Pretax Income,-1412566.0,-1287995.0,-4163584.0,-1388929.0,-1932382.0,
Other Income Expense,,,,248869.0,81911.0,-418111.0
Special Income Charges,0.0,0.0,,444701.0,112944.0,-364295.0
Other Special Charges,,,,-444701.0,-112944.0,364295.0
Restructuring And Mergern Acquisition,,,,0.0,0.0,0.0
Gain On Sale Of Security,,,,-195832.0,-31033.0,-53816.0
Net Non Operating Interest Income Expense,-3599.0,-5535.0,-5536.0,-95800.0,-570102.0,
Interest Expense Non Operating,3879.0,5817.0,5817.0,96101.0,570385.0,
Interest Income Non Operating,280.0,282.0,281.0,301.0,283.0,
Operating Income,-1408967.0,-1282460.0,-4158048.0,-1541998.0,-1444191.0,
Operating Expense,1415547.0,1290330.0,4173976.0,1547308.0,1454221.0,
Depreciation Amortization Depletion Income Statement,4802.0,4794.0,4793.0,4802.0,4802.0,
Depreciation And Amortization In Income Statement,4802.0,4794.0,4793.0,4802.0,4802.0,
Amortization,4802.0,4794.0,4793.0,4802.0,4802.0,
Amortization Of Intangibles Income Statement,4802.0,4794.0,4793.0,4802.0,4802.0,
Research And Development,5247.0,7280.0,10840.0,7492.0,38708.0,
Selling General And Administration,1405498.0,1278256.0,4158343.0,1535014.0,1410711.0,
Selling And Marketing Expense,52059.0,57779.0,34402.0,43288.0,34067.0,
General And Administrative Expense,1353439.0,1220477.0,4123941.0,1491726.0,1376644.0,
Other Gand A,1353439.0,1220477.0,4123941.0,1491726.0,1376644.0,
Total Revenue,6580.0,7870.0,15928.0,5310.0,10030.0,
Operating Revenue,6580.0,7870.0,15928.0,5310.0,10030.0,
