,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-7298130.0,26422.127099,-50610.0,0.0,215880.0,,
Tax Rate For Calcs,0.21,0.003951,0.21,0.0,0.21,,
Normalized EBITDA,32956000.0,-2511000.0,-7221000.0,-4560000.0,-2803000.0,,
Total Unusual Items,-34753000.0,6687000.0,-241000.0,-673000.0,1028000.0,,
Total Unusual Items Excluding Goodwill,-34753000.0,6687000.0,-241000.0,-673000.0,1028000.0,,
Net Income From Continuing Operation Net Minority Interest,-37647000.0,3025000.0,-9052000.0,-5611000.0,-1147000.0,,
Reconciled Depreciation,122000.0,148000.0,181000.0,266000.0,469000.0,,
Reconciled Cost Of Revenue,12683000.0,9778000.0,9522000.0,10576000.0,10447000.0,,
EBITDA,-1797000.0,4176000.0,-7462000.0,-5233000.0,-1775000.0,,
EBIT,-1919000.0,4028000.0,-7643000.0,-5499000.0,-2244000.0,,
Net Interest Income,-979000.0,-991000.0,-1377000.0,-112000.0,20000.0,,
Interest Expense,,991000.0,1377000.0,112000.0,,161000.0,193000.0
Interest Income,,,,,20000.0,,
Normalized Income,-10192130.0,-3635577.872901,-8861610.0,-4938000.0,-1959120.0,,
Net Income From Continuing And Discontinued Operation,-37647000.0,3025000.0,-9052000.0,-5611000.0,-1147000.0,,
Total Expenses,27982000.0,23775000.0,27893000.0,26944000.0,22943000.0,,
Total Operating Income As Reported,-1919000.0,-2671000.0,-7408000.0,-4822000.0,-2244000.0,,
Diluted Average Shares,15716376.0,15383287.0,15108332.0,11042602.0,8867399.0,,
Basic Average Shares,15716376.0,15383287.0,15108332.0,11042602.0,8867399.0,,
Diluted EPS,-2.37,0.11,-0.63,-0.61,-0.3,,
Basic EPS,-2.37,0.11,-0.63,-0.61,-0.3,,
Diluted NI Availto Com Stockholders,-37187000.0,1748000.0,-9682000.0,-6756000.0,-2682000.0,,
Average Dilution Earnings,,0.0,,,,-6148000.0,
Net Income Common Stockholders,-37187000.0,1748000.0,-9682000.0,-6756000.0,-2682000.0,,
Otherunder Preferred Stock Dividend,-1309000.0,430000.0,-218000.0,-70000.0,0.0,,
Preferred Stock Dividends,849000.0,847000.0,848000.0,1215000.0,1535000.0,,
Net Income,-37647000.0,3025000.0,-9052000.0,-5611000.0,-1147000.0,,
Net Income Including Noncontrolling Interests,-37647000.0,3025000.0,-9052000.0,-5611000.0,-1147000.0,,
Net Income Continuous Operations,-37647000.0,3025000.0,-9052000.0,-5611000.0,-1147000.0,,
Tax Provision,33000.0,12000.0,32000.0,0.0,22000.0,,
Pretax Income,-37614000.0,3037000.0,-9020000.0,-5611000.0,-1125000.0,,
Other Income Expense,-34716000.0,6699000.0,-235000.0,-677000.0,1099000.0,,
Other Non Operating Income Expenses,37000.0,12000.0,6000.0,-4000.0,71000.0,,
Gain On Sale Of Security,-34753000.0,6687000.0,-241000.0,-673000.0,1028000.0,,
Net Non Operating Interest Income Expense,-979000.0,-991000.0,-1377000.0,-112000.0,20000.0,,
Total Other Finance Cost,979000.0,,,,-20000.0,,
Interest Expense Non Operating,,991000.0,1377000.0,112000.0,,161000.0,193000.0
Interest Income Non Operating,,,,,20000.0,,
Operating Income,-1919000.0,-2671000.0,-7408000.0,-4822000.0,-2244000.0,,
Operating Expense,15299000.0,13997000.0,18371000.0,16368000.0,12496000.0,,
Research And Development,3753000.0,2903000.0,2541000.0,2559000.0,2354000.0,,
Selling General And Administration,11546000.0,11094000.0,15830000.0,13809000.0,10142000.0,,
Selling And Marketing Expense,4318000.0,4002000.0,3990000.0,4022000.0,3852000.0,,
General And Administrative Expense,7228000.0,7092000.0,11840000.0,9787000.0,6290000.0,,
Other Gand A,7228000.0,7092000.0,11840000.0,9787000.0,6290000.0,,
Gross Profit,13380000.0,11326000.0,10963000.0,11546000.0,10252000.0,,
Cost Of Revenue,12683000.0,9778000.0,9522000.0,10576000.0,10447000.0,,
Total Revenue,26063000.0,21104000.0,20485000.0,22122000.0,20699000.0,,
Operating Revenue,26063000.0,21104000.0,20485000.0,22122000.0,20699000.0,,
