,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-7299000.0,-16433000.0,-7301000.0,-12399000.0,-12229000.0,
Net Income From Continuing Operation Net Minority Interest,-6878000.0,-15938000.0,-6652000.0,-11568000.0,-11353000.0,
Reconciled Depreciation,204000.0,205000.0,204000.0,202000.0,189000.0,
EBITDA,-7299000.0,-16433000.0,-7301000.0,-12399000.0,-12229000.0,
EBIT,-7503000.0,-16638000.0,-7505000.0,-12601000.0,-12418000.0,
Net Interest Income,625000.0,700000.0,853000.0,1033000.0,1065000.0,
Interest Income,625000.0,700000.0,853000.0,1033000.0,1065000.0,
Normalized Income,-6878000.0,-15938000.0,-6652000.0,-11568000.0,-11353000.0,
Net Income From Continuing And Discontinued Operation,-6878000.0,-15938000.0,-6652000.0,-11568000.0,-11353000.0,
Total Expenses,7503000.0,16638000.0,7505000.0,12601000.0,12418000.0,
Total Operating Income As Reported,-7503000.0,-16638000.0,-7505000.0,-12601000.0,-12418000.0,
Diluted Average Shares,31195891.0,31195891.0,,31071297.0,30103063.0,27886486.0
Basic Average Shares,31195891.0,31195891.0,,31071297.0,30103063.0,27886486.0
Diluted EPS,-0.22,-0.51,,-0.37,-0.38,-0.31
Basic EPS,-0.22,-0.51,,-0.37,-0.38,-0.31
Diluted NI Availto Com Stockholders,-6878000.0,-15938000.0,-6652000.0,-11568000.0,-11353000.0,
Net Income Common Stockholders,-6878000.0,-15938000.0,-6652000.0,-11568000.0,-11353000.0,
Net Income,-6878000.0,-15938000.0,-6652000.0,-11568000.0,-11353000.0,
Net Income Including Noncontrolling Interests,-6878000.0,-15938000.0,-6652000.0,-11568000.0,-11353000.0,
Net Income Continuous Operations,-6878000.0,-15938000.0,-6652000.0,-11568000.0,-11353000.0,
Pretax Income,-6878000.0,-15938000.0,-6652000.0,-11568000.0,-11353000.0,
Net Non Operating Interest Income Expense,625000.0,700000.0,853000.0,1033000.0,1065000.0,
Interest Income Non Operating,625000.0,700000.0,853000.0,1033000.0,1065000.0,
Operating Income,-7503000.0,-16638000.0,-7505000.0,-12601000.0,-12418000.0,
Operating Expense,7503000.0,16638000.0,7505000.0,12601000.0,12418000.0,
Research And Development,4879000.0,7700000.0,4811000.0,9774000.0,8825000.0,
Selling General And Administration,2624000.0,8938000.0,2694000.0,2827000.0,3593000.0,
General And Administrative Expense,2624000.0,8938000.0,2694000.0,2827000.0,3593000.0,
Other Gand A,2624000.0,8938000.0,2694000.0,2827000.0,3593000.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
