,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-6133.245884,-6975.0,-20620530.0,-268664.0,6460.896789,,
Tax Rate For Calcs,0.266663,0.279,0.21,0.284,0.280909,,
Normalized EBITDA,98670000.0,89308000.0,86800000.0,94880000.0,93936000.0,,
Total Unusual Items,-23000.0,-25000.0,-98193000.0,-946000.0,23000.0,,
Total Unusual Items Excluding Goodwill,-23000.0,-25000.0,-98193000.0,-946000.0,23000.0,,
Net Income From Continuing Operation Net Minority Interest,38575000.0,32339000.0,-66656000.0,34732000.0,34223000.0,,
Reconciled Depreciation,29155000.0,27490000.0,27543000.0,26631000.0,27465000.0,,
Reconciled Cost Of Revenue,13893000.0,13139000.0,13281000.0,11086000.0,12546000.0,,
EBITDA,98647000.0,89283000.0,-11393000.0,93934000.0,93959000.0,,
EBIT,69174000.0,61469000.0,-39250000.0,67216000.0,66437000.0,,
Net Interest Income,-16572000.0,-16636000.0,-16699000.0,-18723000.0,-18845000.0,,
Interest Expense,16572000.0,16636000.0,16699000.0,18723000.0,18845000.0,,
Normalized Income,38591866.754116,32357025.0,10916470.0,35409336.0,34206460.896789,,
Net Income From Continuing And Discontinued Operation,38575000.0,32339000.0,-66656000.0,34732000.0,34223000.0,,
Total Expenses,172831000.0,165869000.0,167814000.0,161661000.0,161257000.0,,
Total Operating Income As Reported,63194000.0,57385000.0,-43390000.0,63890000.0,61169000.0,,
Diluted Average Shares,161543000.0,162066000.0,163342000.0,167624000.0,168615000.0,,
Basic Average Shares,159478000.0,159544000.0,163342000.0,164735000.0,166064000.0,,
Diluted EPS,0.24,0.2,-0.41,0.21,0.2,,
Basic EPS,0.24,0.2,-0.41,0.21,0.21,,
Diluted NI Availto Com Stockholders,38575000.0,32339000.0,-66656000.0,34732000.0,34223000.0,,
Net Income Common Stockholders,38575000.0,32339000.0,-66656000.0,34732000.0,34223000.0,,
Net Income,38575000.0,32339000.0,-66656000.0,34732000.0,34223000.0,,
Net Income Including Noncontrolling Interests,38575000.0,32339000.0,-66656000.0,34732000.0,34223000.0,,
Net Income Continuous Operations,38575000.0,32339000.0,-66656000.0,34732000.0,34223000.0,,
Tax Provision,14027000.0,12494000.0,10707000.0,13761000.0,13369000.0,,
Pretax Income,52602000.0,44833000.0,-55949000.0,48493000.0,47592000.0,,
Other Income Expense,5980000.0,4084000.0,-92936000.0,3326000.0,5268000.0,,
Other Non Operating Income Expenses,6003000.0,4109000.0,5257000.0,4272000.0,5245000.0,,
Special Income Charges,-23000.0,-25000.0,-98193000.0,-33000.0,0.0,,
Other Special Charges,23000.0,25000.0,1117000.0,33000.0,,595000.0,
Gain On Sale Of Security,,,0.0,-913000.0,23000.0,396000.0,-2764000.0
Net Non Operating Interest Income Expense,-16572000.0,-16636000.0,-16699000.0,-18723000.0,-18845000.0,,
Interest Expense Non Operating,16572000.0,16636000.0,16699000.0,18723000.0,18845000.0,,
Operating Income,63194000.0,57385000.0,53686000.0,63890000.0,61169000.0,,
Operating Expense,159256000.0,153054000.0,154847000.0,150662000.0,148768000.0,,
Other Operating Expenses,81317000.0,73739000.0,74368000.0,76026000.0,74903000.0,,
Depreciation Amortization Depletion Income Statement,29473000.0,27814000.0,27857000.0,26718000.0,27522000.0,,
Depreciation And Amortization In Income Statement,29473000.0,27814000.0,27857000.0,26718000.0,27522000.0,,
Selling General And Administration,48466000.0,51501000.0,52622000.0,47918000.0,46343000.0,,
Gross Profit,222450000.0,210439000.0,208533000.0,214552000.0,209937000.0,,
Cost Of Revenue,13575000.0,12815000.0,12967000.0,10999000.0,12489000.0,,
Total Revenue,236025000.0,223254000.0,221500000.0,225551000.0,222426000.0,,
Operating Revenue,236025000.0,223254000.0,221500000.0,225551000.0,222426000.0,,
