,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.001053,,0.21,0.21
Normalized EBITDA,-1998000.0,-2724000.0,-1819000.0,-1416000.0,-1140000.0,
Net Income From Continuing Operation Net Minority Interest,-2062000.0,-2820000.0,-1898000.0,,-1351000.0,-1019000.0
Reconciled Depreciation,190000.0,200000.0,259000.0,,349000.0,316000.0
Reconciled Cost Of Revenue,1892000.0,2324000.0,2471000.0,,3273000.0,3635000.0
EBITDA,-1998000.0,-2724000.0,-1819000.0,-1416000.0,-1140000.0,
EBIT,-2188000.0,-2924000.0,-2078000.0,-1739000.0,-1489000.0,
Net Interest Income,29000.0,0.0,0.0,,-86000.0,-91000.0
Interest Expense,,0.0,0.0,,86000.0,91000.0
Normalized Income,-2062000.0,-2820000.0,-1898000.0,,-1351000.0,-1019000.0
Net Income From Continuing And Discontinued Operation,-2062000.0,-2820000.0,-1898000.0,,-1351000.0,-1019000.0
Total Expenses,4692000.0,5228000.0,5700000.0,,6378000.0,6838000.0
Total Operating Income As Reported,-2188000.0,-2924000.0,-2078000.0,,-1489000.0,-1355000.0
Diluted Average Shares,23969148.0,23969148.0,23969148.0,,23960313.0,23955802.0
Basic Average Shares,23969148.0,23969148.0,23969148.0,,23960313.0,23955802.0
Diluted EPS,-0.09,-0.12,-0.08,,-0.06,-0.04
Basic EPS,-0.09,-0.12,-0.08,,-0.06,-0.04
Diluted NI Availto Com Stockholders,-2062000.0,-2820000.0,-1898000.0,,-1351000.0,-1019000.0
Net Income Common Stockholders,-2062000.0,-2820000.0,-1898000.0,,-1351000.0,-1019000.0
Net Income,-2062000.0,-2820000.0,-1898000.0,,-1351000.0,-1019000.0
Net Income Including Noncontrolling Interests,-2062000.0,-2820000.0,-1898000.0,,-1351000.0,-1019000.0
Net Income Continuous Operations,-2062000.0,-2820000.0,-1898000.0,,-1351000.0,-1019000.0
Tax Provision,16000.0,15000.0,-2000.0,,19000.0,10000.0
Pretax Income,-2046000.0,-2805000.0,-1900000.0,,-1332000.0,-1009000.0
Other Income Expense,113000.0,119000.0,178000.0,,243000.0,437000.0
Other Non Operating Income Expenses,113000.0,119000.0,178000.0,,243000.0,437000.0
Net Non Operating Interest Income Expense,29000.0,0.0,0.0,,-86000.0,-91000.0
Total Other Finance Cost,-29000.0,,,68000.0,86000.0,91000.0
Interest Expense Non Operating,,0.0,0.0,,86000.0,91000.0
Operating Income,-2188000.0,-2924000.0,-2078000.0,,-1489000.0,-1355000.0
Operating Expense,2800000.0,2904000.0,3229000.0,,3105000.0,3203000.0
Research And Development,782000.0,868000.0,894000.0,,889000.0,873000.0
Selling General And Administration,2018000.0,2036000.0,2335000.0,,2216000.0,2330000.0
Selling And Marketing Expense,1067000.0,1191000.0,1312000.0,,1119000.0,1323000.0
General And Administrative Expense,951000.0,845000.0,1023000.0,,1097000.0,1007000.0
Other Gand A,951000.0,845000.0,1023000.0,,1097000.0,1007000.0
Gross Profit,612000.0,-20000.0,1151000.0,,1616000.0,1848000.0
Cost Of Revenue,1892000.0,2324000.0,2471000.0,,3273000.0,3635000.0
Total Revenue,2504000.0,2304000.0,3622000.0,,4889000.0,5483000.0
Operating Revenue,2504000.0,2304000.0,3622000.0,,4889000.0,5483000.0
