,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,273000.0,-5208000.0,-7476000.0,567000.0,
Tax Rate For Calcs,0.0,0.21,0.21,0.21,0.21,
Normalized EBITDA,40000000.0,9500000.0,120900000.0,59200000.0,38200000.0,
Total Unusual Items,-5800000.0,1300000.0,-24800000.0,-35600000.0,2700000.0,
Total Unusual Items Excluding Goodwill,-5800000.0,1300000.0,-24800000.0,-35600000.0,2700000.0,
Net Income From Continuing Operation Net Minority Interest,-20100000.0,-29500000.0,30000000.0,-61900000.0,-12000000.0,
Reconciled Depreciation,26000000.0,22600000.0,28600000.0,24300000.0,26700000.0,
Reconciled Cost Of Revenue,353300000.0,324600000.0,370400000.0,352000000.0,348300000.0,
EBITDA,34200000.0,10800000.0,96100000.0,23600000.0,40900000.0,
EBIT,8200000.0,-11800000.0,67500000.0,-700000.0,14200000.0,
Net Interest Income,-8200000.0,-8200000.0,-8200000.0,-7900000.0,-7900000.0,
Interest Expense,8200000.0,8200000.0,8200000.0,7900000.0,7900000.0,
Normalized Income,-14300000.0,-30527000.0,49592000.0,-33776000.0,-14133000.0,
Net Income From Continuing And Discontinued Operation,-20100000.0,-29500000.0,30000000.0,-61900000.0,-12000000.0,
Total Expenses,474600000.0,448500000.0,272300000.0,462100000.0,466700000.0,
Total Operating Income As Reported,30300000.0,5100000.0,48600000.0,7500000.0,23600000.0,
Diluted Average Shares,71261000.0,70238095.0,72938000.0,69357000.0,69275000.0,
Basic Average Shares,71261000.0,70238095.0,69458000.0,69357000.0,69275000.0,
Diluted EPS,-0.28,-0.42,0.41,-0.89,-0.17,
Basic EPS,-0.28,-0.42,0.43,-0.89,-0.17,
Diluted NI Availto Com Stockholders,-20100000.0,-29500000.0,30000000.0,-61900000.0,-12000000.0,
Net Income Common Stockholders,-20100000.0,-29500000.0,30000000.0,-61900000.0,-12000000.0,
Net Income,-20100000.0,-29500000.0,30000000.0,-61900000.0,-12000000.0,
Minority Interests,-100000.0,1100000.0,-500000.0,0.0,500000.0,
Net Income Including Noncontrolling Interests,-20000000.0,-30600000.0,30500000.0,-61900000.0,-12500000.0,
Net Income Continuous Operations,-20000000.0,-30600000.0,30500000.0,-61900000.0,-12500000.0,
Tax Provision,20000000.0,10600000.0,28800000.0,53300000.0,18800000.0,
Pretax Income,0.0,-20000000.0,59300000.0,-8600000.0,6300000.0,
Other Income Expense,-500000.0,4600000.0,-205600000.0,-35600000.0,2700000.0,
Other Non Operating Income Expenses,5300000.0,3300000.0,,,,19000000.0
Special Income Charges,-6800000.0,,-20800000.0,-37700000.0,400000.0,19000000.0
Gain On Sale Of Business,,,,1400000.0,400000.0,19000000.0
Other Special Charges,6800000.0,,,,,
Impairment Of Capital Assets,,,0.0,39100000.0,,
Gain On Sale Of Security,1000000.0,1300000.0,-4000000.0,2100000.0,2300000.0,
Net Non Operating Interest Income Expense,-8200000.0,-8200000.0,-8200000.0,-7900000.0,-7900000.0,
Interest Expense Non Operating,8200000.0,8200000.0,8200000.0,7900000.0,7900000.0,
Operating Income,8700000.0,-16400000.0,273100000.0,34900000.0,11500000.0,
Operating Expense,121300000.0,123900000.0,-98100000.0,110100000.0,118400000.0,
Research And Development,6100000.0,5600000.0,7700000.0,6500000.0,4900000.0,
Selling General And Administration,115200000.0,118300000.0,-51300000.0,103600000.0,113500000.0,
General And Administrative Expense,115200000.0,118300000.0,-51300000.0,103600000.0,113500000.0,
Other Gand A,93600000.0,96800000.0,118700000.0,91900000.0,101400000.0,
Salaries And Wages,21600000.0,21500000.0,,11700000.0,12100000.0,146200000.0
Gross Profit,130000000.0,107500000.0,175000000.0,145000000.0,129900000.0,
Cost Of Revenue,353300000.0,324600000.0,370400000.0,352000000.0,348300000.0,
Total Revenue,483300000.0,432100000.0,545400000.0,497000000.0,478200000.0,
Operating Revenue,483300000.0,432100000.0,545400000.0,497000000.0,478200000.0,
