,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.21,0.0,0.0,0.0
Normalized EBITDA,-13334000.0,54617000.0,-18190000.0,-18044000.0,-22044000.0
Net Income From Continuing Operation Net Minority Interest,-10561000.0,56542000.0,-15985000.0,-15557000.0,-19909000.0
Reconciled Depreciation,86000.0,87000.0,85000.0,86000.0,86000.0
EBITDA,-13334000.0,54617000.0,-18190000.0,-18044000.0,-22044000.0
EBIT,-13420000.0,54530000.0,-18275000.0,-18130000.0,-22130000.0
Net Interest Income,1118000.0,595000.0,565000.0,516000.0,464000.0
Interest Income,1118000.0,595000.0,565000.0,516000.0,464000.0
Normalized Income,-10561000.0,56542000.0,-15985000.0,-15557000.0,-19909000.0
Net Income From Continuing And Discontinued Operation,-10561000.0,56542000.0,-15985000.0,-15557000.0,-19909000.0
Total Expenses,13420000.0,15470000.0,18275000.0,18130000.0,22130000.0
Total Operating Income As Reported,-13420000.0,54530000.0,-18275000.0,-18130000.0,-22130000.0
Diluted Average Shares,56803450.0,57673099.0,56607842.0,56507956.0,55155220.0
Basic Average Shares,56803450.0,56663798.0,56607842.0,56507956.0,55155220.0
Diluted EPS,-0.19,0.98,-0.28,-0.28,-0.36
Basic EPS,-0.19,1.0,-0.28,-0.28,-0.36
Diluted NI Availto Com Stockholders,-10561000.0,56542000.0,-15985000.0,-15557000.0,-19909000.0
Net Income Common Stockholders,-10561000.0,56542000.0,-15985000.0,-15557000.0,-19909000.0
Net Income,-10561000.0,56542000.0,-15985000.0,-15557000.0,-19909000.0
Net Income Including Noncontrolling Interests,-10561000.0,56542000.0,-15985000.0,-15557000.0,-19909000.0
Net Income Continuous Operations,-10561000.0,56542000.0,-15985000.0,-15557000.0,-19909000.0
Pretax Income,-10561000.0,56542000.0,-15985000.0,-15557000.0,-19909000.0
Other Income Expense,1741000.0,1417000.0,1725000.0,2057000.0,1757000.0
Other Non Operating Income Expenses,1741000.0,1417000.0,1725000.0,2057000.0,1757000.0
Net Non Operating Interest Income Expense,1118000.0,595000.0,565000.0,516000.0,464000.0
Interest Income Non Operating,1118000.0,595000.0,565000.0,516000.0,464000.0
Operating Income,-13420000.0,54530000.0,-18275000.0,-18130000.0,-22130000.0
Operating Expense,13420000.0,15470000.0,18275000.0,18130000.0,22130000.0
Research And Development,9319000.0,10506000.0,12297000.0,12914000.0,12556000.0
Selling General And Administration,4101000.0,4964000.0,5978000.0,5216000.0,9574000.0
General And Administrative Expense,4101000.0,4964000.0,5978000.0,5216000.0,9574000.0
Other Gand A,4101000.0,4964000.0,5978000.0,5216000.0,9574000.0
Total Revenue,0.0,70000000.0,0.0,0.0,0.0
Operating Revenue,0.0,70000000.0,0.0,0.0,0.0
