,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,7018792.710706,5600000.0,-17820668.693009,24920000.0,25308713.21408
Tax Rate For Calcs,0.242027,0.4,0.144883,0.28,0.248125
Normalized EBITDA,2455000000.0,498000000.0,1780000000.0,2437000000.0,2210000000.0
Total Unusual Items,29000000.0,14000000.0,-123000000.0,89000000.0,102000000.0
Total Unusual Items Excluding Goodwill,29000000.0,14000000.0,-123000000.0,89000000.0,102000000.0
Net Income From Continuing Operation Net Minority Interest,1319000000.0,-94000000.0,733000000.0,1353000000.0,1297000000.0
Reconciled Depreciation,528000000.0,477000000.0,510000000.0,467000000.0,424000000.0
Reconciled Cost Of Revenue,6180000000.0,4919000000.0,5710000000.0,6456000000.0,5979000000.0
EBITDA,2484000000.0,512000000.0,1657000000.0,2526000000.0,2312000000.0
EBIT,1956000000.0,35000000.0,1147000000.0,2059000000.0,1888000000.0
Net Interest Income,-170000000.0,-144000000.0,-129000000.0,-131000000.0,-119000000.0
Interest Expense,200000000.0,181000000.0,160000000.0,164000000.0,155000000.0
Interest Income,30000000.0,37000000.0,31000000.0,33000000.0,36000000.0
Normalized Income,1297018792.710706,-102400000.0,838179331.306991,1288920000.0,1220308713.21408
Net Income From Continuing And Discontinued Operation,1319000000.0,-94000000.0,733000000.0,1353000000.0,1297000000.0
Total Expenses,8300000000.0,6752000000.0,7643000000.0,8640000000.0,7927000000.0
Total Operating Income As Reported,1935000000.0,18000000.0,1104000000.0,1964000000.0,1829000000.0
Diluted Average Shares,677700000.0,676700000.0,683700000.0,685500000.0,688800000.0
Basic Average Shares,674800000.0,676700000.0,678400000.0,681600000.0,685500000.0
Diluted EPS,1.94,-0.15,1.02,1.97,1.88
Basic EPS,1.95,-0.15,1.03,1.99,1.89
Diluted NI Availto Com Stockholders,1319000000.0,-94000000.0,733000000.0,1353000000.0,1297000000.0
Net Income Common Stockholders,1319000000.0,-94000000.0,733000000.0,1353000000.0,1297000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,1319000000.0,-94000000.0,733000000.0,1353000000.0,1297000000.0
Minority Interests,-13000000.0,4000000.0,24000000.0,-36000000.0,-12000000.0
Net Income Including Noncontrolling Interests,1332000000.0,-98000000.0,709000000.0,1389000000.0,1309000000.0
Net Income Continuous Operations,1332000000.0,-98000000.0,709000000.0,1389000000.0,1309000000.0
Tax Provision,425000000.0,-58000000.0,143000000.0,531000000.0,430000000.0
Pretax Income,1756000000.0,-146000000.0,987000000.0,1895000000.0,1733000000.0
Other Non Operating Income Expenses,-9000000.0,-20000000.0,12000000.0,62000000.0,23000000.0
Special Income Charges,29000000.0,14000000.0,-123000000.0,89000000.0,102000000.0
Other Special Charges,-29000000.0,-14000000.0,-38000000.0,-89000000.0,-102000000.0
Net Non Operating Interest Income Expense,-170000000.0,-144000000.0,-129000000.0,-131000000.0,-119000000.0
Interest Expense Non Operating,200000000.0,181000000.0,160000000.0,164000000.0,155000000.0
Interest Income Non Operating,30000000.0,37000000.0,31000000.0,33000000.0,36000000.0
Operating Income,1906000000.0,4000000.0,1227000000.0,1875000000.0,1727000000.0
Operating Expense,2120000000.0,1833000000.0,1933000000.0,2184000000.0,1948000000.0
Selling General And Administration,2120000000.0,1833000000.0,1933000000.0,2184000000.0,1948000000.0
General And Administrative Expense,2120000000.0,1833000000.0,1933000000.0,2184000000.0,1948000000.0
Gross Profit,4026000000.0,1837000000.0,3160000000.0,4059000000.0,3675000000.0
Cost Of Revenue,6180000000.0,4919000000.0,5710000000.0,6456000000.0,5979000000.0
Total Revenue,10206000000.0,6756000000.0,8870000000.0,10515000000.0,9654000000.0
Operating Revenue,10206000000.0,6756000000.0,8870000000.0,10515000000.0,9654000000.0
