,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-142011.523671,43920.0,1787299.427469,-1344023.0,-20808.200939,,
Tax Rate For Calcs,0.111908,0.183,0.227565,0.281,0.068901,,
Normalized EBITDA,98295000.0,131633000.0,84552000.0,82988000.0,97715000.0,,
Total Unusual Items,-1269000.0,240000.0,7854000.0,-4783000.0,-302000.0,,
Total Unusual Items Excluding Goodwill,-1269000.0,240000.0,7854000.0,-4783000.0,-302000.0,,
Net Income From Continuing Operation Net Minority Interest,70482000.0,91368000.0,50093000.0,42338000.0,72046000.0,,
Reconciled Depreciation,15749000.0,15640000.0,16211000.0,16030000.0,15982000.0,,
Reconciled Cost Of Revenue,61228000.0,58227000.0,59982000.0,57163000.0,55603000.0,,
EBITDA,97026000.0,131873000.0,92406000.0,78205000.0,97413000.0,,
EBIT,81277000.0,116233000.0,76195000.0,62175000.0,81431000.0,,
Net Interest Income,-3519000.0,-3808000.0,-5755000.0,-4669000.0,-5100000.0,,
Interest Expense,1962000.0,4408000.0,11919000.0,3301000.0,4074000.0,,
Interest Income,337000.0,600000.0,610000.0,436000.0,901000.0,,
Normalized Income,71608988.476329,91171920.0,44026299.427469,45776977.0,72327191.799061,,
Net Income From Continuing And Discontinued Operation,70482000.0,91368000.0,50093000.0,42338000.0,72046000.0,,
Total Expenses,279676000.0,255358000.0,288410000.0,266543000.0,250160000.0,,
Total Operating Income As Reported,84430000.0,115184000.0,61412000.0,68630000.0,80177000.0,,
Diluted Average Shares,332824020.0,333441006.0,333874529.0,333789636.0,333780984.0,,
Basic Average Shares,314622491.0,315130071.0,315035554.0,315207216.0,314980580.0,,
Diluted EPS,0.22,0.28,0.16,0.13,0.22,,
Basic EPS,0.22,0.29,0.16,0.13,0.23,,
Diluted NI Availto Com Stockholders,72185000.0,92919000.0,51788000.0,44040000.0,73742000.0,,
Average Dilution Earnings,1714000.0,1569000.0,1716000.0,1723000.0,1717000.0,,
Net Income Common Stockholders,70471000.0,91350000.0,50072000.0,42317000.0,72025000.0,,
Otherunder Preferred Stock Dividend,11000.0,18000.0,21000.0,21000.0,21000.0,,
Net Income,70482000.0,91368000.0,50093000.0,42338000.0,72046000.0,,
Minority Interests,-18000.0,30000.0,,,0.0,0.0,
Net Income Including Noncontrolling Interests,70500000.0,91338000.0,49739000.0,42338000.0,72046000.0,,
Net Income Continuous Operations,70500000.0,91338000.0,49739000.0,42338000.0,72046000.0,,
Earnings From Equity Interest Net Of Tax,61000.0,1000.0,90000.0,-14000.0,19000.0,,
Tax Provision,8876000.0,20488000.0,14627000.0,16522000.0,5330000.0,,
Pretax Income,79315000.0,111825000.0,64276000.0,58874000.0,77357000.0,,
Other Income Expense,-1596000.0,449000.0,8619000.0,-5087000.0,2280000.0,,
Other Non Operating Income Expenses,-327000.0,209000.0,765000.0,-304000.0,2582000.0,,
Special Income Charges,,,,,,,0.0
Gain On Sale Of Ppe,,,,,,,0.0
Restructuring And Mergern Acquisition,,,,,,,0.0
Gain On Sale Of Security,-1269000.0,240000.0,7854000.0,-4783000.0,-302000.0,,
Net Non Operating Interest Income Expense,-3519000.0,-3808000.0,-5755000.0,-4669000.0,-5100000.0,,
Total Other Finance Cost,1894000.0,,,1804000.0,1927000.0,,
Interest Expense Non Operating,1962000.0,4408000.0,11919000.0,3301000.0,4074000.0,,
Interest Income Non Operating,337000.0,600000.0,610000.0,436000.0,901000.0,,
Operating Income,84430000.0,115184000.0,61412000.0,68630000.0,80177000.0,,
Operating Expense,210900000.0,189699000.0,220498000.0,201711000.0,186967000.0,,
Depreciation Amortization Depletion Income Statement,8201000.0,8208000.0,8281000.0,8361000.0,8392000.0,,
Depreciation And Amortization In Income Statement,8201000.0,8208000.0,8281000.0,8361000.0,8392000.0,,
Amortization,8201000.0,8208000.0,8281000.0,8361000.0,8392000.0,,
Amortization Of Intangibles Income Statement,8201000.0,8208000.0,8281000.0,8361000.0,8392000.0,,
Research And Development,75385000.0,72450000.0,77099000.0,70068000.0,65709000.0,,
Selling General And Administration,127314000.0,109041000.0,135118000.0,123282000.0,112866000.0,,
Selling And Marketing Expense,69873000.0,63059000.0,78722000.0,64940000.0,57129000.0,,
General And Administrative Expense,57441000.0,45982000.0,56396000.0,58342000.0,55737000.0,,
Other Gand A,49857000.0,47228000.0,57679000.0,51359000.0,54854000.0,,
Salaries And Wages,7584000.0,-1246000.0,-1283000.0,6983000.0,883000.0,,
Gross Profit,295330000.0,304883000.0,281910000.0,270341000.0,267144000.0,,
Cost Of Revenue,68776000.0,65659000.0,67912000.0,64832000.0,63193000.0,,
Total Revenue,364106000.0,370542000.0,349822000.0,335173000.0,330337000.0,,
Operating Revenue,364106000.0,370542000.0,349822000.0,335173000.0,330337000.0,,
